,Back_9_Lowest_Round_RANK THIS WEEK,Back_9_Lowest_Round_RANK LAST WEEK,Back_9_Lowest_Round_PLAYER NAME,Back_9_Lowest_Round_ROUNDS,Back_9_Lowest_Round_LOW RND
0,1,1,Gary Woodland,96,28
1,T2,T2,Corey Conners,97,29
2,T2,T2,Joel Dahmen,93,29
3,T2,T2,Brian Gay,103,29
4,T2,T2,James Hahn,85,29
5,T2,T2,Dustin Johnson,77,29
6,T2,T2,Kevin Kisner,89,29
7,T2,T2,Andrew Landry,82,29
8,T2,T2,Marc Leishman,93,29
9,T2,T2,Peter Malnati,87,29
10,T2,T2,Francesco Molinari,73,29
11,T2,T2,Trey Mullinax,75,29
12,T2,T2,Kyle Stanley,93,29
13,T2,T2,Kevin Streelman,94,29
14,T2,T2,Justin Thomas,91,29
15,T2,T2,Steve Wheatcroft,60,29
16,T2,T2,Tiger Woods,68,29
17,T18,T18,Byeong Hun An,86,30
18,T18,T18,Abraham Ancer,98,30
19,T18,T18,Ryan Armour,109,30
20,T18,T18,Ricky Barnes,65,30
21,T18,T18,Ryan Blaum,81,30
22,T18,T18,Scott Brown,102,30
23,T18,T18,Bronson Burgoon,69,30
24,T18,T18,Alex Cejka,77,30
25,T18,T18,Jason Day,75,30
26,T18,T18,Tyler Duncan,97,30
27,T18,T18,Tommy Fleetwood,73,30
28,T18,T18,Brice Garnett,99,30
29,T18,T18,Talor Gooch,78,30
30,T18,T18,Chesson Hadley,103,30
31,T18,T18,Adam Hadwin,92,30
32,T18,T18,Tom Hoge,101,30
33,T18,T18,J.B. Holmes,77,30
34,T18,T18,Billy Horschel,86,30
35,T18,T18,Charles Howell III,104,30
36,T18,T18,Zach Johnson,94,30
37,T18,T18,Matt Jones,70,30
38,T18,T18,Michael Kim,74,30
39,T18,T18,Chris Kirk,108,30
40,T18,T18,Patton Kizzire,92,30
41,T18,T18,Brooks Koepka,64,30
42,T18,T18,Jason Kokrak,99,30
43,T18,T18,Anirban Lahiri,82,30
44,T18,T18,Hideki Matsuyama,75,30
45,T18,T18,William McGirt,84,30
46,T18,T18,Kevin Na,91,30
47,T18,T18,Martin Piller,79,30
48,T18,T18,"Ted Potter, Jr.",87,30
49,T18,T18,Ian Poulter,73,30
50,T18,T18,Jon Rahm,71,30
51,T18,T18,Justin Rose,70,30
52,T18,T18,Rory Sabbatini,91,30
53,T18,T18,Webb Simpson,95,30
54,T18,T18,Cameron Smith,85,30
55,T18,T18,Hudson Swafford,73,30
56,T18,T18,Michael Thompson,62,30
57,T18,T18,Peter Uihlein,83,30
58,T18,T18,Bubba Watson,90,30
59,T60,T60,Matt Atkins,56,31
60,T60,T60,Blayne Barber,69,31
61,T60,T60,Daniel Berger,81,31
62,T60,T60,Zac Blair,64,31
63,T60,T60,Jonas Blixt,67,31
64,T60,T60,Keegan Bradley,98,31
65,T60,T60,Jonathan Byrd,70,31
66,T60,T60,Patrick Cantlay,87,31
67,T60,T60,Paul Casey,74,31
68,T60,T60,Stewart Cink,87,31
69,T60,T60,Austin Cook,107,31
