,Par_3_Performance_RANK THIS WEEK,Par_3_Performance_RANK LAST WEEK,Par_3_Performance_PLAYER NAME,Par_3_Performance_ROUNDS,Par_3_Performance_STATUS,Par_3_Performance_PAR 3 AVG,Par_3_Performance_TOTAL PAR
0,1,1,Dustin Johnson,77,-13,2.96,873
1,2,2,Emiliano Grillo,94,-9,2.98,1098
2,3,3,Ricky Barnes,65,-6,2.97,711
3,4,4,Brett Stegmaier,67,-5,2.98,735
4,5,5,Bronson Burgoon,69,-1,3.0,825
5,T6,T6,Nate Lashley,51,E,3.0,567
6,T6,T6,Francesco Molinari,73,E,3.0,828
7,T6,T6,Johnson Wagner,75,E,3.0,831
8,T9,T9,Chesson Hadley,103,+1,3.0,1191
9,T9,T9,Marc Leishman,93,+1,3.0,1056
10,T9,T9,Chez Reavie,93,+1,3.0,1035
11,T9,T9,Sam Ryder,82,+1,3.0,975
12,T13,T13,Zac Blair,64,+2,3.01,699
13,T13,T13,Austin Cook,107,+2,3.0,1275
14,T13,T13,Branden Grace,67,+2,3.01,777
15,T13,T13,David Hearn,66,+2,3.01,723
16,T13,T13,Rob Oppenheim,74,+2,3.01,819
17,T13,T13,Andrew Putnam,97,+2,3.01,1077
18,T19,T19,Paul Casey,74,+3,3.01,855
19,T19,T19,Rickie Fowler,74,+3,3.01,864
20,T19,T19,Zach Johnson,94,+3,3.01,1044
21,T19,T19,Danny Lee,88,+3,3.01,1038
22,T19,T19,Hideki Matsuyama,75,+3,3.01,846
23,T24,T24,Denny McCarthy,71,+4,3.02,759
24,T24,T24,J.T. Poston,73,+4,3.01,855
25,T26,T26,Alex Cejka,77,+5,3.02,843
26,T26,T26,Brian Gay,103,+5,3.01,1221
27,T26,T26,Brandon Harkins,101,+5,3.01,1149
28,T26,T26,Jason Kokrak,99,+5,3.01,1197
29,T26,T26,Shane Lowry,64,+5,3.02,681
30,T26,T26,Conrad Shindler,60,+5,3.02,675
31,T32,T32,Rafa Cabrera Bello,75,+6,3.02,831
32,T32,T32,Ben Crane,65,+6,3.03,711
33,T32,T32,Patton Kizzire,92,+6,3.02,1050
34,T32,T32,Brooks Koepka,64,+6,3.03,720
35,T32,T32,William McGirt,84,+6,3.02,951
36,T32,T32,Kevin Na,91,+6,3.02,1023
37,T32,T32,Justin Rose,70,+6,3.02,792
38,T39,T39,Bud Cauley,55,+7,3.03,642
39,T39,T39,John Huh,94,+7,3.02,1086
40,T39,T39,Sung Kang,89,+7,3.02,1020
41,T39,T39,Sam Saunders,80,+7,3.02,903
42,T43,T43,Jim Furyk,50,+8,3.04,588
43,T43,T43,Talor Gooch,78,+8,3.03,873
44,T43,T43,Billy Horschel,86,+8,3.02,981
45,T43,T43,Beau Hossler,104,+8,3.02,1245
46,T43,T43,Martin Laird,73,+8,3.03,786
47,T43,T43,Vaughn Taylor,83,+8,3.03,951
