,Par_5_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_5_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_5_Birdie_or_Better_Leaders_PLAYER NAME,Par_5_Birdie_or_Better_Leaders_ROUNDS,Par_5_Birdie_or_Better_Leaders_%,Par_5_Birdie_or_Better_Leaders_PAR 5 BIRDIES OR BETTER,Par_5_Birdie_or_Better_Leaders_PAR 5 HOLES
0,1,1,Tommy Fleetwood,73,56.32,107,190
1,2,2,Justin Thomas,91,55.93,132,236
2,3,3,Brooks Koepka,64,55.49,91,164
3,4,4,Dustin Johnson,77,55.36,124,224
4,5,5,Justin Rose,70,54.37,112,206
5,6,6,Jon Rahm,71,53.96,109,202
6,7,7,Bryson DeChambeau,93,53.93,151,280
7,8,8,Tony Finau,105,53.69,160,298
8,9,9,Keith Mitchell,99,53.02,158,298
9,10,10,Jordan Spieth,81,52.7,117,222
10,11,11,Gary Woodland,96,52.26,139,266
11,12,12,Rory McIlroy,64,51.74,89,172
12,13,13,Sam Saunders,80,51.36,113,220
13,14,14,Jason Kokrak,99,50.65,155,306
14,15,15,Phil Mickelson,90,50.38,133,264
15,16,16,Xander Schauffele,96,50.36,138,274
16,17,17,Billy Horschel,86,50.2,127,253
17,T18,T18,Paul Casey,74,50.0,106,212
18,T18,T18,Tom Lovelady,87,50.0,128,256
19,T18,T18,Bubba Watson,90,50.0,117,234
20,21,21,Luke List,98,49.66,147,296
21,22,22,Lanto Griffin,80,49.56,113,228
22,T23,T23,Bronson Burgoon,69,49.52,104,210
23,T23,T23,Jason Day,75,49.52,104,210
24,25,25,Rory Sabbatini,91,49.47,139,281
25,26,26,Kevin Tway,110,49.1,164,334
26,27,27,Rickie Fowler,74,49.06,104,212
27,28,28,Henrik Stenson,60,48.81,82,168
28,29,29,Shawn Stefani,76,48.74,116,238
29,30,30,Patrick Cantlay,87,48.73,115,236
30,31,31,Cameron Percy,56,48.72,76,156
31,32,32,Ryan Palmer,69,48.69,93,191
32,33,33,Tiger Woods,68,48.48,96,198
33,34,34,Ricky Barnes,65,48.22,95,197
34,35,35,Martin Laird,73,48.1,101,210
35,36,36,Blayne Barber,69,47.94,93,194
36,37,37,Harold Varner III,91,47.84,133,278
37,38,38,Alex Noren,67,47.73,84,176
38,39,39,Patton Kizzire,92,47.67,123,258
39,40,40,Keegan Bradley,98,47.39,136,287
40,41,41,Seamus Power,86,47.13,115,244
41,T42,T42,Stephan Jaeger,81,47.08,113,240
42,T42,T42,Peter Uihlein,83,47.08,113,240
43,44,44,Hudson Swafford,73,46.82,103,220
44,45,45,Jamie Lovemark,92,46.81,132,282
45,46,46,J.B. Holmes,77,46.69,113,242
46,47,47,Cameron Smith,85,46.61,110,236
47,48,48,Vaughn Taylor,83,46.55,108,232
48,49,49,Webb Simpson,95,46.43,117,252
49,50,50,Aaron Wise,90,46.27,124,268
50,51,51,James Hahn,85,46.21,122,264
51,52,52,Byeong Hun An,86,45.97,114,248
52,T53,T53,Patrick Reed,94,45.93,124,270
53,T53,T53,Michael Thompson,62,45.93,79,172
54,55,55,Ollie Schniederjans,91,45.83,121,264
55,56,56,Joel Dahmen,93,45.8,120,262
56,57,57,Matt Jones,70,45.79,87,190
57,58,58,Matt Every,79,45.71,112,245
58,T59,T59,Kevin Kisner,89,45.54,102,224
59,T59,T59,Ian Poulter,73,45.54,92,202
60,61,61,Marc Leishman,93,45.52,122,268
61,62,62,Daniel Berger,81,45.5,101,222
62,63,63,Kiradech Aphibarnrat,51,45.45,60,132
63,64,64,Trey Mullinax,75,45.24,95,210
64,65,65,Troy Merritt,89,45.22,123,272
65,66,66,Kevin Chappell,77,45.13,102,226
66,67,67,Kyle Stanley,93,45.11,120,266
67,68,68,Si Woo Kim,108,45.09,147,326
68,69,69,Harris English,84,45.08,110,244
