,Top_10_Final_Round_Performance_RANK THIS WEEK,Top_10_Final_Round_Performance_RANK LAST WEEK,Top_10_Final_Round_Performance_PLAYER NAME,Top_10_Final_Round_Performance_EVENTS,Top_10_Final_Round_Performance_% TIMES IMPROVED,Top_10_Final_Round_Performance_# OF TIMES IMPROVED
51,T39,T39,Brandt Snedeker,25,66.7,2.0
52,T39,T39,Peter Uihlein,26,66.7,2.0
53,T39,T39,Harold Varner III,27,66.7,2.0
54,T39,T39,Jimmy Walker,23,66.7,2.0
55,T39,T39,Richy Werenski,32,66.7,2.0
56,57,57,Xander Schauffele,27,62.5,5.0
57,T58,T58,Patrick Cantlay,23,60.0,3.0
58,T58,T58,Cameron Smith,24,60.0,3.0
59,T58,T58,J.J. Spaun,27,60.0,3.0
60,T58,T58,Justin Thomas,23,60.0,6.0
61,T62,T62,Jason Day,20,57.1,4.0
62,T62,T62,Brian Harman,25,57.1,4.0
63,T62,T62,Rory McIlroy,18,57.1,4.0
64,T65,T65,Tony Finau,28,55.6,5.0
65,T65,T65,Jon Rahm,20,55.6,5.0
66,T67,T67,Byeong Hun An,24,50.0,2.0
67,T67,T67,Abraham Ancer,30,50.0,2.0
68,T67,T67,Ryan Armour,32,50.0,2.0
69,T67,T67,Paul Casey,20,50.0,2.0
70,T67,T67,Harris English,31,50.0,1.0
71,T67,T67,Lucas Glover,18,50.0,1.0
72,T67,T67,Emiliano Grillo,25,50.0,2.0
73,T67,T67,Adam Hadwin,25,50.0,1.0
74,T67,T67,Tyrrell Hatton,16,50.0,2.0
75,T67,T67,Kevin Kisner,25,50.0,2.0
76,T67,T67,Russell Knox,27,50.0,1.0
77,T67,T67,Danny Lee,30,50.0,2.0
78,T67,T67,Louis Oosthuizen,17,50.0,2.0
79,T67,T67,Ryan Palmer,22,50.0,1.0
80,T67,T67,Scott Piercy,26,50.0,1.0
81,T67,T67,J.T. Poston,22,50.0,2.0
82,T67,T67,"Ted Potter, Jr.",28,50.0,1.0
83,T67,T67,Andrew Putnam,28,50.0,2.0
84,T67,T67,Chez Reavie,28,50.0,3.0
85,T67,T67,Charl Schwartzel,20,50.0,2.0
86,T67,T67,Scott Stallings,30,50.0,1.0
87,T67,T67,Kevin Streelman,27,50.0,1.0
88,T67,T67,Brian Stuard,32,50.0,2.0
89,T67,T67,Aaron Wise,29,50.0,2.0
90,T91,T91,Tommy Fleetwood,19,42.9,3.0
91,T91,T91,Brian Gay,30,42.9,3.0
92,T91,T91,Kyle Stanley,26,42.9,3.0
93,T94,T94,Chris Kirk,29,40.0,2.0
94,T94,T94,Marc Leishman,25,40.0,2.0
95,96,96,Rickie Fowler,20,37.5,3.0
96,T97,T97,Aaron Baddeley,27,33.3,1.0
97,T97,T97,Ryan Blaum,28,33.3,1.0
98,T97,T97,Scott Brown,32,33.3,1.0
99,T97,T97,Austin Cook,29,33.3,1.0
100,T97,T97,Tom Hoge,31,33.3,1.0
101,T97,T97,Kelly Kraft,31,33.3,1.0
102,T97,T97,Martin Laird,22,33.3,1.0
103,T97,T97,Jamie Lovemark,26,33.3,1.0
104,T97,T97,Hideki Matsuyama,21,33.3,1.0
105,T97,T97,Denny McCarthy,22,33.3,1.0
106,T97,T97,Ollie Schniederjans,27,33.3,1.0
107,T97,T97,Jordan Spieth,23,33.3,2.0
108,T97,T97,Chris Stroud,27,33.3,1.0
109,110,110,Beau Hossler,28,30.0,3.0
110,111,111,Ryan Moore,22,28.6,2.0
111,T112,T112,Michael Kim,27,25.0,1.0
112,T112,T112,Seamus Power,28,25.0,1.0
113,T112,T112,Rory Sabbatini,27,25.0,1.0
114,T112,T112,Sam Saunders,26,25.0,1.0
115,T116,T116,Anirban Lahiri,24,20.0,1.0
116,T116,T116,Troy Merritt,27,20.0,1.0
117,T116,T116,C.T. Pan,30,20.0,1.0
118,T116,T116,Ian Poulter,20,20.0,1.0
119,T116,T116,Gary Woodland,27,20.0,1.0
120,121,121,Kevin Tway,31,16.7,1.0
121,T122,T122,Kiradech Aphibarnrat,14,0.0,
122,T122,T122,Blayne Barber,22,0.0,
123,T122,T122,Daniel Berger,23,0.0,
124,T122,T122,Zac Blair,20,0.0,
125,T122,T122,Wesley Bryan,23,0.0,
126,T122,T122,Bud Cauley,17,0.0,
127,T122,T122,Alex Cejka,24,0.0,
128,T122,T122,Greg Chalmers,20,0.0,
129,T122,T122,Kevin Chappell,23,0.0,
130,T122,T122,Corey Conners,28,0.0,
131,T122,T122,Derek Fathauer,28,0.0,
132,T122,T122,Martin Flores,29,0.0,
133,T122,T122,Jim Furyk,15,0.0,
134,T122,T122,Robert Garrigus,27,0.0,
135,T122,T122,Talor Gooch,27,0.0,
136,T122,T122,Retief Goosen,20,0.0,
137,T122,T122,Branden Grace,18,0.0,
138,T122,T122,Bill Haas,25,0.0,
139,T122,T122,Brandon Harkins,30,0.0,
140,T122,T122,David Hearn,21,0.0,
141,T122,T122,Russell Henley,23,0.0,
142,T122,T122,J.J. Henry,28,0.0,
143,T122,T122,Charley Hoffman,25,0.0,
144,T122,T122,John Huh,29,0.0,
145,T122,T122,Billy Hurley III,27,0.0,
146,T122,T122,Matt Jones,23,0.0,
147,T122,T122,Matt Kuchar,24,0.0,
148,T122,T122,Shane Lowry,19,0.0,
149,T122,T122,Hunter Mahan,21,0.0,
150,T122,T122,Graeme McDowell,20,0.0,
151,T122,T122,Grayson Murray,22,0.0,
152,T122,T122,Patrick Rodgers,30,0.0,
153,T122,T122,Ben Silverman,28,0.0,
154,T122,T122,Brett Stegmaier,21,0.0,
155,T122,T122,Robert Streb,29,0.0,
156,T122,T122,Daniel Summerhays,19,0.0,
157,T122,T122,Hudson Swafford,22,0.0,
158,T122,T122,Vaughn Taylor,25,0.0,
159,T122,T122,Nick Taylor,30,0.0,
160,T122,T122,Michael Thompson,19,0.0,
161,T122,T122,Tyrone Van Aswegen,31,0.0,
162,T122,T122,Jhonattan Vegas,27,0.0,
163,T122,T122,Johnson Wagner,21,0.0,
