,Early_Round_4_Scoring_Average_RANK THIS WEEK,Early_Round_4_Scoring_Average_RANK LAST WEEK,Early_Round_4_Scoring_Average_PLAYER NAME,Early_Round_4_Scoring_Average_AVG,Early_Round_4_Scoring_Average_TOTAL STROKES,Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Justin Thomas,66.6,333,5
1,2,2,Dustin Johnson,67.0,201,3
2,3,3,Nick Taylor,67.17,403,6
3,4,4,Billy Horschel,67.67,406,6
4,T5,T5,Zach Johnson,68.0,680,10
5,T5,T5,Hideki Matsuyama,68.0,612,9
6,T7,T7,Tommy Fleetwood,68.17,409,6
7,T7,T7,Brian Stuard,68.17,409,6
8,T9,T9,Rickie Fowler,68.25,273,4
9,T9,T9,Louis Oosthuizen,68.25,273,4
10,T11,T11,Ben Martin,68.33,205,3
11,T11,T11,Justin Rose,68.33,205,3
12,T11,T11,Scott Stallings,68.33,410,6
13,14,14,Jim Furyk,68.4,342,5
14,T15,T15,Brooks Koepka,68.43,479,7
15,T15,T15,Alex Noren,68.43,479,7
16,17,17,Alex Cejka,68.5,685,10
17,18,18,Phil Mickelson,68.6,686,10
18,19,19,Danny Lee,68.71,481,7
19,20,20,Tony Finau,68.75,550,8
20,21,21,Jason Kokrak,68.77,894,13
21,T22,T22,Tyrrell Hatton,68.8,344,5
22,T22,T22,Henrik Stenson,68.8,344,5
23,24,24,Seamus Power,68.88,551,8
24,T25,T25,Dominic Bozzelli,69.0,483,7
25,T25,T25,Paul Casey,69.0,483,7
26,T25,T25,Greg Chalmers,69.0,138,2
27,T25,T25,Matt Kuchar,69.0,345,5
28,T25,T25,C.T. Pan,69.0,828,12
29,T25,T25,Webb Simpson,69.0,414,6
30,T25,T25,Brandt Snedeker,69.0,483,7
31,T25,T25,Kyle Thompson,69.0,138,2
32,T25,T25,Gary Woodland,69.0,276,4
33,34,34,Patton Kizzire,69.23,900,13
34,35,35,Patrick Rodgers,69.25,831,12
35,T36,T36,Derek Fathauer,69.33,416,6
36,T36,T36,Ryan Palmer,69.33,208,3
37,T36,T36,Michael Thompson,69.33,208,3
38,39,39,Jordan Spieth,69.38,555,8
39,T40,T40,David Lingmerth,69.44,625,9
40,T40,T40,Cameron Smith,69.44,625,9
41,T42,T42,Tyler Duncan,69.5,556,8
42,T42,T42,Adam Scott,69.5,556,8
43,T44,T44,Bryson DeChambeau,69.55,765,11
44,T44,T44,Russell Henley,69.55,765,11
45,46,46,J.J. Spaun,69.56,626,9
46,47,47,Rafa Cabrera Bello,69.57,487,7
47,48,48,Jason Day,69.6,348,5
48,49,49,Aaron Wise,69.63,557,8
49,50,50,Francesco Molinari,69.67,418,6
50,51,51,Austin Cook,69.73,1046,15
51,52,52,Charles Howell III,69.77,907,13
52,T53,T53,Daniel Berger,69.8,698,10
53,T53,T53,Joel Dahmen,69.8,349,5
54,T53,T53,Denny McCarthy,69.8,349,5
55,T53,T53,Conrad Shindler,69.8,349,5
56,57,57,Branden Grace,69.82,768,11
57,58,58,Brandon Harkins,69.85,908,13
58,59,59,Kevin Kisner,69.86,489,7
59,60,60,Nicholas Lindheim,69.88,559,8
60,T61,T61,John Huh,69.89,629,9
61,T61,T61,Rob Oppenheim,69.89,629,9
62,T61,T61,Sam Saunders,69.89,629,9
63,64,64,Adam Hadwin,69.93,979,14
64,T65,T65,Jonathan Byrd,70.0,350,5
65,T65,T65,Kevin Chappell,70.0,840,12
66,T65,T65,Robert Garrigus,70.0,350,5
67,T65,T65,Nate Lashley,70.0,140,2
68,T65,T65,Rory McIlroy,70.0,210,3
69,T65,T65,Ryan Moore,70.0,490,7
70,T65,T65,J.T. Poston,70.0,420,6
71,T65,T65,Peter Uihlein,70.0,560,8
72,73,73,Ollie Schniederjans,70.1,701,10
73,74,74,Chris Stroud,70.17,421,6
74,75,75,Trey Mullinax,70.22,632,9
75,T76,T76,Harris English,70.25,281,4
76,T76,T76,Adam Schenk,70.25,843,12
77,78,78,Patrick Reed,70.29,492,7
78,T79,T79,Troy Merritt,70.3,703,10
79,T79,T79,Kevin Na,70.3,703,10
80,T81,T81,Fabián Gómez,70.33,633,9
81,T81,T81,William McGirt,70.33,422,6
82,T81,T81,Tiger Woods,70.33,211,3
83,T84,T84,Chez Reavie,70.38,563,8
84,T84,T84,Vaughn Taylor,70.38,563,8
85,T84,T84,Xinjun Zhang,70.38,563,8
86,T87,T87,Ricky Barnes,70.4,352,5
87,T87,T87,James Hahn,70.4,704,10
88,T87,T87,Matt Jones,70.4,352,5
89,T87,T87,Jon Rahm,70.4,352,5
90,T91,T91,Ryan Blaum,70.43,493,7
91,T91,T91,Pat Perez,70.43,493,7
92,93,93,Peter Malnati,70.45,775,11
93,T94,T94,Chesson Hadley,70.5,423,6
94,T94,T94,Keith Mitchell,70.5,705,10
95,T96,T96,Hunter Mahan,70.57,494,7
96,T96,T96,Shawn Stefani,70.57,494,7
97,T98,T98,Bronson Burgoon,70.6,353,5
98,T98,T98,Martin Laird,70.6,353,5
99,T98,T98,Shane Lowry,70.6,353,5
100,T101,T101,Luke List,70.63,565,8
101,T101,T101,Johnson Wagner,70.63,565,8
102,T101,T101,Bubba Watson,70.63,565,8
103,T104,T104,Russell Knox,70.64,777,11
104,T104,T104,Rory Sabbatini,70.64,777,11
105,106,106,Ian Poulter,70.67,424,6
106,T107,T107,Lanto Griffin,70.71,495,7
107,T107,T107,Stephan Jaeger,70.71,495,7
108,T109,T109,Stewart Cink,70.75,566,8
109,T109,T109,Tom Lovelady,70.75,566,8
110,T109,T109,Richy Werenski,70.75,566,8
111,T112,T112,Brian Gay,70.78,637,9
112,T112,T112,Scott Piercy,70.78,637,9
113,T114,T114,J.B. Holmes,70.8,354,5
114,T114,T114,Kelly Kraft,70.8,708,10
115,116,116,David Hearn,70.83,425,6
116,117,117,Ryan Armour,70.87,1063,15
117,118,118,Beau Hossler,70.88,567,8
118,119,119,Kevin Streelman,70.89,638,9
119,T120,T120,Blayne Barber,71.0,426,6
120,T120,T120,Jonas Blixt,71.0,426,6
121,T120,T120,Corey Conners,71.0,923,13
122,T120,T120,Retief Goosen,71.0,355,5
123,T120,T120,Cody Gribble,71.0,355,5
124,T120,T120,Bill Haas,71.0,426,6
125,T120,T120,Si Woo Kim,71.0,710,10
126,T120,T120,Michael Kim,71.0,213,3
127,T120,T120,Marc Leishman,71.0,710,10
128,T120,T120,Brett Stegmaier,71.0,710,10
129,130,130,Jimmy Walker,71.1,711,10
130,T131,T131,Aaron Baddeley,71.13,569,8
131,T131,T131,Bud Cauley,71.13,569,8
132,T131,T131,Jonathan Randolph,71.13,569,8
133,T134,T134,Lucas Glover,71.14,498,7
134,T134,T134,Chris Kirk,71.14,996,14
135,136,136,Patrick Cantlay,71.17,427,6
136,T137,T137,Martin Flores,71.18,783,11
137,T137,T137,Kevin Tway,71.18,783,11
138,T139,T139,Byeong Hun An,71.22,641,9
139,T139,T139,Sam Ryder,71.22,641,9
140,T139,T139,Ben Silverman,71.22,641,9
141,142,142,Nick Watney,71.24,1211,17
142,T143,T143,Sean O'Hair,71.25,285,4
143,T143,T143,Harold Varner III,71.25,855,12
144,145,145,Charley Hoffman,71.33,428,6
145,T146,T146,J.J. Henry,71.4,357,5
146,T146,T146,Graeme McDowell,71.4,357,5
147,148,148,Cameron Percy,71.43,500,7
148,T149,T149,Ben Crane,71.5,572,8
149,T149,T149,Daniel Summerhays,71.5,143,2
150,T151,T151,Abraham Ancer,71.56,644,9
151,T151,T151,Andrew Landry,71.56,644,9
152,153,153,Roberto Díaz,71.57,501,7
153,154,154,Emiliano Grillo,71.6,716,10
154,155,155,Keegan Bradley,71.64,788,11
155,T156,T156,Scott Brown,71.71,502,7
156,T156,T156,Anirban Lahiri,71.71,502,7
157,T158,T158,Chad Campbell,71.75,574,8
158,T158,T158,Brendan Steele,71.75,574,8
159,T158,T158,Steve Wheatcroft,71.75,287,4
160,T161,T161,Kiradech Aphibarnrat,71.8,359,5
161,T161,T161,Rod Pampling,71.8,359,5
162,T163,T163,Zac Blair,71.83,431,6
163,T163,T163,Tom Hoge,71.83,862,12
164,T163,T163,Mackenzie Hughes,71.83,431,6
165,T163,T163,Martin Piller,71.83,431,6
166,T163,T163,Robert Streb,71.83,431,6
167,168,168,Brice Garnett,71.92,863,12
168,T169,T169,Zecheng Dou,72.0,144,2
169,T169,T169,Billy Hurley III,72.0,144,2
170,T169,T169,Tyrone Van Aswegen,72.0,720,10
171,T172,T172,Wesley Bryan,72.13,577,8
