,Tenth_Tee_Late_Par_3_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Par_3_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Par_3_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Par_3_Scoring_Average_ROUNDS,Tenth_Tee_Late_Par_3_Scoring_Average_AVG,Tenth_Tee_Late_Par_3_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Par_3_Scoring_Average_TOTAL HOLES
0,T1,T1,Tommy Fleetwood,73,2.75,22,8
1,T1,T1,Brooks Koepka,64,2.75,11,4
2,T1,T1,Phil Mickelson,90,2.75,22,8
3,T1,T1,Justin Rose,70,2.75,22,8
4,5,5,Dustin Johnson,77,2.77,36,13
5,T6,T6,Retief Goosen,60,2.86,80,28
6,T6,T6,Billy Horschel,86,2.86,106,37
7,8,8,Henrik Stenson,60,2.88,23,8
8,T9,T9,Talor Gooch,78,2.91,154,53
9,T9,T9,Nate Lashley,51,2.91,189,65
10,T9,T9,Sam Saunders,80,2.91,131,45
11,12,12,Adam Scott,78,2.92,105,36
12,T13,T13,Bronson Burgoon,69,2.94,47,16
13,T13,T13,Tony Finau,105,2.94,94,32
14,T13,T13,Martin Flores,92,2.94,226,77
15,T13,T13,John Huh,94,2.94,235,80
16,T13,T13,Nicholas Lindheim,77,2.94,144,49
17,T13,T13,Tyrone Van Aswegen,101,2.94,188,64
18,19,19,Blayne Barber,69,2.95,177,60
19,T20,T20,Matt Atkins,56,2.96,83,28
20,T20,T20,Charles Howell III,104,2.96,228,77
21,T20,T20,Patrick Reed,94,2.96,74,25
22,T20,T20,Patrick Rodgers,97,2.96,228,77
23,T20,T20,Brandt Snedeker,84,2.96,145,49
24,T20,T20,Scott Stallings,96,2.96,169,57
25,T26,T26,Abraham Ancer,98,2.97,264,89
26,T26,T26,Emiliano Grillo,94,2.97,226,76
27,T26,T26,Beau Hossler,104,2.97,229,77
28,T26,T26,Adam Schenk,86,2.97,172,58
29,T30,T30,Paul Casey,74,2.98,122,41
30,T30,T30,Zecheng Dou,53,2.98,161,54
31,T30,T30,Zach Johnson,94,2.98,146,49
32,T30,T30,Seamus Power,86,2.98,155,52
33,T30,T30,Chez Reavie,93,2.98,179,60
34,T30,T30,J.J. Spaun,85,2.98,179,60
35,36,36,Shawn Stefani,76,2.99,215,72
36,T37,T37,Rafa Cabrera Bello,75,3.0,96,32
37,T37,T37,Stewart Cink,87,3.0,159,53
38,T37,T37,Austin Cook,107,3.0,180,60
39,T37,T37,Ben Crane,65,3.0,108,36
40,T37,T37,Jason Day,75,3.0,12,4
41,T37,T37,Sung Kang,89,3.0,252,84
42,T37,T37,Whee Kim,93,3.0,183,61
43,T37,T37,Chris Kirk,108,3.0,258,86
44,T37,T37,Luke List,98,3.0,207,69
