,Tenth_Tee_Early_Round_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_4_Scoring_Average_AVG,Tenth_Tee_Early_Round_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Tyrrell Hatton,64.0,64,1
1,T1,T1,Henrik Stenson,64.0,64,1
2,3,3,Ben Martin,66.0,66,1
3,T4,T4,Tony Finau,67.0,134,2
4,T4,T4,J.J. Henry,67.0,67,1
5,T4,T4,Zach Johnson,67.0,201,3
6,T4,T4,Dustin Johnson,67.0,134,2
7,T4,T4,Anirban Lahiri,67.0,67,1
8,T4,T4,Seamus Power,67.0,67,1
9,T4,T4,Justin Rose,67.0,67,1
10,T4,T4,Xander Schauffele,67.0,67,1
11,T4,T4,Scott Stallings,67.0,201,3
12,T4,T4,Gary Woodland,67.0,67,1
13,14,14,Kevin Chappell,67.5,270,4
14,T15,T15,Branden Grace,68.0,136,2
15,T15,T15,Matt Kuchar,68.0,136,2
16,T15,T15,Rory McIlroy,68.0,68,1
17,T15,T15,Louis Oosthuizen,68.0,136,2
18,T15,T15,Nick Taylor,68.0,68,1
19,T15,T15,Peter Uihlein,68.0,68,1
20,21,21,Brandon Harkins,68.25,273,4
21,T22,T22,Dominic Bozzelli,68.5,137,2
22,T22,T22,Webb Simpson,68.5,137,2
23,24,24,Jason Kokrak,68.67,206,3
24,T25,T25,Stewart Cink,69.0,138,2
25,T25,T25,Tommy Fleetwood,69.0,69,1
26,T25,T25,Martin Flores,69.0,69,1
27,T25,T25,Jim Furyk,69.0,69,1
28,T25,T25,Lanto Griffin,69.0,69,1
29,T25,T25,Nate Lashley,69.0,69,1
30,T25,T25,Hideki Matsuyama,69.0,69,1
31,T25,T25,Ryan Palmer,69.0,69,1
32,T25,T25,Pat Perez,69.0,69,1
33,T25,T25,Sam Saunders,69.0,276,4
34,T25,T25,Brandt Snedeker,69.0,69,1
35,T25,T25,Steve Wheatcroft,69.0,69,1
36,37,37,Marc Leishman,69.33,208,3
37,T38,T38,Aaron Baddeley,69.5,139,2
38,T38,T38,Daniel Berger,69.5,139,2
39,T38,T38,Derek Fathauer,69.5,139,2
40,T38,T38,Brian Gay,69.5,139,2
41,T38,T38,Charley Hoffman,69.5,139,2
42,T43,T43,Retief Goosen,69.67,209,3
43,T43,T43,Brian Stuard,69.67,209,3
44,T45,T45,Chesson Hadley,69.75,279,4
45,T45,T45,Peter Malnati,69.75,279,4
46,T45,T45,Johnson Wagner,69.75,279,4
47,T48,T48,Ryan Armour,70.0,210,3
48,T48,T48,Rafa Cabrera Bello,70.0,70,1
49,T48,T48,David Hearn,70.0,140,2
50,T48,T48,Tom Hoge,70.0,210,3
51,T48,T48,Billy Horschel,70.0,70,1
52,T48,T48,William McGirt,70.0,70,1
53,T48,T48,Trey Mullinax,70.0,70,1
54,T48,T48,J.T. Poston,70.0,140,2
55,T48,T48,Cameron Smith,70.0,140,2
56,T48,T48,Tyrone Van Aswegen,70.0,140,2
57,T58,T58,Corey Conners,70.25,281,4
58,T58,T58,Richy Werenski,70.25,281,4
59,T60,T60,Wesley Bryan,70.33,211,3
60,T60,T60,Chez Reavie,70.33,211,3
61,T60,T60,Patrick Reed,70.33,211,3
62,T63,T63,Beau Hossler,70.5,141,2
63,T63,T63,Charles Howell III,70.5,282,4
