,First_Tee_Early_Round_2_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_2_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_2_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_2_Scoring_Average_AVG,First_Tee_Early_Round_2_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Tommy Fleetwood,65.0,130,2
1,T2,T2,Dustin Johnson,68.25,273,4
2,T2,T2,Denny McCarthy,68.25,273,4
3,T2,T2,Ben Silverman,68.25,273,4
4,5,5,Tom Hoge,68.29,478,7
5,6,6,Zach Johnson,68.5,274,4
6,7,7,Brian Gay,68.56,617,9
7,T8,T8,Luke List,68.67,618,9
8,T8,T8,J.T. Poston,68.67,206,3
9,10,10,Kevin Chappell,68.71,481,7
10,11,11,Aaron Baddeley,68.78,619,9
11,12,12,Nick Watney,68.8,688,10
12,13,13,Pat Perez,68.83,413,6
13,14,14,Peter Malnati,68.9,689,10
14,T15,T15,Paul Casey,69.0,345,5
15,T15,T15,David Hearn,69.0,345,5
16,T15,T15,Justin Rose,69.0,138,2
17,T15,T15,Scott Stallings,69.0,276,4
18,T15,T15,Brett Stegmaier,69.0,345,5
19,T15,T15,Kevin Streelman,69.0,552,8
20,T15,T15,Kevin Tway,69.0,276,4
21,22,22,Jamie Lovemark,69.2,346,5
22,23,23,Rory Sabbatini,69.22,623,9
23,T24,T24,Ricky Barnes,69.25,277,4
24,T24,T24,Kyle Thompson,69.25,277,4
25,T26,T26,Stewart Cink,69.29,485,7
26,T26,T26,Kevin Na,69.29,485,7
27,28,28,Brandon Harkins,69.3,693,10
28,T29,T29,Emiliano Grillo,69.33,416,6
29,T29,T29,Trey Mullinax,69.33,416,6
30,T29,T29,Cameron Percy,69.33,208,3
31,T29,T29,Scott Piercy,69.33,208,3
32,33,33,Lanto Griffin,69.38,555,8
33,34,34,Lucas Glover,69.4,347,5
34,T35,T35,Tyrrell Hatton,69.5,417,6
35,T35,T35,Kelly Kraft,69.5,417,6
36,T35,T35,Kyle Stanley,69.5,695,10
37,38,38,Troy Merritt,69.57,487,7
38,T39,T39,Patrick Cantlay,69.6,348,5
39,T39,T39,Robert Garrigus,69.6,348,5
40,T39,T39,Hunter Mahan,69.6,348,5
41,T39,T39,Hideki Matsuyama,69.6,348,5
42,T39,T39,Martin Piller,69.6,348,5
43,44,44,C.T. Pan,69.63,557,8
44,T45,T45,Roberto Díaz,69.67,418,6
45,T45,T45,Rory McIlroy,69.67,209,3
46,T47,T47,Bud Cauley,69.75,279,4
