,Bounce_Back_RANK THIS WEEK,Bounce_Back_RANK LAST WEEK,Bounce_Back_PLAYER NAME,Bounce_Back_ROUNDS,Bounce_Back_%
46,T47,T47,Hideki Matsuyama,75,22.86
47,T47,T47,Troy Merritt,89,22.86
48,49,49,Luke List,98,22.83
49,50,50,David Lingmerth,82,22.81
50,51,51,Chez Reavie,93,22.75
51,52,52,Chesson Hadley,103,22.64
52,T53,T53,Marc Leishman,93,22.58
53,T53,T53,Phil Mickelson,90,22.58
54,55,55,Joel Dahmen,93,22.55
55,56,56,Grayson Murray,72,22.49
56,57,57,Scott Stallings,96,22.46
57,58,58,Blayne Barber,69,22.35
58,59,59,Matt Atkins,56,22.29
59,T60,T60,Martin Piller,79,22.22
60,T60,T60,Webb Simpson,95,22.22
61,62,62,J.T. Poston,73,22.16
62,63,63,Paul Casey,74,22.04
63,64,64,Keith Mitchell,99,21.93
64,65,65,Charles Howell III,104,21.89
65,66,66,Dominic Bozzelli,65,21.83
66,67,67,Denny McCarthy,71,21.71
67,68,68,Matt Kuchar,88,21.69
68,69,69,Brice Garnett,99,21.65
69,70,70,Aaron Wise,90,21.63
70,71,71,Sam Ryder,82,21.61
71,T72,T72,Tommy Fleetwood,73,21.59
72,T72,T72,Jordan Spieth,81,21.59
73,T74,T74,Mackenzie Hughes,80,21.3
74,T74,T74,Kevin Na,91,21.3
75,76,76,Chris Stroud,81,21.23
76,77,77,Harold Varner III,91,21.2
77,78,78,Seamus Power,86,21.13
78,T79,T79,Brett Stegmaier,67,21.12
79,T79,T79,Kyle Thompson,50,21.12
80,81,81,Jason Day,75,21.05
81,82,82,Patrick Cantlay,87,20.98
82,83,83,Rob Oppenheim,74,20.94
83,84,84,Vaughn Taylor,83,20.93
84,85,85,Rory McIlroy,64,20.81
85,86,86,Robert Streb,78,20.76
86,T87,T87,Brendan Steele,74,20.69
87,T87,T87,Richy Werenski,98,20.69
88,89,89,Zach Johnson,94,20.67
89,90,90,Graeme McDowell,67,20.61
90,91,91,Robert Garrigus,80,20.6
91,92,92,Jimmy Walker,81,20.55
92,93,93,Xinjun Zhang,81,20.54
93,T94,T94,Derek Fathauer,84,20.53
94,T94,T94,Brooks Koepka,64,20.53
95,96,96,Austin Cook,107,20.51
96,97,97,Stewart Cink,87,20.5
97,98,98,Billy Hurley III,70,20.49
98,99,99,Trey Mullinax,75,20.48
99,100,100,D.A. Points,63,20.45
100,101,101,Kevin Tway,110,20.42
101,102,102,Shawn Stefani,76,20.4
102,103,103,Daniel Berger,81,20.38
103,104,104,Sam Saunders,80,20.37
104,105,105,Jason Kokrak,99,20.31
105,T106,T106,Jonas Blixt,67,20.3
106,T106,T106,Xander Schauffele,96,20.3
107,108,108,Michael Kim,74,20.18
108,109,109,Shane Lowry,64,20.12
109,110,110,Ricky Barnes,65,20.11
110,111,111,John Huh,94,20.08
111,T112,T112,Bronson Burgoon,69,20.0
112,T112,T112,Jonathan Byrd,70,20.0
113,T112,T112,Jamie Lovemark,92,20.0
114,T112,T112,Peter Uihlein,83,20.0
115,116,116,Keegan Bradley,98,19.92
116,117,117,Tyrrell Hatton,58,19.85
117,118,118,Andrew Landry,82,19.82
118,119,119,Tom Hoge,101,19.78
119,T120,T120,James Hahn,85,19.72
120,T120,T120,Brandt Snedeker,84,19.72
121,122,122,Kevin Streelman,94,19.7
122,123,123,Rafa Cabrera Bello,75,19.67
123,124,124,Cody Gribble,71,19.63
124,T125,T125,Matt Every,79,19.61
125,T125,T125,Brian Gay,103,19.61
126,127,127,Alex Cejka,77,19.54
127,128,128,Martin Flores,92,19.53
128,129,129,Rickie Fowler,74,19.5
129,130,130,Talor Gooch,78,19.42
130,131,131,Danny Lee,88,19.41
131,132,132,Rory Sabbatini,91,19.4
132,133,133,Adam Hadwin,92,19.31
133,134,134,Lucas Glover,65,19.3
134,135,135,Aaron Baddeley,84,19.25
135,136,136,Bud Cauley,55,19.05
136,137,137,Harris English,84,18.97
137,138,138,"Ted Potter, Jr.",87,18.89
138,139,139,Hunter Mahan,67,18.87
139,140,140,Tyler Duncan,97,18.84
140,T141,T141,David Hearn,66,18.82
141,T141,T141,Sean O'Hair,67,18.82
142,T143,T143,Chris Kirk,108,18.8
143,T143,T143,Cameron Percy,56,18.8
144,145,145,Adam Schenk,86,18.78
145,146,146,Tyrone Van Aswegen,101,18.77
146,147,147,Nate Lashley,51,18.75
147,148,148,Whee Kim,93,18.73
148,149,149,Zecheng Dou,53,18.64
149,150,150,Scott Piercy,84,18.58
150,151,151,Patrick Reed,94,18.55
151,152,152,Stephan Jaeger,81,18.41
152,153,153,Patton Kizzire,92,18.37
153,154,154,Kiradech Aphibarnrat,51,18.35
154,T155,T155,Francesco Molinari,73,18.24
155,T155,T155,Conrad Shindler,60,18.24
156,157,157,Jim Furyk,50,18.18
157,158,158,Ben Silverman,90,18.11
158,159,159,Russell Henley,77,17.96
159,160,160,Gary Woodland,96,17.9
160,161,161,Sung Kang,89,17.78
161,162,162,Abraham Ancer,98,17.7
162,163,163,Steve Wheatcroft,60,17.69
163,164,164,Byeong Hun An,86,17.51
164,T165,T165,Rod Pampling,62,17.49
165,T165,T165,Andrew Yun,51,17.49
166,167,167,Jason Dufner,71,17.35
167,168,168,Ian Poulter,73,17.22
168,169,169,J.B. Holmes,77,17.21
169,170,170,William McGirt,84,17.2
170,171,171,Adam Scott,78,17.12
171,172,172,Kevin Kisner,89,17.09
172,173,173,Ryan Blaum,81,17.02
173,174,174,Roberto Díaz,72,17.0
174,175,175,Ollie Schniederjans,91,16.98
175,176,176,Bill Haas,76,16.92
176,177,177,Ethan Tracy,72,16.89
177,178,178,J.J. Henry,81,16.83
178,179,179,Brian Stuard,103,16.73
179,T180,T180,Wesley Bryan,69,16.67
180,T180,T180,Jonathan Randolph,71,16.67
181,182,182,Greg Chalmers,56,16.3
182,183,183,Daniel Summerhays,51,16.25
183,184,184,Satoshi Kodaira,51,16.15
184,185,185,Anirban Lahiri,82,15.68
185,T186,T186,Fabián Gómez,88,15.53
186,T186,T186,Kelly Kraft,94,15.53
187,188,188,Alex Noren,67,15.03
188,189,189,Louis Oosthuizen,62,15.0
189,190,190,Nick Taylor,94,14.6
190,191,191,Retief Goosen,60,14.55
191,192,192,Chad Campbell,87,13.45
192,193,193,Charl Schwartzel,65,12.9
