,Bounce_Back_RANK THIS WEEK,Bounce_Back_RANK LAST WEEK,Bounce_Back_PLAYER NAME,Bounce_Back_ROUNDS,Bounce_Back_%
0,1,1,Dustin Johnson,77,29.38
1,T2,T2,Branden Grace,67,27.68
2,T2,T2,Jon Rahm,71,27.68
3,4,4,Zac Blair,64,27.46
4,5,5,Tiger Woods,68,27.44
5,6,6,Justin Rose,70,27.4
6,7,7,Justin Thomas,91,26.67
7,8,8,Nick Watney,94,26.53
8,9,9,Henrik Stenson,60,26.32
9,10,10,Johnson Wagner,75,26.21
10,11,11,Martin Laird,73,26.06
11,12,12,Matt Jones,70,25.9
12,13,13,Ben Martin,64,25.56
13,14,14,Bubba Watson,90,25.46
14,15,15,Ryan Armour,109,25.18
15,16,16,Kyle Stanley,93,25.11
16,17,17,Charley Hoffman,87,25.0
17,18,18,Tom Lovelady,87,24.9
18,19,19,Patrick Rodgers,97,24.71
19,20,20,Ben Crane,65,24.52
20,21,21,Michael Thompson,62,24.49
21,22,22,Tony Finau,105,24.48
22,23,23,Bryson DeChambeau,93,24.47
23,24,24,Cameron Smith,85,24.3
24,25,25,Lanto Griffin,80,24.19
25,26,26,Pat Perez,82,24.17
26,27,27,Brian Harman,94,24.14
27,28,28,Russell Knox,94,24.03
28,29,29,Ryan Palmer,69,23.96
29,30,30,Hudson Swafford,73,23.88
30,31,31,C.T. Pan,104,23.85
31,T32,T32,Nicholas Lindheim,77,23.71
32,T32,T32,Cameron Tringale,67,23.71
33,34,34,J.J. Spaun,85,23.61
34,35,35,Kevin Chappell,77,23.45
35,36,36,Corey Conners,97,23.41
36,37,37,Scott Brown,102,23.34
37,38,38,Billy Horschel,86,23.32
38,39,39,Brandon Harkins,101,23.3
39,40,40,Emiliano Grillo,94,23.29
40,41,41,Andrew Putnam,97,23.15
41,42,42,Jhonattan Vegas,92,23.11
42,43,43,Peter Malnati,87,23.01
43,44,44,Si Woo Kim,108,22.93
44,45,45,Ryan Moore,78,22.91
45,46,46,Beau Hossler,104,22.9
