,Back_9_Par_4_Scoring_Average_RANK THIS WEEK,Back_9_Par_4_Scoring_Average_RANK LAST WEEK,Back_9_Par_4_Scoring_Average_PLAYER NAME,Back_9_Par_4_Scoring_Average_ROUNDS,Back_9_Par_4_Scoring_Average_AVG,Back_9_Par_4_Scoring_Average_TOTAL STROKES,Back_9_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Dustin Johnson,77,3.92,1581,403
1,T2,T2,Justin Rose,70,3.93,1390,354
2,T2,T2,Justin Thomas,91,3.93,1776,452
3,4,4,Jon Rahm,71,3.94,1424,361
4,5,5,Henrik Stenson,60,3.95,1217,308
5,T6,T6,Kevin Streelman,94,3.96,1918,484
6,T6,T6,Aaron Wise,90,3.96,1870,472
7,T8,T8,Joel Dahmen,93,3.98,1805,453
8,T8,T8,Rickie Fowler,74,3.98,1639,412
9,T8,T8,Billy Horschel,86,3.98,1770,445
10,T8,T8,Zach Johnson,94,3.98,1886,474
11,T8,T8,J.T. Poston,73,3.98,1501,377
12,T8,T8,Webb Simpson,95,3.98,2008,505
13,T14,T14,Tyrrell Hatton,58,3.99,1190,298
14,T14,T14,Chris Kirk,108,3.99,2237,560
15,T14,T14,Matt Kuchar,88,3.99,1682,422
16,T14,T14,Hideki Matsuyama,75,3.99,1590,398
17,T14,T14,Rory McIlroy,64,3.99,1341,336
18,T14,T14,Francesco Molinari,73,3.99,1525,382
19,T14,T14,Scott Piercy,84,3.99,1728,433
20,T14,T14,Kyle Stanley,93,3.99,1915,480
21,T14,T14,Brian Stuard,103,3.99,2064,517
22,T23,T23,Daniel Berger,81,4.0,1674,418
23,T23,T23,Alex Cejka,77,4.0,1437,359
24,T23,T23,Jason Day,75,4.0,1468,367
25,T23,T23,Tony Finau,105,4.0,2072,518
26,T23,T23,Tommy Fleetwood,73,4.0,1433,358
27,T23,T23,Adam Hadwin,92,4.0,1886,471
28,T23,T23,Beau Hossler,104,4.0,2242,560
29,T23,T23,Brooks Koepka,64,4.0,1409,352
30,T23,T23,Jason Kokrak,99,4.0,2094,523
31,T23,T23,Kevin Na,91,4.0,1867,467
32,T23,T23,Chez Reavie,93,4.0,1820,455
33,T34,T34,Patrick Cantlay,87,4.01,1768,441
34,T34,T34,Bryson DeChambeau,93,4.01,2039,509
35,T34,T34,Brice Garnett,99,4.01,2043,509
36,T34,T34,Matt Jones,70,4.01,1344,335
37,T34,T34,Russell Knox,94,4.01,1973,492
38,T34,T34,Luke List,98,4.01,2034,507
39,T34,T34,Troy Merritt,89,4.01,1792,447
40,T34,T34,Phil Mickelson,90,4.01,1861,464
41,T34,T34,Ryan Moore,78,4.01,1677,418
42,T34,T34,Louis Oosthuizen,62,4.01,1179,294
43,T34,T34,Ryan Palmer,69,4.01,1350,337
44,T34,T34,Pat Perez,82,4.01,1647,411
45,T34,T34,Andrew Putnam,97,4.01,1906,475
46,T34,T34,Cameron Smith,85,4.01,1709,426
47,T34,T34,Johnson Wagner,75,4.01,1448,361
48,T34,T34,Gary Woodland,96,4.01,1971,492
49,T34,T34,Tiger Woods,68,4.01,1482,370
50,T51,T51,Paul Casey,74,4.02,1531,381
51,T51,T51,Ben Crane,65,4.02,1259,313
52,T51,T51,Brian Gay,103,4.02,2213,551
53,T51,T51,Tom Hoge,101,4.02,1990,495
54,T51,T51,Nicholas Lindheim,77,4.02,1483,369
55,T51,T51,Hunter Mahan,67,4.02,1316,327
56,T51,T51,Ben Martin,64,4.02,1376,342
57,T51,T51,Keith Mitchell,99,4.02,2104,523
58,T51,T51,Ian Poulter,73,4.02,1366,340
59,T51,T51,Seamus Power,86,4.02,1652,411
60,T51,T51,Patrick Reed,94,4.02,1839,457
61,T51,T51,J.J. Spaun,85,4.02,1744,434
62,T51,T51,Jordan Spieth,81,4.02,1684,419
63,T64,T64,Byeong Hun An,86,4.03,1834,455
64,T64,T64,Ryan Armour,109,4.03,2340,581
65,T64,T64,Aaron Baddeley,84,4.03,1660,412
66,T64,T64,Blayne Barber,69,4.03,1452,360
67,T64,T64,Zac Blair,64,4.03,1226,304
68,T64,T64,Austin Cook,107,4.03,2324,577
69,T64,T64,Robert Garrigus,80,4.03,1584,393
70,T64,T64,Emiliano Grillo,94,4.03,2033,504
71,T64,T64,Charley Hoffman,87,4.03,1714,425
72,T64,T64,J.B. Holmes,77,4.03,1573,390
73,T64,T64,Mackenzie Hughes,80,4.03,1611,400
74,T64,T64,John Huh,94,4.03,1928,479
75,T64,T64,David Lingmerth,82,4.03,1645,408
76,T64,T64,Tom Lovelady,87,4.03,1729,429
77,T64,T64,William McGirt,84,4.03,1654,410
78,T64,T64,Grayson Murray,72,4.03,1508,374
79,T64,T64,Alex Noren,67,4.03,1315,326
80,T64,T64,Brett Stegmaier,67,4.03,1293,321
81,T64,T64,Chris Stroud,81,4.03,1569,389
82,T64,T64,Hudson Swafford,73,4.03,1425,354
83,T64,T64,Kevin Tway,110,4.03,2221,551
84,T64,T64,Nick Watney,94,4.03,1903,472
85,T64,T64,Bubba Watson,90,4.03,1698,421
86,T87,T87,Matt Atkins,56,4.04,1100,272
87,T87,T87,Keegan Bradley,98,4.04,1986,491
88,T87,T87,Stewart Cink,87,4.04,1902,471
89,T87,T87,Lucas Glover,65,4.04,1257,311
90,T87,T87,Fabián Gómez,88,4.04,1800,446
91,T87,T87,Branden Grace,67,4.04,1363,337
92,T87,T87,Chesson Hadley,103,4.04,2139,529
93,T87,T87,Charles Howell III,104,4.04,2184,541
94,T87,T87,Kevin Kisner,89,4.04,1739,430
95,T87,T87,Anirban Lahiri,82,4.04,1800,446
96,T87,T87,Marc Leishman,93,4.04,2010,498
97,T87,T87,Jamie Lovemark,92,4.04,1845,457
98,T87,T87,Peter Malnati,87,4.04,1774,439
99,T87,T87,C.T. Pan,104,4.04,2151,533
100,T87,T87,"Ted Potter, Jr.",87,4.04,1909,473
101,T87,T87,Patrick Rodgers,97,4.04,1979,490
102,T87,T87,Rory Sabbatini,91,4.04,1896,469
103,T87,T87,Xander Schauffele,96,4.04,2054,509
104,T87,T87,Brendan Steele,74,4.04,1468,363
105,T87,T87,Vaughn Taylor,83,4.04,1725,427
106,T87,T87,Steve Wheatcroft,60,4.04,1220,302
107,T108,T108,Abraham Ancer,98,4.05,2063,510
108,T108,T108,Kiradech Aphibarnrat,51,4.05,1029,254
109,T108,T108,Scott Brown,102,4.05,2099,518
110,T108,T108,Tyler Duncan,97,4.05,2015,497
111,T108,T108,Bill Haas,76,4.05,1593,393
112,T108,T108,Russell Henley,77,4.05,1634,403
113,T108,T108,Stephan Jaeger,81,4.05,1576,389
114,T108,T108,Whee Kim,93,4.05,1871,462
115,T108,T108,Martin Laird,73,4.05,1386,342
116,T108,T108,Danny Lee,88,4.05,1842,455
117,T108,T108,Denny McCarthy,71,4.05,1373,339
118,T108,T108,Sam Ryder,82,4.05,1701,420
119,T108,T108,Ollie Schniederjans,91,4.05,1880,464
120,T108,T108,Brandt Snedeker,84,4.05,1798,444
121,T108,T108,Ethan Tracy,72,4.05,1457,360
122,T108,T108,Peter Uihlein,83,4.05,1703,420
123,T108,T108,Richy Werenski,98,4.05,1983,490
124,T125,T125,Dominic Bozzelli,65,4.06,1404,346
125,T125,T125,Rafa Cabrera Bello,75,4.06,1545,381
126,T125,T125,Kevin Chappell,77,4.06,1619,399
127,T125,T125,Corey Conners,97,4.06,2016,497
128,T125,T125,Harris English,84,4.06,1694,417
129,T125,T125,Lanto Griffin,80,4.06,1599,394
130,T125,T125,James Hahn,85,4.06,1748,431
131,T125,T125,Brian Harman,94,4.06,2026,499
132,T125,T125,Kelly Kraft,94,4.06,1959,482
133,T125,T125,Scott Stallings,96,4.06,1915,472
134,T125,T125,Shawn Stefani,76,4.06,1584,390
135,T136,T136,Chad Campbell,87,4.07,1668,410
136,T136,T136,Martin Flores,92,4.07,1845,453
137,T136,T136,Jim Furyk,50,4.07,1049,258
138,T136,T136,Talor Gooch,78,4.07,1540,378
139,T136,T136,Patton Kizzire,92,4.07,1996,490
140,T136,T136,Andrew Landry,82,4.07,1784,438
141,T136,T136,Nate Lashley,51,4.07,1030,253
142,T136,T136,Graeme McDowell,67,4.07,1248,307
143,T136,T136,Trey Mullinax,75,4.07,1477,363
144,T136,T136,Sean O'Hair,67,4.07,1290,317
145,T136,T136,Adam Schenk,86,4.07,1708,420
146,T136,T136,Charl Schwartzel,65,4.07,1236,304
147,T136,T136,Ben Silverman,90,4.07,1782,438
148,T136,T136,Tyrone Van Aswegen,101,4.07,1998,491
149,T136,T136,Jimmy Walker,81,4.07,1659,408
150,T151,T151,Jonas Blixt,67,4.08,1321,324
151,T151,T151,Wesley Bryan,69,4.08,1476,362
152,T151,T151,Jonathan Byrd,70,4.08,1364,334
153,T151,T151,Jason Dufner,71,4.08,1428,350
154,T151,T151,Retief Goosen,60,4.08,1122,275
155,T151,T151,Brandon Harkins,101,4.08,2045,501
156,T151,T151,David Hearn,66,4.08,1282,314
157,T151,T151,J.J. Henry,81,4.08,1610,395
158,T151,T151,Si Woo Kim,108,4.08,2288,561
159,T151,T151,Michael Kim,74,4.08,1540,377
160,T151,T151,Cameron Percy,56,4.08,1076,264
161,T151,T151,Nick Taylor,94,4.08,1902,466
162,T151,T151,Michael Thompson,62,4.08,1284,315
163,T164,T164,Ryan Blaum,81,4.09,1688,413
164,T164,T164,Bronson Burgoon,69,4.09,1517,371
165,T164,T164,Roberto Díaz,72,4.09,1505,368
166,T164,T164,Cody Gribble,71,4.09,1408,344
167,T164,T164,Shane Lowry,64,4.09,1181,289
168,T164,T164,Rob Oppenheim,74,4.09,1455,356
