,Back_9_Round_1_Scoring_Average_RANK THIS WEEK,Back_9_Round_1_Scoring_Average_RANK LAST WEEK,Back_9_Round_1_Scoring_Average_PLAYER NAME,Back_9_Round_1_Scoring_Average_AVG,Back_9_Round_1_Scoring_Average_TOTAL STROKES,Back_9_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Beau Hossler,34.0,952,28
1,2,2,Patrick Cantlay,34.05,715,21
2,3,3,Rickie Fowler,34.2,684,20
3,4,4,Henrik Stenson,34.33,515,15
4,5,5,Chris Kirk,34.36,962,28
5,6,6,Joel Dahmen,34.38,894,26
6,7,7,Justin Thomas,34.43,723,21
7,T8,T8,Billy Horschel,34.44,861,25
8,T8,T8,Brooks Koepka,34.44,551,16
9,10,10,Zach Johnson,34.52,794,23
10,11,11,Jason Kokrak,34.55,1002,29
11,12,12,Webb Simpson,34.56,864,25
12,13,13,Kyle Stanley,34.6,865,25
13,14,14,Abraham Ancer,34.61,969,28
14,15,15,Justin Rose,34.65,589,17
15,16,16,Chez Reavie,34.69,902,26
16,17,17,Ryan Palmer,34.7,694,20
17,18,18,Byeong Hun An,34.74,799,23
18,19,19,Hudson Swafford,34.75,695,20
19,20,20,Ryan Armour,34.77,1078,31
20,21,21,Dominic Bozzelli,34.8,696,20
21,22,22,Dustin Johnson,34.84,662,19
22,23,23,Troy Merritt,34.85,906,26
23,T24,T24,Keegan Bradley,34.88,872,25
24,T24,T24,Kevin Na,34.88,837,24
25,T26,T26,Hunter Mahan,34.9,698,20
26,T26,T26,Pat Perez,34.9,733,21
27,28,28,Louis Oosthuizen,34.93,524,15
28,29,29,Matt Kuchar,34.95,769,22
29,T30,T30,Corey Conners,34.96,909,26
30,T30,T30,Tony Finau,34.96,909,26
31,T30,T30,Emiliano Grillo,34.96,839,24
32,T30,T30,Sam Ryder,34.96,874,25
33,T30,T30,Xander Schauffele,34.96,909,26
34,T30,T30,Ollie Schniederjans,34.96,909,26
35,T36,T36,Francesco Molinari,35.0,665,19
36,T36,T36,Ian Poulter,35.0,630,18
37,T36,T36,Brett Stegmaier,35.0,665,19
38,T39,T39,Brian Gay,35.03,1016,29
39,T39,T39,Si Woo Kim,35.03,1051,30
40,T39,T39,Nick Taylor,35.03,1016,29
41,T42,T42,Nicholas Lindheim,35.04,806,23
42,T42,T42,Rory Sabbatini,35.04,911,26
43,T44,T44,Daniel Berger,35.05,736,21
44,T44,T44,Steve Wheatcroft,35.05,666,19
45,46,46,Jason Day,35.06,631,18
46,47,47,Aaron Wise,35.07,982,28
47,48,48,Seamus Power,35.08,912,26
48,49,49,Brian Stuard,35.1,1053,30
49,T50,T50,Jon Rahm,35.11,632,18
50,T50,T50,Tiger Woods,35.11,632,18
51,T52,T52,Fabián Gómez,35.12,913,26
52,T52,T52,Gary Woodland,35.12,878,25
53,T54,T54,Bill Haas,35.13,843,24
54,T54,T54,J.B. Holmes,35.13,808,23
55,T54,T54,Marc Leishman,35.13,843,24
56,T57,T57,Alex Cejka,35.14,773,22
57,T57,T57,Whee Kim,35.14,1019,29
58,T57,T57,Keith Mitchell,35.14,984,28
59,T57,T57,Ryan Moore,35.14,773,22
60,61,61,Brice Garnett,35.17,1020,29
61,62,62,Alex Noren,35.18,598,17
62,T63,T63,Stephan Jaeger,35.21,845,24
63,T63,T63,Vaughn Taylor,35.21,845,24
64,65,65,Rafa Cabrera Bello,35.22,634,18
65,T66,T66,Tyler Duncan,35.23,1057,30
66,T66,T66,Andrew Putnam,35.23,916,26
67,68,68,Lucas Glover,35.24,599,17
68,T69,T69,William McGirt,35.25,846,24
69,T69,T69,Shawn Stefani,35.25,846,24
70,T71,T71,Jonathan Byrd,35.27,776,22
71,T71,T71,Mackenzie Hughes,35.27,917,26
72,T73,T73,Zac Blair,35.28,635,18
73,T73,T73,Scott Piercy,35.28,882,25
74,T73,T73,Nick Watney,35.28,882,25
75,T76,T76,Scott Brown,35.29,1094,31
76,T76,T76,Rory McIlroy,35.29,600,17
77,T76,T76,Cameron Percy,35.29,494,14
78,T76,T76,Patrick Reed,35.29,847,24
79,T76,T76,J.J. Spaun,35.29,847,24
80,81,81,Denny McCarthy,35.3,706,20
81,T82,T82,Ben Crane,35.32,671,19
82,T82,T82,Russell Henley,35.32,777,22
