,Late_Round_4_Scoring_Average_RANK THIS WEEK,Late_Round_4_Scoring_Average_RANK LAST WEEK,Late_Round_4_Scoring_Average_PLAYER NAME,Late_Round_4_Scoring_Average_AVG,Late_Round_4_Scoring_Average_TOTAL STROKES,Late_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Conrad Shindler,67.0,201,3
1,T2,T2,Cameron Percy,68.0,204,3
2,T2,T2,Brett Stegmaier,68.0,68,1
3,4,4,Keith Mitchell,68.1,681,10
4,5,5,Brooks Koepka,68.13,545,8
5,6,6,Fabián Gómez,68.2,341,5
6,7,7,Aaron Wise,68.38,547,8
7,T8,T8,Ben Crane,68.5,137,2
8,T8,T8,Stephan Jaeger,68.5,411,6
9,10,10,Kevin Na,68.56,617,9
10,11,11,Francesco Molinari,68.6,686,10
11,12,12,Jimmy Walker,68.67,412,6
12,13,13,Phil Mickelson,68.7,687,10
13,14,14,Richy Werenski,68.71,481,7
14,15,15,Dustin Johnson,68.73,1031,15
15,16,16,Branden Grace,68.75,275,4
16,T17,T17,Jason Kokrak,68.86,482,7
17,T17,T17,Hideki Matsuyama,68.86,482,7
18,19,19,Joel Dahmen,68.9,689,10
19,T20,T20,Blayne Barber,69.0,414,6
20,T20,T20,Rafa Cabrera Bello,69.0,690,10
21,T20,T20,Matt Every,69.0,138,2
22,T20,T20,James Hahn,69.0,414,6
23,T20,T20,J.J. Henry,69.0,345,5
24,T20,T20,J.J. Spaun,69.0,414,6
25,T26,T26,Ryan Blaum,69.2,346,5
26,T26,T26,Nate Lashley,69.2,346,5
27,28,28,Chris Kirk,69.3,693,10
28,29,29,Justin Rose,69.31,901,13
29,T30,T30,Harris English,69.33,416,6
30,T30,T30,Emiliano Grillo,69.33,832,12
31,T30,T30,Patton Kizzire,69.33,208,3
32,T30,T30,Sam Ryder,69.33,416,6
33,T30,T30,Justin Thomas,69.33,1040,15
34,T30,T30,Nick Watney,69.33,208,3
35,36,36,Patrick Cantlay,69.38,902,13
36,37,37,Webb Simpson,69.53,1043,15
37,38,38,Bryson DeChambeau,69.55,765,11
38,T39,T39,William McGirt,69.56,626,9
39,T39,T39,Chez Reavie,69.56,626,9
40,41,41,Chesson Hadley,69.57,974,14
41,42,42,Tiger Woods,69.62,905,13
42,43,43,Keegan Bradley,69.7,697,10
43,44,44,Brian Gay,69.75,837,12
44,45,45,Jordan Spieth,69.78,628,9
45,T46,T46,Whee Kim,69.83,419,6
46,T46,T46,Shane Lowry,69.83,419,6
