,Early_Par_3_Scoring_Average_RANK THIS WEEK,Early_Par_3_Scoring_Average_RANK LAST WEEK,Early_Par_3_Scoring_Average_PLAYER NAME,Early_Par_3_Scoring_Average_ROUNDS,Early_Par_3_Scoring_Average_AVG,Early_Par_3_Scoring_Average_TOTAL STROKES,Early_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Dustin Johnson,77,2.87,284,99
1,T2,T2,Ricky Barnes,65,2.93,354,121
2,T2,T2,Jon Rahm,71,2.93,316,108
3,4,4,Rickie Fowler,74,2.94,303,103
4,5,5,Bronson Burgoon,69,2.95,436,148
5,T6,T6,Patrick Cantlay,87,2.97,413,139
6,T6,T6,Paul Casey,74,2.97,448,151
7,T6,T6,Bud Cauley,55,2.97,336,113
8,T6,T6,Alex Cejka,77,2.97,511,172
9,T6,T6,Denny McCarthy,71,2.97,333,112
10,T6,T6,Francesco Molinari,73,2.97,401,135
11,T6,T6,C.T. Pan,104,2.97,586,197
12,T6,T6,Johnson Wagner,75,2.97,454,153
13,T14,T14,Scott Brown,102,2.98,608,204
14,T14,T14,Brett Stegmaier,67,2.98,441,148
15,T14,T14,Tiger Woods,68,2.98,310,104
16,T14,T14,Xinjun Zhang,81,2.98,468,157
17,T18,T18,Keegan Bradley,98,2.99,548,183
18,T18,T18,Austin Cook,107,2.99,768,257
19,T18,T18,Branden Grace,67,2.99,433,145
20,T18,T18,Chesson Hadley,103,2.99,553,185
21,T18,T18,Brandon Harkins,101,2.99,636,213
22,T18,T18,Brooks Koepka,64,2.99,332,111
23,T18,T18,Jason Kokrak,99,2.99,660,221
24,T18,T18,Danny Lee,88,2.99,554,185
25,T18,T18,Shane Lowry,64,2.99,341,114
26,T18,T18,Hunter Mahan,67,2.99,386,129
27,T18,T18,Hideki Matsuyama,75,2.99,427,143
28,T18,T18,William McGirt,84,2.99,446,149
29,T18,T18,Andrew Putnam,97,2.99,530,177
30,T18,T18,Chez Reavie,93,2.99,539,180
31,T18,T18,Kyle Stanley,93,2.99,422,141
32,T33,T33,Zac Blair,64,3.0,375,125
33,T33,T33,Talor Gooch,78,3.0,435,145
34,T33,T33,Emiliano Grillo,94,3.0,537,179
35,T33,T33,David Hearn,66,3.0,360,120
36,T33,T33,Russell Henley,77,3.0,495,165
37,T33,T33,Charles Howell III,104,3.0,607,202
38,T33,T33,Zach Johnson,94,3.0,504,168
39,T33,T33,Patton Kizzire,92,3.0,610,203
40,T33,T33,Martin Laird,73,3.0,375,125
41,T33,T33,Sam Ryder,82,3.0,501,167
42,T33,T33,Ollie Schniederjans,91,3.0,585,195
43,T33,T33,Vaughn Taylor,83,3.0,483,161
44,T33,T33,Nick Taylor,94,3.0,567,189
45,T33,T33,Michael Thompson,62,3.0,348,116
46,T47,T47,Tyler Duncan,97,3.01,592,197
47,T47,T47,Robert Garrigus,80,3.01,482,160
48,T47,T47,James Hahn,85,3.01,545,181
49,T47,T47,Sung Kang,89,3.01,521,173
50,T47,T47,Kevin Na,91,3.01,521,173
51,T47,T47,J.T. Poston,73,3.01,410,136
52,T53,T53,Ben Crane,65,3.02,426,141
53,T53,T53,Derek Fathauer,84,3.02,477,158
54,T53,T53,John Huh,94,3.02,594,197
55,T53,T53,Marc Leishman,93,3.02,510,169
56,T53,T53,Graeme McDowell,67,3.02,411,136
57,T53,T53,Phil Mickelson,90,3.02,532,176
58,T53,T53,Xander Schauffele,96,3.02,459,152
59,T53,T53,Conrad Shindler,60,3.02,362,120
60,T61,T61,Greg Chalmers,56,3.03,321,106
61,T61,T61,Tony Finau,105,3.03,497,164
62,T61,T61,Tommy Fleetwood,73,3.03,348,115
63,T61,T61,Brian Gay,103,3.03,597,197
64,T61,T61,Beau Hossler,104,3.03,531,175
65,T61,T61,Kevin Kisner,89,3.03,437,144
66,T61,T61,Nate Lashley,51,3.03,279,92
67,T61,T61,David Lingmerth,82,3.03,543,179
68,T61,T61,Peter Malnati,87,3.03,576,190
69,T61,T61,Ben Martin,64,3.03,385,127
70,T61,T61,Rob Oppenheim,74,3.03,463,153
71,T61,T61,Pat Perez,82,3.03,434,143
72,T61,T61,Seamus Power,86,3.03,515,170
73,T61,T61,Justin Rose,70,3.03,276,91
74,T61,T61,Adam Scott,78,3.03,491,162
75,T61,T61,Webb Simpson,95,3.03,472,156
76,T61,T61,Brandt Snedeker,84,3.03,488,161
77,T61,T61,Jordan Spieth,81,3.03,457,151
78,T61,T61,Tyrone Van Aswegen,101,3.03,657,217
79,T80,T80,Daniel Berger,81,3.04,514,169
80,T80,T80,Rafa Cabrera Bello,75,3.04,383,126
81,T80,T80,Corey Conners,97,3.04,638,210
82,T80,T80,Jim Furyk,50,3.04,298,98
83,T80,T80,Andrew Landry,82,3.04,507,167
84,T80,T80,Luke List,98,3.04,507,167
85,T80,T80,Adam Schenk,86,3.04,566,186
86,T80,T80,Justin Thomas,91,3.04,392,129
87,T80,T80,Kevin Tway,110,3.04,659,217
88,T80,T80,Peter Uihlein,83,3.04,508,167
89,T90,T90,Byeong Hun An,86,3.05,559,183
90,T90,T90,Ryan Armour,109,3.05,707,232
