,Back_9_Round_3_Scoring_Average_RANK THIS WEEK,Back_9_Round_3_Scoring_Average_RANK LAST WEEK,Back_9_Round_3_Scoring_Average_PLAYER NAME,Back_9_Round_3_Scoring_Average_AVG,Back_9_Round_3_Scoring_Average_TOTAL STROKES,Back_9_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Rory McIlroy,33.71,472,14
1,2,2,Bronson Burgoon,33.91,373,11
2,3,3,Rory Sabbatini,33.95,645,19
3,4,4,Jon Rahm,34.07,511,15
4,5,5,Tom Lovelady,34.13,512,15
5,6,6,Jordan Spieth,34.24,582,17
6,7,7,John Huh,34.35,584,17
7,8,8,Xinjun Zhang,34.42,413,12
8,9,9,Tony Finau,34.43,792,23
9,10,10,Tommy Fleetwood,34.44,551,16
10,11,11,Matt Kuchar,34.56,622,18
11,12,12,Zac Blair,34.58,415,12
12,T13,T13,Paul Casey,34.59,588,17
13,T13,T13,Billy Horschel,34.59,588,17
14,T13,T13,Ryan Moore,34.59,588,17
15,16,16,J.T. Poston,34.6,519,15
16,17,17,Dustin Johnson,34.61,623,18
17,18,18,Mackenzie Hughes,34.62,450,13
18,19,19,Kyle Stanley,34.63,658,19
19,20,20,Matt Jones,34.64,381,11
20,T21,T21,William McGirt,34.67,520,15
21,T21,T21,Grayson Murray,34.67,520,15
22,T23,T23,Bryson DeChambeau,34.68,763,22
23,T23,T23,Tom Hoge,34.68,659,19
24,T25,T25,Francesco Molinari,34.69,555,16
25,T25,T25,Henrik Stenson,34.69,451,13
26,27,27,Anirban Lahiri,34.71,590,17
27,T28,T28,Wesley Bryan,34.75,417,12
28,T28,T28,J.J. Spaun,34.75,556,16
29,T28,T28,Kevin Streelman,34.75,695,20
30,31,31,Chez Reavie,34.76,591,17
31,32,32,Blayne Barber,34.77,452,13
32,T33,T33,Jamie Lovemark,34.79,661,19
33,T33,T33,Kevin Na,34.79,661,19
34,T33,T33,Adam Scott,34.79,661,19
35,T36,T36,Harris English,34.8,348,10
36,T36,T36,Andrew Landry,34.8,522,15
37,T36,T36,Justin Thomas,34.8,696,20
38,39,39,Marc Leishman,34.81,731,21
39,40,40,Kevin Kisner,34.82,592,17
40,T41,T41,Talor Gooch,34.83,418,12
41,T41,T41,Scott Stallings,34.83,627,18
42,43,43,Trey Mullinax,34.85,453,13
43,44,44,Seamus Power,34.86,488,14
44,T45,T45,"Ted Potter, Jr.",34.88,558,16
45,T45,T45,Justin Rose,34.88,558,16
46,T45,T45,Johnson Wagner,34.88,558,16
47,T45,T45,Tiger Woods,34.88,558,16
48,49,49,Scott Brown,34.89,663,19
49,50,50,Jim Furyk,34.9,349,10
50,51,51,Keegan Bradley,34.91,768,22
51,T52,T52,Martin Laird,34.92,454,13
52,T52,T52,Louis Oosthuizen,34.92,419,12
53,T54,T54,Kevin Chappell,34.93,524,15
54,T54,T54,Ian Poulter,34.93,489,14
55,T56,T56,Emiliano Grillo,34.95,769,22
56,T56,T56,Patrick Reed,34.95,699,20
57,T58,T58,Daniel Berger,35.0,595,17
58,T58,T58,Charley Hoffman,35.0,595,17
59,T58,T58,Nate Lashley,35.0,280,8
60,T58,T58,Michael Thompson,35.0,385,11
61,62,62,James Hahn,35.06,561,16
62,T63,T63,Aaron Baddeley,35.07,491,14
63,T63,T63,J.B. Holmes,35.07,526,15
64,65,65,Austin Cook,35.08,877,25
65,T66,T66,Shane Lowry,35.09,386,11
66,T66,T66,C.T. Pan,35.09,772,22
67,68,68,Corey Conners,35.1,737,21
68,T69,T69,Tyrone Van Aswegen,35.11,632,18
69,T69,T69,Jhonattan Vegas,35.11,667,19
70,71,71,Richy Werenski,35.12,597,17
71,T72,T72,Matt Atkins,35.13,281,8
72,T72,T72,Sung Kang,35.13,527,15
73,T72,T72,Scott Piercy,35.13,562,16
74,75,75,Robert Garrigus,35.14,492,14
75,T76,T76,Derek Fathauer,35.15,457,13
76,T76,T76,Nicholas Lindheim,35.15,457,13
77,78,78,Stewart Cink,35.16,668,19
78,79,79,Denny McCarthy,35.17,422,12
79,80,80,Hideki Matsuyama,35.18,598,17
80,T81,T81,Xander Schauffele,35.19,739,21
81,T81,T81,Aaron Wise,35.19,563,16
82,T83,T83,Byeong Hun An,35.21,669,19
83,T83,T83,Patrick Cantlay,35.21,669,19
84,T83,T83,Russell Knox,35.21,669,19
85,86,86,Brandt Snedeker,35.22,634,18
86,T87,T87,Brian Harman,35.24,740,21
87,T87,T87,Cameron Smith,35.24,599,17
88,T89,T89,Abraham Ancer,35.25,705,20
89,T89,T89,Jason Day,35.25,564,16
90,T89,T89,David Hearn,35.25,423,12
91,T89,T89,Ryan Palmer,35.25,423,12
92,93,93,Sam Ryder,35.27,529,15
93,94,94,Joel Dahmen,35.28,635,18
94,T95,T95,Chad Campbell,35.29,494,14
95,T95,T95,Chesson Hadley,35.29,741,21
96,T97,T97,Michael Kim,35.33,318,9
97,T97,T97,Graeme McDowell,35.33,424,12
98,T99,T99,Brandon Harkins,35.35,707,20
99,T99,T99,Luke List,35.35,707,20
100,101,101,Brice Garnett,35.37,672,19
101,T102,T102,Whee Kim,35.38,566,16
102,T102,T102,Ethan Tracy,35.38,460,13
103,104,104,Kevin Tway,35.39,814,23
104,T105,T105,Branden Grace,35.4,531,15
105,T105,T105,Andrew Putnam,35.4,708,20
106,107,107,Patton Kizzire,35.41,602,17
107,T108,T108,Hunter Mahan,35.42,425,12
108,T108,T108,Brett Stegmaier,35.42,425,12
109,T110,T110,Ryan Armour,35.43,815,23
110,T110,T110,Charles Howell III,35.43,815,23
111,T110,T110,Webb Simpson,35.43,744,21
112,113,113,Tyler Duncan,35.44,638,18
113,T114,T114,Chris Kirk,35.46,922,26
114,T114,T114,Alex Noren,35.46,461,13
115,T116,T116,Rickie Fowler,35.47,603,17
116,T116,T116,Troy Merritt,35.47,603,17
117,118,118,Jason Kokrak,35.48,745,21
118,T119,T119,Alex Cejka,35.5,497,14
119,T119,T119,Jason Dufner,35.5,426,12
120,T119,T119,Brian Gay,35.5,781,22
121,T119,T119,Stephan Jaeger,35.5,497,14
122,T119,T119,Patrick Rodgers,35.5,639,18
123,T119,T119,Brian Stuard,35.5,710,20
124,T119,T119,Nick Watney,35.5,710,20
125,T119,T119,Bubba Watson,35.5,639,18
126,127,127,Adam Hadwin,35.52,746,21
127,T128,T128,Brooks Koepka,35.53,533,15
128,T128,T128,Adam Schenk,35.53,533,15
129,T128,T128,Peter Uihlein,35.53,533,15
130,T131,T131,Lanto Griffin,35.57,498,14
131,T131,T131,D.A. Points,35.57,249,7
132,T131,T131,Shawn Stefani,35.57,498,14
133,T134,T134,Kiradech Aphibarnrat,35.6,356,10
134,T134,T134,Jonathan Byrd,35.6,356,10
135,T134,T134,Bill Haas,35.6,534,15
136,T134,T134,Conrad Shindler,35.6,356,10
137,138,138,Si Woo Kim,35.64,784,22
138,T139,T139,Martin Flores,35.65,606,17
139,T139,T139,Kelly Kraft,35.65,606,17
140,T139,T139,Ben Silverman,35.65,606,17
141,T142,T142,Keith Mitchell,35.67,749,21
142,T142,T142,Martin Piller,35.67,428,12
143,T142,T142,Daniel Summerhays,35.67,214,6
144,T145,T145,Danny Lee,35.69,571,16
145,T145,T145,Peter Malnati,35.69,571,16
146,T147,T147,Jonas Blixt,35.7,357,10
147,T147,T147,Rob Oppenheim,35.7,357,10
148,T147,T147,Robert Streb,35.7,357,10
149,T150,T150,Beau Hossler,35.71,857,24
150,T150,T150,Brendan Steele,35.71,500,14
151,152,152,Matt Every,35.73,393,11
152,153,153,Cameron Tringale,35.75,286,8
153,T154,T154,Rafa Cabrera Bello,35.76,608,17
154,T154,T154,Zach Johnson,35.76,751,21
155,T154,T154,Phil Mickelson,35.76,751,21
156,157,157,J.J. Henry,35.77,465,13
157,T158,T158,Fabián Gómez,35.83,645,18
158,T158,T158,Tyrrell Hatton,35.83,430,12
159,160,160,Harold Varner III,35.84,681,19
160,161,161,Gary Woodland,35.86,753,21
161,T162,T162,Ryan Blaum,35.87,538,15
162,T162,T162,Russell Henley,35.87,538,15
163,T164,T164,Greg Chalmers,35.88,287,8
164,T164,T164,David Lingmerth,35.88,574,16
165,166,166,Ben Crane,35.91,395,11
166,T167,T167,Ben Martin,35.92,431,12
167,T167,T167,Sam Saunders,35.92,467,13
168,169,169,Vaughn Taylor,35.94,575,16
169,T170,T170,Zecheng Dou,36.0,180,5
170,T170,T170,Retief Goosen,36.0,288,8
171,T170,T170,Satoshi Kodaira,36.0,252,7
172,T170,T170,Pat Perez,36.0,612,17
173,T170,T170,Ollie Schniederjans,36.0,648,18
174,T170,T170,Hudson Swafford,36.0,504,14
175,T170,T170,Jimmy Walker,36.0,612,17
176,177,177,Billy Hurley III,36.13,289,8
177,178,178,Roberto Díaz,36.15,470,13
178,179,179,Cameron Percy,36.17,434,12
179,180,180,Sean O'Hair,36.18,398,11
180,T181,T181,Bud Cauley,36.27,399,11
181,T181,T181,Charl Schwartzel,36.27,399,11
182,183,183,Cody Gribble,36.3,363,10
