,Par_5_Scoring_Average_RANK THIS WEEK,Par_5_Scoring_Average_RANK LAST WEEK,Par_5_Scoring_Average_PLAYER NAME,Par_5_Scoring_Average_ROUNDS,Par_5_Scoring_Average_AVG,Par_5_Scoring_Average_TOTAL STROKES,Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Dustin Johnson,77,4.47,1002,224
1,2,2,Tommy Fleetwood,73,4.48,851,190
2,T3,T3,Tony Finau,105,4.49,1338,298
3,T3,T3,Brooks Koepka,64,4.49,737,164
4,T3,T3,Justin Thomas,91,4.49,1059,236
5,T6,T6,Bryson DeChambeau,93,4.51,1263,280
6,T6,T6,Rory McIlroy,64,4.51,776,172
7,T6,T6,Cameron Percy,56,4.51,704,156
8,T9,T9,Billy Horschel,86,4.52,1144,253
9,T9,T9,Gary Woodland,96,4.52,1202,266
10,11,11,Justin Rose,70,4.53,934,206
11,T12,T12,Webb Simpson,95,4.54,1145,252
12,T12,T12,Bubba Watson,90,4.54,1063,234
13,T14,T14,Ricky Barnes,65,4.55,897,197
14,T14,T14,Jordan Spieth,81,4.55,1009,222
15,T14,T14,Henrik Stenson,60,4.55,764,168
16,T17,T17,Bronson Burgoon,69,4.56,957,210
17,T17,T17,Patrick Cantlay,87,4.56,1077,236
18,T17,T17,Jason Day,75,4.56,957,210
19,T17,T17,Phil Mickelson,90,4.56,1205,264
20,T17,T17,Keith Mitchell,99,4.56,1359,298
21,T17,T17,Alex Noren,67,4.56,803,176
22,T17,T17,Kevin Tway,110,4.56,1523,334
23,T24,T24,Keegan Bradley,98,4.57,1313,287
24,T24,T24,Paul Casey,74,4.57,968,212
25,T24,T24,Rickie Fowler,74,4.57,968,212
26,T24,T24,Luke List,98,4.57,1352,296
27,T24,T24,Tom Lovelady,87,4.57,1171,256
28,T24,T24,Ryan Palmer,69,4.57,873,191
29,T24,T24,Jon Rahm,71,4.57,923,202
30,T24,T24,Rory Sabbatini,91,4.57,1284,281
31,T24,T24,Tiger Woods,68,4.57,904,198
32,T33,T33,Stephan Jaeger,81,4.58,1100,240
33,T33,T33,Kevin Kisner,89,4.58,1026,224
34,T33,T33,Jason Kokrak,99,4.58,1400,306
35,T33,T33,Sam Saunders,80,4.58,1007,220
36,T33,T33,Cameron Smith,85,4.58,1080,236
