,Par_Breakers_RANK THIS WEEK,Par_Breakers_RANK LAST WEEK,Par_Breakers_PLAYER NAME,Par_Breakers_ROUNDS,Par_Breakers_%,Par_Breakers_# BIRDIES/EAGLES,Par_Breakers_# HOLES
0,1,1,Dustin Johnson,77,27.25,363,1332
1,2,2,Justin Rose,70,25.42,302,1188
2,3,3,Justin Thomas,91,25.27,373,1476
3,4,4,Jon Rahm,71,25.25,300,1188
4,5,5,Tommy Fleetwood,73,24.75,294,1188
5,6,6,Phil Mickelson,90,24.71,387,1566
6,7,7,Bryson DeChambeau,93,24.13,404,1674
7,8,8,Brooks Koepka,64,24.01,268,1116
8,9,9,Tony Finau,105,23.87,421,1764
9,T10,T10,Jason Day,75,23.61,289,1224
10,T10,T10,Jordan Spieth,81,23.61,323,1368
11,12,12,Keith Mitchell,99,23.25,406,1746
12,13,13,Aaron Wise,90,23.23,368,1584
13,14,14,Ricky Barnes,65,23.07,245,1062
14,15,15,Rory McIlroy,64,23.04,253,1098
15,16,16,Hideki Matsuyama,75,22.99,298,1296
16,17,17,Tiger Woods,68,22.88,280,1224
17,18,18,Rickie Fowler,74,22.75,303,1332
18,19,19,Brandon Harkins,101,22.69,388,1710
19,20,20,Chesson Hadley,103,22.62,403,1782
20,21,21,Grayson Murray,72,22.61,293,1296
21,22,22,Sam Saunders,80,22.6,301,1332
22,23,23,Ryan Palmer,69,22.57,256,1134
23,24,24,Marc Leishman,93,22.47,364,1620
24,25,25,Tom Lovelady,87,22.36,326,1458
25,26,26,Kevin Na,91,22.35,346,1548
26,27,27,Jason Kokrak,99,22.33,398,1782
27,28,28,Billy Horschel,86,22.29,329,1476
28,29,29,Martin Laird,73,22.22,260,1170
29,30,30,Ollie Schniederjans,91,22.09,346,1566
30,31,31,J.J. Spaun,85,22.01,313,1422
31,32,32,Gary Woodland,96,21.98,360,1638
32,33,33,Zach Johnson,94,21.97,344,1566
33,34,34,Austin Cook,107,21.96,423,1926
34,35,35,Vaughn Taylor,83,21.94,312,1422
35,36,36,Luke List,98,21.93,375,1710
36,37,37,Bronson Burgoon,69,21.9,272,1242
37,38,38,Patrick Cantlay,87,21.88,315,1440
38,39,39,Rafa Cabrera Bello,75,21.83,275,1260
39,40,40,Sam Ryder,82,21.81,314,1440
40,41,41,Emiliano Grillo,94,21.8,361,1656
41,42,42,Cameron Percy,56,21.78,196,900
42,43,43,Danny Lee,88,21.71,336,1548
43,T44,T44,Trey Mullinax,75,21.66,269,1242
44,T44,T44,Bubba Watson,90,21.66,308,1422
45,46,46,Ryan Blaum,81,21.65,304,1404
46,47,47,Brian Gay,103,21.62,393,1818
47,T48,T48,Beau Hossler,104,21.58,404,1872
48,T48,T48,Patrick Reed,94,21.58,334,1548
49,T48,T48,Brett Stegmaier,67,21.58,237,1098
50,T51,T51,Tom Hoge,101,21.57,361,1674
51,T51,T51,Xander Schauffele,96,21.57,361,1674
52,53,53,Pat Perez,82,21.56,291,1350
53,T54,T54,Kevin Chappell,77,21.55,287,1332
54,T54,T54,Lanto Griffin,80,21.55,287,1332
55,T56,T56,Kyle Stanley,93,21.53,341,1584
56,T56,T56,Kevin Tway,110,21.53,403,1872
57,T58,T58,Paul Casey,74,21.52,275,1278
58,T58,T58,Hunter Mahan,67,21.52,244,1134
59,60,60,Chris Kirk,108,21.49,410,1908
60,61,61,Rory Sabbatini,91,21.47,344,1602
61,62,62,C.T. Pan,104,21.43,378,1764
62,63,63,Patton Kizzire,92,21.41,343,1602
63,64,64,Jamie Lovemark,92,21.4,339,1584
64,65,65,David Lingmerth,82,21.37,300,1404
65,66,66,Francesco Molinari,73,21.35,269,1260
66,T67,T67,Blayne Barber,69,21.31,257,1206
67,T67,T67,Joel Dahmen,93,21.31,326,1530
68,T69,T69,John Huh,94,21.3,345,1620
69,T69,T69,Adam Scott,78,21.3,299,1404
70,71,71,J.T. Poston,73,21.28,272,1278
71,72,72,Robert Garrigus,80,21.27,291,1368
72,73,73,Troy Merritt,89,21.24,325,1530
73,74,74,Keegan Bradley,98,21.15,354,1674
74,75,75,Brian Harman,94,21.11,342,1620
75,76,76,Chez Reavie,93,21.06,326,1548
76,77,77,Peter Malnati,87,21.02,314,1494
77,T78,T78,Stewart Cink,87,21.01,329,1566
78,T78,T78,Branden Grace,67,21.01,242,1152
79,T78,T78,Webb Simpson,95,21.01,348,1656
80,T78,T78,Cameron Smith,85,21.01,295,1404
81,82,82,Hudson Swafford,73,20.98,253,1206
82,83,83,Peter Uihlein,83,20.94,294,1404
83,84,84,Ian Poulter,73,20.92,241,1152
84,T85,T85,Corey Conners,97,20.91,350,1674
85,T85,T85,Patrick Rodgers,97,20.91,350,1674
86,87,87,Matt Jones,70,20.88,233,1116
87,88,88,Russell Henley,77,20.87,278,1332
88,89,89,Johnson Wagner,75,20.85,259,1242
89,T90,T90,Byeong Hun An,86,20.83,315,1512
90,T90,T90,Ben Silverman,90,20.83,315,1512
91,T92,T92,Brandt Snedeker,84,20.8,307,1476
92,T92,T92,Nick Watney,94,20.8,337,1620
93,94,94,Michael Thompson,62,20.79,217,1044
94,95,95,J.B. Holmes,77,20.74,280,1350
95,96,96,Henrik Stenson,60,20.73,209,1008
