,Round_3_Scoring_Average_RANK THIS WEEK,Round_3_Scoring_Average_RANK LAST WEEK,Round_3_Scoring_Average_PLAYER NAME,Round_3_Scoring_Average_AVG,Round_3_Scoring_Average_TOTAL STROKES,Round_3_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Rory McIlroy,68.0,952,14
1,T1,T1,Tiger Woods,68.0,1088,16
2,3,3,Bronson Burgoon,68.36,752,11
3,4,4,Jordan Spieth,68.41,1163,17
4,5,5,Jon Rahm,68.53,1028,15
5,6,6,Justin Thomas,68.75,1375,20
6,7,7,Dustin Johnson,68.89,1240,18
7,8,8,Kyle Stanley,69.05,1312,19
8,9,9,Francesco Molinari,69.06,1105,16
9,T10,T10,Blayne Barber,69.08,898,13
10,T10,T10,Austin Cook,69.08,1727,25
11,12,12,Justin Rose,69.13,1106,16
12,T13,T13,Paul Casey,69.18,1176,17
13,T13,T13,Bryson DeChambeau,69.18,1522,22
14,T15,T15,William McGirt,69.2,1038,15
15,T15,T15,Sam Ryder,69.2,1038,15
16,17,17,Stewart Cink,69.21,1315,19
17,18,18,Nate Lashley,69.25,554,8
18,19,19,J.T. Poston,69.27,1039,15
19,20,20,John Huh,69.29,1178,17
20,21,21,Trey Mullinax,69.31,901,13
21,T22,T22,Jason Day,69.38,1110,16
22,T22,T22,"Ted Potter, Jr.",69.38,1110,16
23,24,24,Andrew Landry,69.4,1041,15
24,25,25,Ryan Moore,69.41,1180,17
25,26,26,Webb Simpson,69.43,1458,21
26,27,27,Abraham Ancer,69.45,1389,20
27,28,28,Chez Reavie,69.47,1181,17
28,29,29,Tony Finau,69.52,1599,23
29,T30,T30,Byeong Hun An,69.53,1321,19
30,T30,T30,Anirban Lahiri,69.53,1182,17
31,32,32,Kevin Streelman,69.55,1391,20
32,T33,T33,Rickie Fowler,69.59,1183,17
33,T33,T33,Emiliano Grillo,69.59,1531,22
34,T33,T33,Kevin Kisner,69.59,1183,17
35,36,36,Peter Uihlein,69.6,1044,15
36,37,37,Chesson Hadley,69.62,1462,21
37,38,38,Michael Thompson,69.64,766,11
38,39,39,Patton Kizzire,69.65,1184,17
39,40,40,Jamie Lovemark,69.68,1324,19
40,41,41,Gary Woodland,69.71,1464,21
41,42,42,Rory Sabbatini,69.74,1325,19
42,T43,T43,Tommy Fleetwood,69.75,1116,16
43,T43,T43,Denny McCarthy,69.75,837,12
44,T43,T43,Scott Piercy,69.75,1116,16
45,46,46,Mackenzie Hughes,69.77,907,13
46,47,47,Adam Scott,69.79,1326,19
47,48,48,Matt Jones,69.82,768,11
48,49,49,Russell Knox,69.84,1327,19
49,50,50,Martin Laird,69.85,908,13
50,51,51,Billy Horschel,69.88,1188,17
51,T52,T52,Michael Kim,69.89,629,9
52,T52,T52,Matt Kuchar,69.89,1258,18
53,T52,T52,Brandt Snedeker,69.89,1258,18
54,55,55,Chris Kirk,69.92,1818,26
55,T56,T56,Daniel Berger,69.94,1189,17
56,T56,T56,Cameron Smith,69.94,1189,17
57,T56,T56,Scott Stallings,69.94,1259,18
58,T56,T56,Aaron Wise,69.94,1119,16
59,T60,T60,Tom Hoge,69.95,1329,19
60,T60,T60,Marc Leishman,69.95,1469,21
61,T62,T62,Harris English,70.0,700,10
62,T62,T62,J.B. Holmes,70.0,1050,15
63,T62,T62,Henrik Stenson,70.0,910,13
64,T65,T65,Charley Hoffman,70.06,1191,17
65,T65,T65,Richy Werenski,70.06,1191,17
66,67,67,Robert Garrigus,70.07,981,14
67,68,68,Keegan Bradley,70.09,1542,22
68,69,69,Patrick Reed,70.1,1402,20
69,70,70,Bubba Watson,70.11,1262,18
70,71,71,J.J. Spaun,70.13,1122,16
71,T72,T72,Brian Gay,70.14,1543,22
72,T72,T72,Xander Schauffele,70.14,1473,21
73,74,74,Derek Fathauer,70.15,912,13
74,T75,T75,Scott Brown,70.16,1333,19
75,T75,T75,Patrick Cantlay,70.16,1333,19
76,77,77,Corey Conners,70.19,1474,21
77,78,78,Jim Furyk,70.2,702,10
78,T79,T79,Billy Hurley III,70.25,562,8
79,T79,T79,Vaughn Taylor,70.25,1124,16
80,T81,T81,Bud Cauley,70.27,773,11
