,Late_Round_3_Scoring_Average_RANK THIS WEEK,Late_Round_3_Scoring_Average_RANK LAST WEEK,Late_Round_3_Scoring_Average_PLAYER NAME,Late_Round_3_Scoring_Average_AVG,Late_Round_3_Scoring_Average_TOTAL STROKES,Late_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Rory McIlroy,67.22,605,9
1,2,2,Abraham Ancer,67.56,608,9
2,3,3,Chris Kirk,68.0,680,10
3,4,4,Tiger Woods,68.09,749,11
4,5,5,Francesco Molinari,68.14,477,7
5,6,6,J.T. Poston,68.38,547,8
6,7,7,Paul Casey,68.4,342,5
7,8,8,Andrew Landry,68.43,479,7
8,9,9,Ryan Moore,68.45,753,11
9,10,10,Jonathan Byrd,68.5,137,2
10,11,11,Hudson Swafford,68.67,206,3
11,T12,T12,Michael Kim,68.86,482,7
12,T12,T12,Anirban Lahiri,68.86,482,7
13,14,14,Sam Ryder,68.9,689,10
14,15,15,Bryson DeChambeau,68.91,758,11
15,T16,T16,Emiliano Grillo,69.0,759,11
16,T16,T16,Jon Rahm,69.0,759,11
17,T16,T16,Justin Rose,69.0,828,12
18,T16,T16,Kyle Stanley,69.0,897,13
19,T16,T16,Justin Thomas,69.0,759,11
20,21,21,Danny Lee,69.17,415,6
21,22,22,Aaron Wise,69.25,554,8
22,23,23,Jason Day,69.3,693,10
23,24,24,Adam Scott,69.33,624,9
24,25,25,Jordan Spieth,69.38,555,8
25,26,26,Patton Kizzire,69.43,486,7
26,27,27,Harold Varner III,69.44,625,9
27,28,28,Keegan Bradley,69.46,903,13
28,T29,T29,Byeong Hun An,69.5,556,8
29,T29,T29,John Huh,69.5,417,6
30,T29,T29,Dustin Johnson,69.5,973,14
31,T29,T29,Sung Kang,69.5,417,6
32,T29,T29,Graeme McDowell,69.5,139,2
33,34,34,Stewart Cink,69.55,765,11
34,35,35,Kevin Tway,69.56,626,9
35,36,36,"Ted Potter, Jr.",69.57,487,7
36,37,37,Ryan Armour,69.58,835,12
37,38,38,Tony Finau,69.67,1045,15
38,39,39,Austin Cook,69.71,488,7
39,40,40,Cameron Smith,69.73,767,11
40,T41,T41,Chesson Hadley,69.75,837,12
41,T41,T41,Billy Horschel,69.75,837,12
42,T43,T43,Ryan Blaum,69.8,349,5
43,T43,T43,Wesley Bryan,69.8,349,5
44,T43,T43,Jim Furyk,69.8,349,5
45,T43,T43,Brian Gay,69.8,698,10
46,T43,T43,Brandt Snedeker,69.8,698,10
47,48,48,Webb Simpson,69.83,838,12
