,Tenth_Tee_Late_Round_1_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_1_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_1_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_1_Scoring_Average_AVG,Tenth_Tee_Late_Round_1_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Rory McIlroy,62.0,62,1
1,2,2,Jason Kokrak,66.0,198,3
2,3,3,Beau Hossler,66.25,265,4
3,T4,T4,Patrick Cantlay,67.0,134,2
4,T4,T4,Matt Kuchar,67.0,67,1
5,T4,T4,Justin Rose,67.0,67,1
6,T7,T7,Brian Harman,68.0,136,2
7,T7,T7,Dustin Johnson,68.0,68,1
8,T7,T7,Cameron Percy,68.0,204,3
9,T7,T7,Jon Rahm,68.0,136,2
10,11,11,Troy Merritt,68.33,410,6
11,T12,T12,Retief Goosen,68.5,137,2
12,T12,T12,Patrick Reed,68.5,137,2
13,14,14,Ben Silverman,68.67,206,3
14,T15,T15,Joel Dahmen,68.75,550,8
15,T15,T15,Tony Finau,68.75,275,4
16,T15,T15,Ryan Moore,68.75,275,4
17,T18,T18,Paul Casey,68.8,344,5
18,T18,T18,Anirban Lahiri,68.8,344,5
19,T20,T20,Tommy Fleetwood,69.0,69,1
20,T20,T20,Tyrrell Hatton,69.0,276,4
21,T20,T20,Billy Horschel,69.0,138,2
22,T20,T20,J.J. Spaun,69.0,414,6
23,T20,T20,Kevin Streelman,69.0,414,6
24,T20,T20,Jimmy Walker,69.0,207,3
25,T20,T20,Xinjun Zhang,69.0,138,2
26,27,27,Kevin Na,69.17,415,6
27,28,28,Ryan Armour,69.22,623,9
28,29,29,Chris Kirk,69.25,554,8
29,T30,T30,Rafa Cabrera Bello,69.33,208,3
30,T30,T30,Bryson DeChambeau,69.33,208,3
31,T30,T30,William McGirt,69.33,624,9
32,T30,T30,Brandt Snedeker,69.33,208,3
33,T34,T34,Ben Crane,69.4,347,5
34,T34,T34,Nate Lashley,69.4,347,5
35,T34,T34,Hunter Mahan,69.4,347,5
36,T37,T37,Abraham Ancer,69.5,556,8
37,T37,T37,Kevin Tway,69.5,278,4
38,T39,T39,Matt Atkins,69.6,348,5
39,T39,T39,Ryan Blaum,69.6,348,5
40,41,41,Chesson Hadley,69.63,557,8
41,42,42,Keegan Bradley,69.71,488,7
42,T43,T43,Bill Haas,69.75,558,8
43,T43,T43,Si Woo Kim,69.75,558,8
44,T43,T43,Peter Uihlein,69.75,279,4
45,46,46,Jamie Lovemark,69.8,349,5
46,T47,T47,Russell Henley,69.86,489,7
47,T47,T47,Chez Reavie,69.86,489,7
48,T49,T49,Byeong Hun An,70.0,280,4
49,T49,T49,Dominic Bozzelli,70.0,350,5
50,T49,T49,Corey Conners,70.0,420,6
51,T49,T49,Andrew Putnam,70.0,770,11
52,T49,T49,Brendan Steele,70.0,210,3
53,T49,T49,Chris Stroud,70.0,350,5
54,T49,T49,Brian Stuard,70.0,700,10
55,T49,T49,Vaughn Taylor,70.0,490,7
56,T49,T49,Johnson Wagner,70.0,210,3
57,58,58,Brian Gay,70.1,701,10
58,59,59,Kyle Stanley,70.11,631,9
59,60,60,Sam Ryder,70.2,351,5
60,61,61,Shawn Stefani,70.22,632,9
61,T62,T62,Kevin Chappell,70.25,281,4
62,T62,T62,Whee Kim,70.25,562,8
63,T62,T62,Xander Schauffele,70.25,281,4
64,65,65,Patton Kizzire,70.33,211,3
65,T66,T66,Tyler Duncan,70.38,563,8
66,T66,T66,Nick Watney,70.38,563,8
67,68,68,Matt Every,70.46,916,13
68,T69,T69,Wesley Bryan,70.5,282,4
69,T69,T69,Roberto Díaz,70.5,564,8
70,T69,T69,Rory Sabbatini,70.5,564,8
71,72,72,Andrew Landry,70.57,494,7
72,T73,T73,Alex Cejka,70.6,353,5
73,T73,T73,Fabián Gómez,70.6,706,10
74,75,75,Brice Garnett,70.64,777,11
75,T76,T76,Harris English,70.67,636,9
76,T76,T76,John Huh,70.67,636,9
77,T76,T76,J.T. Poston,70.67,212,3
78,T79,T79,J.B. Holmes,70.71,495,7
79,T79,T79,Mackenzie Hughes,70.71,495,7
80,T79,T79,Russell Knox,70.71,495,7
81,T79,T79,Michael Thompson,70.71,495,7
82,T83,T83,Derek Fathauer,70.75,283,4
83,T83,T83,Branden Grace,70.75,283,4
84,T83,T83,Aaron Wise,70.75,283,4
85,86,86,Sung Kang,70.78,637,9
86,T87,T87,Zac Blair,70.8,354,5
87,T87,T87,Stewart Cink,70.8,354,5
88,89,89,Emiliano Grillo,70.83,425,6
89,T90,T90,Grayson Murray,70.86,496,7
90,T90,T90,Richy Werenski,70.86,496,7
91,T92,T92,Patrick Rodgers,70.88,567,8
92,T92,T92,Ollie Schniederjans,70.88,567,8
93,T94,T94,Blayne Barber,71.0,426,6
94,T94,T94,Austin Cook,71.0,284,4
95,T94,T94,Jason Dufner,71.0,355,5
96,T94,T94,Talor Gooch,71.0,568,8
97,T94,T94,David Hearn,71.0,284,4
98,T94,T94,Tom Hoge,71.0,568,8
99,T94,T94,Peter Malnati,71.0,710,10
100,T94,T94,Keith Mitchell,71.0,426,6
101,T94,T94,Ian Poulter,71.0,213,3
102,T94,T94,Brett Stegmaier,71.0,355,5
103,T94,T94,Henrik Stenson,71.0,71,1
104,T94,T94,Tyrone Van Aswegen,71.0,568,8
105,T94,T94,Jhonattan Vegas,71.0,355,5
106,T94,T94,Steve Wheatcroft,71.0,71,1
107,T108,T108,Martin Flores,71.13,569,8
108,T108,T108,J.J. Henry,71.13,569,8
109,T108,T108,Sean O'Hair,71.13,569,8
110,T111,T111,Scott Piercy,71.17,427,6
111,T111,T111,Harold Varner III,71.17,427,6
112,113,113,Luke List,71.22,641,9
113,T114,T114,Ricky Barnes,71.25,285,4
114,T114,T114,Daniel Berger,71.25,285,4
115,T114,T114,Adam Schenk,71.25,570,8
116,117,117,Rob Oppenheim,71.29,499,7
117,118,118,Kiradech Aphibarnrat,71.33,214,3
118,119,119,Denny McCarthy,71.4,357,5
119,T120,T120,Seamus Power,71.43,500,7
120,T120,T120,Gary Woodland,71.43,500,7
121,122,122,Aaron Baddeley,71.44,643,9
122,T123,T123,Jonathan Byrd,71.5,286,4
123,T123,T123,Robert Garrigus,71.5,286,4
124,T123,T123,Lanto Griffin,71.5,572,8
125,T123,T123,Charles Howell III,71.5,429,6
126,T123,T123,Stephan Jaeger,71.5,572,8
127,T123,T123,Shane Lowry,71.5,429,6
128,T123,T123,Ryan Palmer,71.5,429,6
129,T123,T123,Hudson Swafford,71.5,286,4
130,131,131,Nicholas Lindheim,71.57,501,7
131,132,132,Cameron Tringale,71.67,430,6
132,133,133,C.T. Pan,71.71,502,7
133,T134,T134,James Hahn,71.75,287,4
134,T134,T134,Ben Martin,71.75,287,4
135,T134,T134,Pat Perez,71.75,287,4
136,T137,T137,Martin Piller,71.8,359,5
137,T137,T137,Charl Schwartzel,71.8,359,5
138,T137,T137,Conrad Shindler,71.8,359,5
139,140,140,Tom Lovelady,71.86,503,7
140,141,141,Ethan Tracy,71.88,575,8
141,T142,T142,Jim Furyk,72.0,216,3
142,T142,T142,Charley Hoffman,72.0,144,2
143,T142,T142,Billy Hurley III,72.0,576,8
144,T142,T142,Kevin Kisner,72.0,360,5
145,T142,T142,Kelly Kraft,72.0,360,5
146,T142,T142,Martin Laird,72.0,288,4
147,T142,T142,Trey Mullinax,72.0,432,6
148,T142,T142,Rod Pampling,72.0,504,7
149,150,150,Adam Hadwin,72.14,505,7
150,T151,T151,Cody Gribble,72.17,433,6
151,T151,T151,Nick Taylor,72.17,433,6
152,153,153,Scott Brown,72.2,361,5
153,154,154,Robert Streb,72.3,723,10
154,T155,T155,Zach Johnson,72.33,217,3
155,T155,T155,Satoshi Kodaira,72.33,434,6
156,T155,T155,Scott Stallings,72.33,217,3
157,T155,T155,Andrew Yun,72.33,434,6
158,159,159,Brandon Harkins,72.38,579,8
159,T160,T160,David Lingmerth,72.5,580,8
160,T160,T160,Louis Oosthuizen,72.5,145,2
161,162,162,Michael Kim,72.75,291,4
162,T163,T163,Jonas Blixt,73.0,365,5
163,T163,T163,Zecheng Dou,73.0,219,3
164,T163,T163,Lucas Glover,73.0,365,5
165,T163,T163,Marc Leishman,73.0,219,3
166,T163,T163,Alex Noren,73.0,73,1
167,T163,T163,Jonathan Randolph,73.0,584,8
168,T163,T163,Kyle Thompson,73.0,292,4
169,170,170,Graeme McDowell,73.25,293,4
170,171,171,"Ted Potter, Jr.",73.43,514,7
171,172,172,Daniel Summerhays,73.5,294,4
172,173,173,Chad Campbell,73.6,368,5
173,174,174,Sam Saunders,73.75,295,4
174,T175,T175,Bronson Burgoon,74.0,74,1
175,T175,T175,Bud Cauley,74.0,370,5
176,T175,T175,Matt Jones,74.0,148,2
177,T175,T175,Hideki Matsuyama,74.0,222,3
178,T179,T179,Greg Chalmers,74.5,447,6
179,T179,T179,Danny Lee,74.5,298,4
180,T179,T179,Adam Scott,74.5,149,2
181,182,182,D.A. Points,74.63,597,8
182,183,183,Webb Simpson,76.0,76,1
183,184,184,Francesco Molinari,77.0,77,1
