,First_Tee_Late_Round_3_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_3_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_3_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_3_Scoring_Average_AVG,First_Tee_Late_Round_3_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,J.T. Poston,66.5,266,4
1,T2,T2,Abraham Ancer,67.0,402,6
2,T2,T2,Jonathan Byrd,67.0,67,1
3,4,4,Rory McIlroy,67.22,605,9
4,T5,T5,Francesco Molinari,67.5,405,6
5,T5,T5,Hudson Swafford,67.5,135,2
6,7,7,Paul Casey,67.75,271,4
7,8,8,Tiger Woods,67.9,679,10
8,9,9,Chris Kirk,68.0,612,9
9,10,10,Richy Werenski,68.25,273,4
10,11,11,Ryan Moore,68.3,683,10
11,12,12,Anirban Lahiri,68.33,410,6
12,T13,T13,Sung Kang,68.4,342,5
13,T13,T13,Michael Kim,68.4,342,5
14,T13,T13,Andrew Landry,68.4,342,5
15,16,16,Robert Streb,68.5,137,2
16,17,17,Joel Dahmen,68.57,480,7
17,18,18,Emiliano Grillo,68.67,618,9
18,19,19,Xander Schauffele,68.73,756,11
19,20,20,Jon Rahm,68.89,620,9
20,21,21,Bryson DeChambeau,68.91,758,11
21,T22,T22,Blayne Barber,69.0,207,3
22,T22,T22,Ricky Barnes,69.0,69,1
23,T22,T22,Justin Rose,69.0,828,12
24,T22,T22,Sam Ryder,69.0,414,6
25,T22,T22,Kyle Stanley,69.0,897,13
26,T22,T22,Justin Thomas,69.0,759,11
27,28,28,Chez Reavie,69.13,553,8
28,29,29,Aaron Wise,69.14,484,7
29,30,30,Danny Lee,69.17,415,6
30,31,31,Derek Fathauer,69.2,346,5
31,32,32,Kevin Tway,69.29,485,7
32,33,33,Jason Day,69.3,693,10
33,34,34,Byeong Hun An,69.33,416,6
34,35,35,Billy Horschel,69.36,763,11
35,T36,T36,Jordan Spieth,69.38,555,8
36,T36,T36,Harold Varner III,69.38,555,8
37,38,38,J.B. Holmes,69.4,347,5
38,39,39,Ryan Armour,69.45,764,11
39,T40,T40,Wesley Bryan,69.5,278,4
40,T40,T40,Jim Furyk,69.5,278,4
41,T40,T40,Brian Gay,69.5,556,8
42,T40,T40,Graeme McDowell,69.5,139,2
43,T40,T40,Adam Scott,69.5,417,6
44,T40,T40,Brandt Snedeker,69.5,417,6
45,46,46,Cameron Smith,69.56,626,9
46,47,47,Scott Stallings,69.57,487,7
47,T48,T48,Chesson Hadley,69.6,696,10
48,T48,T48,Matt Jones,69.6,348,5
49,T50,T50,Keegan Bradley,69.67,836,12
50,T50,T50,J.J. Henry,69.67,209,3
51,T50,T50,Ben Martin,69.67,209,3
52,T50,T50,Brett Stegmaier,69.67,209,3
53,54,54,Tony Finau,69.71,976,14
54,55,55,Beau Hossler,69.77,907,13
55,56,56,Ryan Blaum,69.8,349,5
56,T57,T57,Russell Knox,69.83,419,6
57,T57,T57,Troy Merritt,69.83,419,6
