,Birdie_or_Better_Percentage_-_175-200_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_175-200_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_175-200_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_175-200_ya_ROUNDS,Birdie_or_Better_Percentage_-_175-200_ya_%,Birdie_or_Better_Percentage_-_175-200_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_175-200_ya_TOTAL HOLES
106,T106,T106,Harris English,84,12.93,30,232
107,108,108,Bronson Burgoon,69,12.9,20,155
108,109,109,Harold Varner III,91,12.89,29,225
109,110,110,Sung Kang,89,12.81,31,242
110,111,111,David Lingmerth,82,12.8,32,250
111,112,112,Jonathan Byrd,70,12.74,20,157
112,113,113,Beau Hossler,104,12.7,31,244
113,114,114,Ben Martin,64,12.68,26,205
114,115,115,Anirban Lahiri,82,12.67,28,221
115,T116,T116,Chad Campbell,87,12.66,29,229
116,T116,T116,Derek Fathauer,84,12.66,30,237
117,118,118,Tyrone Van Aswegen,101,12.59,35,278
118,119,119,Chez Reavie,93,12.56,25,199
119,T120,T120,Tommy Fleetwood,73,12.5,20,160
120,T120,T120,Francesco Molinari,73,12.5,21,168
121,T120,T120,Alex Noren,67,12.5,20,160
122,123,123,Ryan Armour,109,12.46,43,345
123,124,124,Charley Hoffman,87,12.38,25,202
124,125,125,Chris Stroud,81,12.37,24,194
125,126,126,Zach Johnson,94,12.29,29,236
126,127,127,Robert Streb,78,12.26,26,212
127,128,128,David Hearn,66,12.2,20,164
128,129,129,Ben Crane,65,12.18,19,156
129,130,130,Tom Lovelady,87,12.15,22,181
130,131,131,Byeong Hun An,86,12.11,27,223
131,132,132,Adam Schenk,86,12.09,26,215
132,T133,T133,Cody Gribble,71,12.05,20,166
133,T133,T133,Brandt Snedeker,84,12.05,30,249
134,135,135,Tyrrell Hatton,58,12.03,16,133
135,136,136,Scott Stallings,96,11.98,29,242
136,137,137,William McGirt,84,11.97,34,284
137,138,138,"Ted Potter, Jr.",87,11.91,33,277
138,139,139,Abraham Ancer,98,11.9,30,252
139,140,140,Seamus Power,86,11.86,23,194
140,141,141,Michael Kim,74,11.85,25,211
141,142,142,Ryan Blaum,81,11.79,29,246
142,143,143,Whee Kim,93,11.74,33,281
143,144,144,Jonas Blixt,67,11.69,18,154
144,145,145,Xinjun Zhang,81,11.66,19,163
145,146,146,Kelly Kraft,94,11.64,32,275
146,T147,T147,Brian Gay,103,11.56,40,346
147,T147,T147,Bill Haas,76,11.56,26,225
148,T147,T147,Stephan Jaeger,81,11.56,23,199
149,150,150,Sean O'Hair,67,11.54,18,156
150,151,151,Matt Every,79,11.52,22,191
151,152,152,Troy Merritt,89,11.49,30,261
152,153,153,Sam Ryder,82,11.48,28,244
153,154,154,Rob Oppenheim,74,11.46,22,192
154,155,155,Bud Cauley,55,11.35,16,141
155,156,156,Scott Brown,102,11.23,31,276
156,157,157,Zecheng Dou,53,11.11,11,99
157,158,158,Lucas Glover,65,11.04,18,163
158,159,159,Charl Schwartzel,65,11.03,16,145
159,160,160,Kevin Kisner,89,10.9,23,211
160,161,161,Peter Malnati,87,10.89,28,257
161,162,162,Louis Oosthuizen,62,10.81,16,148
162,163,163,Jhonattan Vegas,92,10.75,20,186
163,164,164,Si Woo Kim,108,10.71,27,252
164,165,165,Patrick Reed,94,10.61,21,198
165,166,166,Graeme McDowell,67,10.6,16,151
166,167,167,Sam Saunders,80,10.56,19,180
167,168,168,Vaughn Taylor,83,10.55,25,237
168,169,169,Ryan Moore,78,10.5,25,238
169,170,170,Joel Dahmen,93,10.42,25,240
170,171,171,Wesley Bryan,69,10.34,21,203
171,172,172,Pat Perez,82,10.3,17,165
172,173,173,Russell Knox,94,10.2,25,245
173,174,174,Kiradech Aphibarnrat,51,10.09,11,109
174,175,175,Nick Watney,94,9.88,24,243
175,176,176,Brice Garnett,99,9.81,26,265
176,177,177,Satoshi Kodaira,51,9.7,13,134
177,178,178,Roberto Díaz,72,9.66,20,207
178,179,179,Steve Wheatcroft,60,9.52,12,126
179,180,180,Richy Werenski,98,9.43,23,244
180,181,181,Ben Silverman,90,9.41,24,255
181,182,182,Jonathan Randolph,71,9.05,20,221
182,183,183,Daniel Summerhays,51,9.02,11,122
183,184,184,Blayne Barber,69,9.0,18,200
184,185,185,J.J. Henry,81,8.84,19,215
185,186,186,Aaron Baddeley,84,8.8,22,250
186,187,187,Brian Stuard,103,8.79,29,330
187,188,188,Greg Chalmers,56,8.78,13,148
188,189,189,Cameron Tringale,67,8.54,14,164
189,190,190,Nick Taylor,94,8.53,22,258
190,191,191,Rod Pampling,62,8.28,14,169
191,192,192,Fabián Gómez,88,8.1,20,247
192,193,193,Charles Howell III,104,7.69,18,234
