,Final_Round_Performance_RANK THIS WEEK,Final_Round_Performance_RANK LAST WEEK,Final_Round_Performance_PLAYER NAME,Final_Round_Performance_EVENTS,Final_Round_Performance_%
0,1,1,Kyle Thompson,22,100.0
1,2,2,Phil Mickelson,24,85.0
2,T3,T3,Paul Casey,20,81.25
3,T3,T3,Francesco Molinari,20,81.25
4,5,5,Brooks Koepka,17,80.0
5,T6,T6,Dustin Johnson,20,77.78
6,T6,T6,Conrad Shindler,20,77.78
7,T8,T8,Justin Rose,18,76.47
8,T8,T8,Cameron Smith,24,76.47
9,T10,T10,Chesson Hadley,30,76.19
10,T10,T10,Zach Johnson,25,76.19
11,T12,T12,Zecheng Dou,23,75.0
12,T12,T12,Tyler Duncan,31,75.0
13,T12,T12,Hideki Matsuyama,21,75.0
14,15,15,Patrick Reed,26,73.68
15,16,16,Branden Grace,18,73.33
16,T17,T17,Lucas Glover,18,71.43
17,T17,T17,Webb Simpson,26,71.43
18,19,19,Billy Horschel,27,70.59
19,T20,T20,Brandon Harkins,30,70.0
20,T20,T20,Jason Kokrak,29,70.0
21,T20,T20,Rod Pampling,20,70.0
22,T20,T20,Justin Thomas,23,70.0
23,T24,T24,Rory McIlroy,18,69.23
24,T24,T24,Alex Noren,18,69.23
25,T24,T24,Louis Oosthuizen,17,69.23
26,T27,T27,James Hahn,26,68.75
27,T27,T27,Brandt Snedeker,25,68.75
28,T27,T27,Richy Werenski,32,68.75
29,30,30,Bryson DeChambeau,26,68.18
30,T31,T31,Kevin Chappell,23,66.67
31,T31,T31,Tony Finau,28,66.67
32,T31,T31,Tyrrell Hatton,16,66.67
33,T31,T31,Ben Martin,20,66.67
34,T31,T31,Sean O'Hair,22,66.67
35,T31,T31,C.T. Pan,30,66.67
36,T31,T31,"Ted Potter, Jr.",28,66.67
37,T31,T31,Chez Reavie,28,66.67
38,T31,T31,Peter Uihlein,26,66.67
39,40,40,Charles Howell III,28,65.22
40,T41,T41,Patrick Cantlay,23,65.0
41,T41,T41,Russell Knox,27,65.0
42,T41,T41,Keith Mitchell,29,65.0
43,T44,T44,Rafa Cabrera Bello,20,64.71
44,T44,T44,Tommy Fleetwood,19,64.71
45,T44,T44,Pat Perez,23,64.71
46,T44,T44,Adam Scott,21,64.71
47,T44,T44,Scott Stallings,30,64.71
48,T49,T49,Fabián Gómez,28,64.29
49,T49,T49,Stephan Jaeger,26,64.29
50,T49,T49,Adam Schenk,28,64.29
51,T49,T49,Brendan Steele,22,64.29
52,T49,T49,Henrik Stenson,16,64.29
53,T54,T54,Dominic Bozzelli,20,63.64
54,T54,T54,Bronson Burgoon,24,63.64
55,T54,T54,Harris English,31,63.64
56,T54,T54,J.J. Henry,28,63.64
57,T54,T54,Rob Oppenheim,26,63.64
58,T54,T54,Cameron Percy,16,63.64
59,T54,T54,Jonathan Randolph,25,63.64
60,T61,T61,Brice Garnett,30,63.16
61,T61,T61,Luke List,29,63.16
62,T61,T61,Kevin Na,26,63.16
63,T64,T64,J.J. Spaun,27,62.5
64,T64,T64,Nick Taylor,30,62.5
65,T64,T64,Aaron Wise,29,62.5
66,T64,T64,Tiger Woods,18,62.5
67,68,68,Nicholas Lindheim,26,61.54
68,69,69,Ollie Schniederjans,27,61.11
69,T70,T70,Chad Campbell,28,60.0
70,T70,T70,Alex Cejka,24,60.0
71,T70,T70,Retief Goosen,20,60.0
72,T70,T70,Adam Hadwin,25,60.0
73,T70,T70,Russell Henley,23,60.0
74,T70,T70,David Lingmerth,26,60.0
75,76,76,Si Woo Kim,31,59.09
76,T77,T77,Joel Dahmen,28,58.82
77,T77,T77,Jimmy Walker,23,58.82
78,T79,T79,Ryan Blaum,28,58.33
79,T79,T79,Chris Kirk,29,58.33
80,T81,T81,Derek Fathauer,28,57.14
81,T81,T81,Billy Hurley III,27,57.14
82,T81,T81,Trey Mullinax,24,57.14
