,Final_Round_Performance_RANK THIS WEEK,Final_Round_Performance_RANK LAST WEEK,Final_Round_Performance_PLAYER NAME,Final_Round_Performance_EVENTS,Final_Round_Performance_%
83,T84,T84,Patton Kizzire,29,56.25
84,T84,T84,William McGirt,26,56.25
85,T84,T84,Vaughn Taylor,25,56.25
86,T87,T87,Scott Brown,32,55.56
87,T87,T87,John Huh,29,55.56
88,T87,T87,Robert Streb,29,55.56
89,T87,T87,Brian Stuard,32,55.56
90,91,91,Abraham Ancer,30,55.0
91,T92,T92,Emiliano Grillo,25,54.55
92,T92,T92,Bill Haas,25,54.55
93,T92,T92,Martin Piller,28,54.55
94,T95,T95,Lanto Griffin,26,53.85
95,T95,T95,Shane Lowry,19,53.85
96,T95,T95,Graeme McDowell,20,53.85
97,T98,T98,Grayson Murray,22,53.33
98,T98,T98,Seamus Power,28,53.33
99,T98,T98,Chris Stroud,27,53.33
100,T101,T101,Daniel Berger,23,52.94
101,T101,T101,Rickie Fowler,20,52.94
102,T101,T101,Jordan Spieth,23,52.94
103,104,104,Patrick Rodgers,30,52.63
104,T105,T105,Brian Harman,25,52.38
105,T105,T105,Marc Leishman,25,52.38
106,T107,T107,Ryan Armour,32,50.0
107,T107,T107,Blayne Barber,22,50.0
108,T107,T107,Jonas Blixt,23,50.0
109,T107,T107,Stewart Cink,25,50.0
110,T107,T107,Jim Furyk,15,50.0
111,T107,T107,Cody Gribble,25,50.0
112,T107,T107,J.B. Holmes,24,50.0
113,T107,T107,Kevin Kisner,25,50.0
114,T107,T107,Ryan Palmer,22,50.0
115,T107,T107,D.A. Points,25,50.0
116,T107,T107,Xander Schauffele,27,50.0
117,T107,T107,Charl Schwartzel,20,50.0
118,T107,T107,Ben Silverman,28,50.0
119,T107,T107,Brett Stegmaier,21,50.0
120,T107,T107,Kevin Streelman,27,50.0
121,T107,T107,Hudson Swafford,22,50.0
122,T107,T107,Bubba Watson,24,50.0
123,T107,T107,Gary Woodland,27,50.0
124,T107,T107,Andrew Yun,22,50.0
125,T107,T107,Xinjun Zhang,28,50.0
126,T127,T127,Keegan Bradley,27,47.62
127,T127,T127,Brian Gay,30,47.62
128,T127,T127,Nick Watney,26,47.62
129,T130,T130,Byeong Hun An,24,47.37
130,T130,T130,Rory Sabbatini,27,47.37
131,T132,T132,Aaron Baddeley,27,46.67
132,T132,T132,Andrew Landry,27,46.67
133,T132,T132,Danny Lee,30,46.67
134,T132,T132,Tom Lovelady,28,46.67
135,T132,T132,Ian Poulter,20,46.67
136,T132,T132,Jon Rahm,20,46.67
137,T132,T132,Sam Ryder,26,46.67
138,139,139,Robert Garrigus,27,46.15
139,T140,T140,Austin Cook,29,45.83
140,T140,T140,Kevin Tway,31,45.83
141,T142,T142,Ricky Barnes,22,45.45
142,T142,T142,David Hearn,21,45.45
143,144,144,Jamie Lovemark,26,45.0
144,T145,T145,Harold Varner III,27,44.44
145,T145,T145,Steve Wheatcroft,20,44.44
146,T147,T147,Sung Kang,29,43.75
147,T147,T147,Whee Kim,30,43.75
148,T149,T149,Greg Chalmers,20,42.86
149,T149,T149,Martin Laird,22,42.86
150,T149,T149,J.T. Poston,22,42.86
151,T149,T149,Cameron Tringale,26,42.86
152,T153,T153,Matt Kuchar,24,42.11
153,T153,T153,Andrew Putnam,28,42.11
154,T155,T155,Talor Gooch,27,41.67
155,T155,T155,Beau Hossler,28,41.67
156,T155,T155,Hunter Mahan,21,41.67
157,T155,T155,Shawn Stefani,25,41.67
158,T155,T155,Michael Thompson,19,41.67
159,T160,T160,Jason Day,20,41.18
160,T160,T160,Anirban Lahiri,24,41.18
161,T160,T160,Troy Merritt,27,41.18
162,T160,T160,Ryan Moore,22,41.18
163,T160,T160,Scott Piercy,26,41.18
164,T165,T165,Kiradech Aphibarnrat,14,40.0
165,T165,T165,Kelly Kraft,31,40.0
166,T165,T165,Peter Malnati,28,40.0
167,168,168,Jhonattan Vegas,27,38.89
168,169,169,Jason Dufner,22,38.46
169,T170,T170,Martin Flores,29,37.5
170,T170,T170,Nate Lashley,17,37.5
171,172,172,Tyrone Van Aswegen,31,36.84
172,T173,T173,Bud Cauley,17,36.36
173,T173,T173,Ben Crane,21,36.36
174,175,175,Sam Saunders,26,35.71
175,176,176,Corey Conners,28,35.0
176,T177,T177,Wesley Bryan,23,33.33
177,T177,T177,Charley Hoffman,25,33.33
178,T177,T177,Tom Hoge,31,33.33
179,T177,T177,Daniel Summerhays,19,33.33
180,T177,T177,Ethan Tracy,23,33.33
181,182,182,Denny McCarthy,22,30.77
182,T183,T183,Jonathan Byrd,24,30.0
183,T183,T183,Matt Every,30,30.0
184,185,185,Satoshi Kodaira,18,28.57
185,T186,T186,Roberto Díaz,25,27.27
186,T186,T186,Mackenzie Hughes,28,27.27
187,T186,T186,Matt Jones,23,27.27
188,189,189,Kyle Stanley,26,26.32
189,190,190,Johnson Wagner,21,25.0
190,191,191,Michael Kim,27,20.0
191,192,192,Matt Atkins,21,16.67
192,193,193,Zac Blair,20,9.09
