,Back_9_Round_4_Scoring_Average_RANK THIS WEEK,Back_9_Round_4_Scoring_Average_RANK LAST WEEK,Back_9_Round_4_Scoring_Average_PLAYER NAME,Back_9_Round_4_Scoring_Average_AVG,Back_9_Round_4_Scoring_Average_TOTAL STROKES,Back_9_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Nate Lashley,33.86,237,7
1,2,2,Justin Thomas,34.0,680,20
2,3,3,Billy Horschel,34.06,545,16
3,T4,T4,Jonathan Byrd,34.13,273,8
4,T4,T4,Justin Rose,34.13,546,16
5,6,6,Joel Dahmen,34.2,513,15
6,7,7,Alex Cejka,34.23,445,13
7,8,8,Jason Kokrak,34.3,686,20
8,9,9,Phil Mickelson,34.35,687,20
9,T10,T10,Tommy Fleetwood,34.38,550,16
10,T10,T10,Hideki Matsuyama,34.38,550,16
11,T12,T12,Branden Grace,34.4,516,15
12,T12,T12,Richy Werenski,34.4,516,15
13,T12,T12,Gary Woodland,34.4,688,20
14,15,15,Zach Johnson,34.45,689,20
15,16,16,Kevin Chappell,34.47,517,15
16,T17,T17,Dustin Johnson,34.5,621,18
17,T17,T17,Aaron Wise,34.5,552,16
18,19,19,Brooks Koepka,34.53,518,15
19,20,20,Alex Noren,34.54,449,13
20,21,21,Patton Kizzire,34.56,553,16
21,22,22,Louis Oosthuizen,34.58,415,12
22,23,23,Cameron Smith,34.65,589,17
23,24,24,Blayne Barber,34.67,416,12
24,25,25,Francesco Molinari,34.69,555,16
25,26,26,J.J. Spaun,34.73,521,15
26,27,27,Adam Scott,34.76,591,17
27,28,28,Patrick Rodgers,34.78,626,18
28,29,29,Fabián Gómez,34.79,487,14
29,30,30,Paul Casey,34.81,557,16
30,31,31,Bryson DeChambeau,34.82,766,22
31,32,32,Tyrrell Hatton,34.83,418,12
32,33,33,Chris Kirk,34.88,837,24
33,34,34,Webb Simpson,34.9,733,21
34,35,35,Ben Martin,34.92,419,12
35,36,36,William McGirt,34.93,524,15
36,37,37,Daniel Berger,34.94,594,17
37,38,38,Charles Howell III,34.96,804,23
38,T39,T39,Rafa Cabrera Bello,35.0,595,17
39,T39,T39,Jason Day,35.0,560,16
40,T39,T39,Tyler Duncan,35.0,525,15
41,T39,T39,Tony Finau,35.0,805,23
42,T39,T39,Stephan Jaeger,35.0,455,13
43,T39,T39,Luke List,35.0,665,19
44,T39,T39,Ryan Moore,35.0,595,17
45,T39,T39,Henrik Stenson,35.0,455,13
46,T39,T39,Kyle Thompson,35.0,70,2
47,48,48,Kevin Tway,35.04,806,23
48,49,49,Keith Mitchell,35.05,701,20
49,T50,T50,Rickie Fowler,35.06,596,17
50,T50,T50,Scott Stallings,35.06,561,16
51,52,52,Nick Taylor,35.07,526,15
52,53,53,Ryan Blaum,35.08,421,12
53,54,54,Ricky Barnes,35.1,351,10
54,55,55,Kevin Na,35.11,667,19
55,T56,T56,Retief Goosen,35.13,281,8
56,T56,T56,Pat Perez,35.13,562,16
57,T58,T58,Chesson Hadley,35.15,703,20
58,T58,T58,Adam Schenk,35.15,457,13
59,T58,T58,Kevin Streelman,35.15,703,20
60,61,61,Austin Cook,35.17,844,24
61,T62,T62,Ryan Armour,35.18,774,22
62,T62,T62,Nicholas Lindheim,35.18,387,11
63,T62,T62,Shane Lowry,35.18,387,11
64,T65,T65,Ben Crane,35.2,352,10
65,T65,T65,Harris English,35.2,352,10
66,T65,T65,Jim Furyk,35.2,352,10
67,T65,T65,Adam Hadwin,35.2,704,20
68,T65,T65,Russell Henley,35.2,528,15
69,T65,T65,Kevin Kisner,35.2,528,15
70,T65,T65,Rob Oppenheim,35.2,352,10
71,72,72,Seamus Power,35.23,458,13
72,T73,T73,C.T. Pan,35.25,705,20
73,T73,T73,Conrad Shindler,35.25,282,8
74,75,75,Si Woo Kim,35.27,776,22
75,76,76,Patrick Reed,35.28,635,18
76,T77,T77,Keegan Bradley,35.29,741,21
77,T77,T77,Brian Gay,35.29,741,21
78,T77,T77,Satoshi Kodaira,35.29,247,7
79,T77,T77,Andrew Putnam,35.29,600,17
80,81,81,David Hearn,35.3,353,10
81,82,82,Robert Garrigus,35.31,459,13
82,83,83,Patrick Cantlay,35.32,671,19
83,84,84,Billy Hurley III,35.33,212,6
84,T85,T85,Bronson Burgoon,35.36,389,11
85,T85,T85,Graeme McDowell,35.36,389,11
86,T85,T85,Michael Thompson,35.36,389,11
87,88,88,Russell Knox,35.37,672,19
88,T89,T89,Derek Fathauer,35.38,460,13
89,T89,T89,Rory McIlroy,35.38,460,13
90,T89,T89,Brandt Snedeker,35.38,566,16
91,92,92,Stewart Cink,35.39,637,18
92,T93,T93,Danny Lee,35.4,531,15
93,T93,T93,David Lingmerth,35.4,531,15
94,T95,T95,Brandon Harkins,35.42,673,19
95,T95,T95,Martin Laird,35.42,425,12
96,T97,T97,Jonas Blixt,35.44,319,9
97,T97,T97,James Hahn,35.44,567,16
98,T97,T97,Jimmy Walker,35.44,567,16
99,T100,T100,Dominic Bozzelli,35.45,390,11
100,T100,T100,Emiliano Grillo,35.45,780,22
101,T102,T102,Aaron Baddeley,35.5,497,14
102,T102,T102,Cameron Percy,35.5,355,10
103,T104,T104,Sam Ryder,35.53,533,15
104,T104,T104,Peter Uihlein,35.53,533,15
105,T104,T104,Bubba Watson,35.53,604,17
106,107,107,Trey Mullinax,35.54,462,13
107,108,108,Nick Watney,35.55,711,20
108,109,109,J.T. Poston,35.57,498,14
109,110,110,Shawn Stefani,35.58,427,12
110,111,111,Vaughn Taylor,35.6,534,15
111,112,112,Matt Kuchar,35.61,641,18
112,T113,T113,Tom Lovelady,35.64,499,14
113,T113,T113,Sean O'Hair,35.64,392,11
114,T115,T115,Jordan Spieth,35.65,606,17
115,T115,T115,Brian Stuard,35.65,606,17
116,T117,T117,Cody Gribble,35.67,321,9
117,T117,T117,Matt Jones,35.67,321,9
118,T117,T117,Rod Pampling,35.67,321,9
119,T120,T120,Scott Brown,35.71,607,17
120,T120,T120,Anirban Lahiri,35.71,607,17
121,T120,T120,Marc Leishman,35.71,750,21
122,T120,T120,Ian Poulter,35.71,500,14
123,T120,T120,Chez Reavie,35.71,607,17
124,T125,T125,Roberto Díaz,35.73,393,11
125,T125,T125,Peter Malnati,35.73,536,15
126,T125,T125,Martin Piller,35.73,393,11
127,T125,T125,Jon Rahm,35.73,536,15
128,T125,T125,Brett Stegmaier,35.73,393,11
129,130,130,Tiger Woods,35.75,572,16
130,131,131,Sam Saunders,35.77,465,13
131,132,132,Byeong Hun An,35.79,680,19
132,T133,T133,Charley Hoffman,35.82,609,17
133,T133,T133,Xinjun Zhang,35.82,394,11
134,135,135,Chad Campbell,35.85,466,13
135,136,136,Johnson Wagner,35.87,538,15
136,T137,T137,Matt Every,35.9,359,10
137,T137,T137,Brian Harman,35.9,754,21
138,T137,T137,J.J. Henry,35.9,359,10
139,T140,T140,Bud Cauley,35.91,395,11
140,T140,T140,Denny McCarthy,35.91,395,11
141,T140,T140,Charl Schwartzel,35.91,395,11
142,T143,T143,Brendan Steele,35.92,467,13
143,T143,T143,Chris Stroud,35.92,467,13
144,145,145,Xander Schauffele,35.95,719,20
145,146,146,Beau Hossler,35.96,863,24
146,T147,T147,Martin Flores,36.0,540,15
147,T147,T147,Lanto Griffin,36.0,432,12
148,T147,T147,Tom Hoge,36.0,576,16
149,T147,T147,J.B. Holmes,36.0,504,14
150,T147,T147,John Huh,36.0,612,17
151,T147,T147,"Ted Potter, Jr.",36.0,540,15
152,T147,T147,Jonathan Randolph,36.0,360,10
153,T147,T147,Robert Streb,36.0,288,8
154,T147,T147,Jhonattan Vegas,36.0,648,18
155,T147,T147,Andrew Yun,36.0,36,1
156,T157,T157,Ollie Schniederjans,36.06,613,17
157,T157,T157,Tyrone Van Aswegen,36.06,613,17
158,159,159,Andrew Landry,36.07,541,15
159,T160,T160,Jason Dufner,36.08,433,12
160,T160,T160,Lucas Glover,36.08,469,13
161,T162,T162,Brice Garnett,36.11,650,18
162,T162,T162,Kyle Stanley,36.11,686,19
163,164,164,Whee Kim,36.13,542,15
164,165,165,Hudson Swafford,36.15,470,13
165,166,166,Rory Sabbatini,36.16,687,19
166,167,167,Harold Varner III,36.17,651,18
167,168,168,Bill Haas,36.18,398,11
168,T169,T169,Kiradech Aphibarnrat,36.2,362,10
169,T169,T169,Ben Silverman,36.2,543,15
170,171,171,Mackenzie Hughes,36.27,399,11
171,172,172,Abraham Ancer,36.3,726,20
172,173,173,Ryan Palmer,36.36,400,11
173,174,174,Troy Merritt,36.38,582,16
174,175,175,Corey Conners,36.45,729,20
175,T176,T176,Zac Blair,36.5,365,10
176,T176,T176,Zecheng Dou,36.5,146,4
177,T176,T176,Scott Piercy,36.5,584,16
178,T176,T176,D.A. Points,36.5,219,6
179,T180,T180,Kelly Kraft,36.6,549,15
180,T180,T180,Daniel Summerhays,36.6,183,5
181,182,182,Hunter Mahan,36.64,403,11
182,T183,T183,Matt Atkins,36.67,220,6
183,T183,T183,Sung Kang,36.67,550,15
184,T185,T185,Talor Gooch,36.73,404,11
185,T185,T185,Ethan Tracy,36.73,404,11
186,187,187,Wesley Bryan,36.83,442,12
187,188,188,Jamie Lovemark,36.84,700,19
188,189,189,Steve Wheatcroft,36.89,332,9
189,190,190,Grayson Murray,37.0,555,15
190,191,191,Michael Kim,37.11,334,9
191,192,192,Cameron Tringale,37.14,260,7
192,193,193,Greg Chalmers,37.17,223,6
