,First_Tee_Early_Round_3_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_3_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_3_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_3_Scoring_Average_AVG,First_Tee_Early_Round_3_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Bronson Burgoon,67.17,403,6
1,2,2,Jon Rahm,67.25,269,4
2,T3,T3,Nate Lashley,67.5,270,4
3,T3,T3,Denny McCarthy,67.5,135,2
4,5,5,Dustin Johnson,67.67,203,3
5,T6,T6,Blayne Barber,67.8,339,5
6,T6,T6,Tiger Woods,67.8,339,5
7,T8,T8,Jonathan Byrd,68.0,68,1
8,T8,T8,Retief Goosen,68.0,68,1
9,T8,T8,Billy Horschel,68.0,136,2
10,T8,T8,Jordan Spieth,68.0,476,7
11,12,12,Robert Garrigus,68.2,341,5
12,13,13,Henrik Stenson,68.25,273,4
13,T14,T14,Rickie Fowler,68.33,205,3
14,T14,T14,Justin Rose,68.33,205,3
15,16,16,Matt Kuchar,68.4,342,5
16,T17,T17,Scott Piercy,68.43,479,7
17,T17,T17,Michael Thompson,68.43,479,7
18,T19,T19,Tommy Fleetwood,68.5,274,4
19,T19,T19,Luke List,68.5,411,6
20,21,21,Charles Howell III,68.57,480,7
21,T22,T22,Trey Mullinax,68.71,481,7
22,T22,T22,Patrick Reed,68.71,481,7
23,24,24,Jamie Lovemark,68.73,756,11
24,T25,T25,Marc Leishman,68.75,550,8
25,T25,T25,Hunter Mahan,68.75,275,4
26,T27,T27,Chad Campbell,68.8,344,5
27,T27,T27,Jason Dufner,68.8,344,5
28,T27,T27,Seamus Power,68.8,344,5
29,30,30,Scott Stallings,68.83,413,6
30,T31,T31,Stewart Cink,68.86,482,7
31,T31,T31,Peter Uihlein,68.86,482,7
32,33,33,Gary Woodland,68.89,620,9
33,T34,T34,Scott Brown,69.0,690,10
34,T34,T34,Jason Day,69.0,276,4
35,T34,T34,Talor Gooch,69.0,207,3
36,T34,T34,Lanto Griffin,69.0,276,4
37,T34,T34,James Hahn,69.0,345,5
38,T34,T34,Rory Sabbatini,69.0,276,4
39,T34,T34,Brandt Snedeker,69.0,414,6
40,T34,T34,Kevin Streelman,69.0,552,8
41,T34,T34,Daniel Summerhays,69.0,69,1
42,43,43,John Huh,69.13,553,8
43,T44,T44,Francesco Molinari,69.14,484,7
44,T44,T44,Webb Simpson,69.14,484,7
45,46,46,Shawn Stefani,69.17,415,6
46,47,47,William McGirt,69.2,346,5
47,T48,T48,Bud Cauley,69.25,277,4
48,T48,T48,Emiliano Grillo,69.25,554,8
49,T48,T48,Chesson Hadley,69.25,554,8
50,T48,T48,Ryan Palmer,69.25,277,4
51,T48,T48,Sam Saunders,69.25,277,4
52,T48,T48,Justin Thomas,69.25,554,8
53,54,54,Sean O'Hair,69.33,208,3
54,T55,T55,Patrick Cantlay,69.4,347,5
55,T55,T55,Mackenzie Hughes,69.4,694,10
56,T55,T55,Rory McIlroy,69.4,347,5
57,T58,T58,Charley Hoffman,69.43,486,7
58,T58,T58,Martin Laird,69.43,486,7
59,60,60,Hideki Matsuyama,69.5,417,6
60,61,61,Austin Cook,69.54,904,13
61,62,62,Corey Conners,69.56,626,9
62,T63,T63,"Ted Potter, Jr.",69.57,487,7
63,T63,T63,Andrew Putnam,69.57,487,7
64,65,65,Tom Hoge,69.63,557,8
65,T66,T66,Tony Finau,69.67,418,6
66,T66,T66,Russell Knox,69.67,418,6
67,T66,T66,Anirban Lahiri,69.67,627,9
68,69,69,Richy Werenski,69.71,488,7
69,70,70,Paul Casey,69.75,558,8
70,71,71,Adam Scott,69.78,628,9
71,T72,T72,Patton Kizzire,69.8,698,10
72,T72,T72,Sam Ryder,69.8,349,5
73,74,74,Daniel Berger,69.82,768,11
74,75,75,Bubba Watson,69.83,419,6
75,76,76,Tyler Duncan,69.86,489,7
76,77,77,Byeong Hun An,69.89,629,9
77,T78,T78,Rafa Cabrera Bello,70.0,280,4
78,T78,T78,David Hearn,70.0,210,3
79,T78,T78,Matt Jones,70.0,210,3
80,T78,T78,Satoshi Kodaira,70.0,210,3
81,T78,T78,Danny Lee,70.0,490,7
82,T78,T78,Nicholas Lindheim,70.0,280,4
83,T78,T78,Ben Martin,70.0,280,4
84,T78,T78,Graeme McDowell,70.0,490,7
85,T78,T78,Conrad Shindler,70.0,210,3
86,T78,T78,Kyle Stanley,70.0,350,5
87,T78,T78,Chris Stroud,70.0,280,4
88,T78,T78,Johnson Wagner,70.0,560,8
89,90,90,Brian Harman,70.1,701,10
90,T91,T91,Joel Dahmen,70.17,421,6
91,T91,T91,Brandon Harkins,70.17,842,12
92,T91,T91,Aaron Wise,70.17,421,6
93,T94,T94,Tyrrell Hatton,70.2,351,5
94,T94,T94,Sung Kang,70.2,351,5
95,T96,T96,Billy Hurley III,70.25,281,4
96,T96,T96,Kevin Kisner,70.25,281,4
97,T96,T96,C.T. Pan,70.25,562,8
98,T96,T96,J.J. Spaun,70.25,562,8
99,T96,T96,Vaughn Taylor,70.25,281,4
100,101,101,Xander Schauffele,70.29,492,7
101,T102,T102,Harris English,70.33,211,3
102,T102,T102,Bill Haas,70.33,422,6
103,T102,T102,Grayson Murray,70.33,211,3
104,T102,T102,Cameron Smith,70.33,422,6
105,T102,T102,Brian Stuard,70.33,422,6
106,T107,T107,Bryson DeChambeau,70.38,563,8
107,T107,T107,Jason Kokrak,70.38,563,8
108,T109,T109,Jonas Blixt,70.4,352,5
109,T109,T109,Ben Crane,70.4,352,5
110,T109,T109,Nick Watney,70.4,704,10
111,T112,T112,Alex Cejka,70.5,564,8
112,T112,T112,Jim Furyk,70.5,282,4
113,T112,T112,Beau Hossler,70.5,564,8
114,T112,T112,Ian Poulter,70.5,423,6
115,T112,T112,Ollie Schniederjans,70.5,705,10
116,117,117,Brian Gay,70.56,635,9
117,118,118,Roberto Díaz,70.6,353,5
118,T119,T119,Troy Merritt,70.67,424,6
119,T119,T119,J.T. Poston,70.67,424,6
120,121,121,Aaron Baddeley,70.71,495,7
121,T122,T122,Chris Kirk,70.75,566,8
122,T122,T122,Phil Mickelson,70.75,566,8
123,T122,T122,Alex Noren,70.75,283,4
124,T125,T125,Patrick Rodgers,70.78,637,9
125,T125,T125,Jhonattan Vegas,70.78,637,9
126,T127,T127,Zac Blair,70.8,354,5
127,T127,T127,Brice Garnett,70.8,354,5
128,T129,T129,J.B. Holmes,70.83,425,6
129,T129,T129,Tom Lovelady,70.83,425,6
130,T129,T129,Kevin Tway,70.83,850,12
131,T132,T132,Abraham Ancer,70.86,496,7
132,T132,T132,Kiradech Aphibarnrat,70.86,496,7
133,T132,T132,Wesley Bryan,70.86,496,7
134,135,135,Ryan Blaum,70.9,709,10
135,T136,T136,Derek Fathauer,71.0,142,2
136,T136,T136,Stephan Jaeger,71.0,497,7
137,T136,T136,Kevin Na,71.0,426,6
138,T136,T136,Rob Oppenheim,71.0,142,2
139,T136,T136,Adam Schenk,71.0,284,4
140,T136,T136,Xinjun Zhang,71.0,213,3
141,142,142,Peter Malnati,71.11,640,9
142,T143,T143,Ryan Armour,71.13,569,8
143,T143,T143,Keegan Bradley,71.13,569,8
144,T143,T143,Fabián Gómez,71.13,569,8
145,146,146,Andrew Landry,71.17,427,6
146,147,147,Shane Lowry,71.2,356,5
147,T148,T148,Matt Every,71.25,285,4
148,T148,T148,Ethan Tracy,71.25,285,4
149,150,150,Keith Mitchell,71.33,856,12
150,151,151,Adam Hadwin,71.38,571,8
151,T152,T152,Martin Flores,71.4,714,10
152,T152,T152,Russell Henley,71.4,357,5
153,154,154,Zach Johnson,71.43,500,7
154,T155,T155,Kevin Chappell,71.5,286,4
155,T155,T155,J.J. Henry,71.5,429,6
156,T155,T155,David Lingmerth,71.5,572,8
157,T155,T155,Nick Taylor,71.5,572,8
158,T155,T155,Steve Wheatcroft,71.5,143,2
159,160,160,Tyrone Van Aswegen,71.71,502,7
160,T161,T161,Lucas Glover,71.75,287,4
161,T161,T161,Si Woo Kim,71.75,574,8
162,T161,T161,Ben Silverman,71.75,287,4
163,T161,T161,Jimmy Walker,71.75,574,8
164,T165,T165,Ricky Barnes,71.8,359,5
165,T165,T165,Brooks Koepka,71.8,359,5
166,T165,T165,Ryan Moore,71.8,359,5
167,T165,T165,Brett Stegmaier,71.8,359,5
168,T169,T169,Whee Kim,72.0,288,4
169,T169,T169,Chez Reavie,72.0,144,2
170,T169,T169,Hudson Swafford,72.0,648,9
171,172,172,Charl Schwartzel,72.2,361,5
172,T173,T173,Greg Chalmers,72.33,217,3
173,T173,T173,Martin Piller,72.33,217,3
174,T175,T175,Matt Atkins,72.5,145,2
175,T175,T175,Zecheng Dou,72.5,145,2
176,T175,T175,Branden Grace,72.5,290,4
177,T175,T175,Rod Pampling,72.5,290,4
178,T175,T175,Robert Streb,72.5,290,4
179,T175,T175,Harold Varner III,72.5,435,6
180,181,181,Cameron Percy,72.6,363,5
181,182,182,Brendan Steele,72.8,364,5
182,T183,T183,Kelly Kraft,73.0,511,7
183,T183,T183,Kyle Thompson,73.0,219,3
184,185,185,Pat Perez,73.33,440,6
185,T186,T186,Cody Gribble,73.5,147,2
186,T186,T186,Michael Kim,73.5,147,2
187,188,188,Jonathan Randolph,73.6,368,5
188,T189,T189,D.A. Points,74.0,74,1
189,T189,T189,Cameron Tringale,74.0,74,1
190,T191,T191,Dominic Bozzelli,75.0,450,6
191,T191,T191,Louis Oosthuizen,75.0,75,1
