,Par_4_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_4_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_4_Birdie_or_Better_Leaders_PLAYER NAME,Par_4_Birdie_or_Better_Leaders_ROUNDS,Par_4_Birdie_or_Better_Leaders_%,Par_4_Birdie_or_Better_Leaders_PAR 4 BIRDIES OR BETTER,Par_4_Birdie_or_Better_Leaders_PAR 4 HOLES
0,1,1,Dustin Johnson,77,22.52,184,817
1,2,2,Justin Rose,70,21.17,152,718
2,3,3,Aaron Wise,90,20.54,197,959
3,4,4,Justin Thomas,91,20.48,188,918
4,5,5,Jon Rahm,71,20.08,146,727
5,6,6,Phil Mickelson,90,20.06,192,957
6,7,7,Tommy Fleetwood,73,20.05,148,738
7,8,8,Brooks Koepka,64,19.8,141,712
8,9,9,Rory McIlroy,64,19.77,135,683
9,10,10,Jason Day,75,19.6,146,745
10,11,11,Tiger Woods,68,19.5,147,754
11,T12,T12,Tony Finau,105,19.42,209,1076
12,T12,T12,Zach Johnson,94,19.42,186,958
13,14,14,Hideki Matsuyama,75,19.4,154,794
14,15,15,Bryson DeChambeau,93,19.26,198,1028
15,16,16,Brian Harman,94,19.15,193,1008
16,17,17,Ollie Schniederjans,91,19.05,181,950
17,18,18,Ryan Palmer,69,18.92,130,687
18,19,19,Tom Lovelady,87,18.86,165,875
19,20,20,Hunter Mahan,67,18.85,125,663
20,21,21,Ryan Blaum,81,18.83,161,855
21,22,22,Kevin Na,91,18.82,179,951
22,23,23,Jordan Spieth,81,18.77,159,847
23,24,24,Webb Simpson,95,18.73,194,1036
24,25,25,Robert Garrigus,80,18.67,151,809
25,26,26,Patrick Reed,94,18.65,174,933
26,27,27,Brandon Harkins,101,18.62,192,1031
27,28,28,Chez Reavie,93,18.58,173,931
28,29,29,David Lingmerth,82,18.57,156,840
29,T30,T30,Whee Kim,93,18.53,176,950
30,T30,T30,Danny Lee,88,18.53,171,923
31,32,32,Rickie Fowler,74,18.51,154,832
32,33,33,Grayson Murray,72,18.46,139,753
33,34,34,Keith Mitchell,99,18.41,195,1059
34,35,35,Francesco Molinari,73,18.37,144,784
35,36,36,Kevin Chappell,77,18.36,150,817
36,37,37,Tom Hoge,101,18.35,185,1008
37,38,38,J.J. Spaun,85,18.26,160,876
38,39,39,Chesson Hadley,103,18.25,196,1074
39,40,40,Nick Watney,94,18.23,177,971
40,41,41,Kyle Stanley,93,18.17,177,974
41,42,42,C.T. Pan,104,18.16,196,1079
42,T43,T43,Matt Jones,70,18.11,123,679
43,T43,T43,Scott Piercy,84,18.11,159,878
44,T45,T45,Dominic Bozzelli,65,18.09,129,713
45,T45,T45,Chris Kirk,108,18.09,206,1139
46,47,47,Martin Laird,73,18.05,126,698
47,48,48,J.T. Poston,73,18.03,139,771
48,49,49,Gary Woodland,96,17.94,181,1009
49,T50,T50,Peter Malnati,87,17.87,161,901
50,T50,T50,Pat Perez,82,17.87,148,828
51,T50,T50,Bubba Watson,90,17.87,156,873
52,53,53,Adam Hadwin,92,17.81,172,966
53,54,54,Stewart Cink,87,17.8,170,955
54,55,55,Nicholas Lindheim,77,17.78,133,748
55,56,56,Marc Leishman,93,17.7,177,1000
56,T57,T57,Scott Brown,102,17.69,188,1063
57,T57,T57,Joel Dahmen,93,17.69,164,927
58,59,59,Brandt Snedeker,84,17.68,160,905
59,T60,T60,Andrew Landry,82,17.65,156,884
60,T60,T60,Sam Ryder,82,17.65,152,861
61,62,62,Patrick Cantlay,87,17.62,157,891
62,63,63,Corey Conners,97,17.57,178,1013
63,64,64,Austin Cook,107,17.56,207,1179
64,65,65,Henrik Stenson,60,17.48,108,618
65,66,66,Brian Gay,103,17.46,194,1111
66,67,67,Trey Mullinax,75,17.44,131,751
67,68,68,Rafa Cabrera Bello,75,17.42,135,775
68,69,69,Beau Hossler,104,17.36,196,1129
