,Par_4_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_4_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_4_Birdie_or_Better_Leaders_PLAYER NAME,Par_4_Birdie_or_Better_Leaders_ROUNDS,Par_4_Birdie_or_Better_Leaders_%,Par_4_Birdie_or_Better_Leaders_PAR 4 BIRDIES OR BETTER,Par_4_Birdie_or_Better_Leaders_PAR 4 HOLES
69,70,70,Russell Henley,77,17.34,142,819
70,71,71,Ben Silverman,90,17.27,157,909
71,72,72,Kiradech Aphibarnrat,51,17.25,89,516
72,T73,T73,Emiliano Grillo,94,17.23,174,1010
73,T73,T73,Jamie Lovemark,92,17.23,163,946
74,T73,T73,Chris Stroud,81,17.23,137,795
75,76,76,Lanto Griffin,80,17.22,139,807
76,T77,T77,Mackenzie Hughes,80,17.21,142,825
77,T77,T77,Peter Uihlein,83,17.21,147,854
78,79,79,Xander Schauffele,96,17.18,178,1036
79,80,80,Troy Merritt,89,17.16,157,915
80,81,81,Charley Hoffman,87,17.14,150,875
81,82,82,Luke List,98,17.12,177,1034
82,83,83,Anirban Lahiri,82,17.11,155,906
83,T84,T84,Russell Knox,94,17.09,168,983
84,T84,T84,Cameron Smith,85,17.09,147,860
85,86,86,Vaughn Taylor,83,17.07,149,873
86,87,87,Matt Kuchar,88,17.03,147,863
87,88,88,Sam Saunders,80,17.02,138,811
88,89,89,Ben Martin,64,16.98,117,689
89,90,90,Aaron Baddeley,84,16.96,143,843
90,T91,T91,J.B. Holmes,77,16.94,136,803
91,T91,T91,John Huh,94,16.94,166,980
92,T91,T91,Cameron Percy,56,16.94,92,543
93,T91,T91,Hudson Swafford,73,16.94,122,720
94,T95,T95,David Hearn,66,16.85,109,647
95,T95,T95,Billy Horschel,86,16.85,151,896
96,97,97,Ryan Moore,78,16.82,144,856
97,98,98,Johnson Wagner,75,16.78,124,739
98,T99,T99,Byeong Hun An,86,16.77,156,930
99,T99,T99,Paul Casey,74,16.77,131,781
100,101,101,Blayne Barber,69,16.76,124,740
101,102,102,"Ted Potter, Jr.",87,16.75,160,955
102,103,103,Jason Kokrak,99,16.71,180,1077
103,T104,T104,Ben Crane,65,16.69,106,635
104,T104,T104,Branden Grace,67,16.69,114,683
105,106,106,Patrick Rodgers,97,16.68,167,1001
106,T107,T107,Abraham Ancer,98,16.67,174,1044
107,T107,T107,Tyrrell Hatton,58,16.67,101,606
108,T107,T107,Rory Sabbatini,91,16.67,160,960
109,T107,T107,Brendan Steele,74,16.67,123,738
110,111,111,Jimmy Walker,81,16.65,139,835
111,112,112,Brett Stegmaier,67,16.59,109,657
112,113,113,Andrew Putnam,97,16.55,160,967
113,114,114,Kelly Kraft,94,16.52,165,999
114,115,115,Bronson Burgoon,69,16.51,125,757
115,T116,T116,Cody Gribble,71,16.5,115,697
116,T116,T116,Patton Kizzire,92,16.5,164,994
117,118,118,Matt Atkins,56,16.46,91,553
118,119,119,Roberto Díaz,72,16.44,123,748
119,T120,T120,Ian Poulter,73,16.43,114,694
120,T120,T120,Kevin Tway,110,16.43,184,1120
121,T122,T122,Brian Stuard,103,16.41,172,1048
122,T122,T122,Michael Thompson,62,16.41,105,640
123,124,124,Kyle Thompson,50,16.16,80,495
124,125,125,Charles Howell III,104,16.15,176,1090
125,T126,T126,Wesley Bryan,69,16.12,118,732
126,T126,T126,Adam Scott,78,16.12,137,850
127,128,128,Jason Dufner,71,16.1,114,708
128,129,129,Tyler Duncan,97,16.08,164,1020
129,130,130,Richy Werenski,98,16.05,160,997
130,131,131,Ethan Tracy,72,16.01,117,731
131,132,132,Ryan Armour,109,16.0,188,1175
132,133,133,Harris English,84,15.96,135,846
133,T134,T134,Ricky Barnes,65,15.92,100,628
134,T134,T134,Daniel Berger,81,15.92,135,848
135,136,136,Michael Kim,74,15.89,122,768
136,137,137,Keegan Bradley,98,15.86,161,1015
137,138,138,Derek Fathauer,84,15.84,138,871
138,139,139,D.A. Points,63,15.83,104,657
139,140,140,Brice Garnett,99,15.77,162,1027
140,141,141,Xinjun Zhang,81,15.74,128,813
141,142,142,Alex Noren,67,15.72,105,668
142,143,143,Kevin Streelman,94,15.7,155,987
143,T144,T144,Kevin Kisner,89,15.66,137,875
144,T144,T144,Scott Stallings,96,15.66,153,977
145,146,146,Matt Every,79,15.63,125,800
146,T147,T147,Seamus Power,86,15.62,132,845
147,T147,T147,Steve Wheatcroft,60,15.62,97,621
148,T149,T149,Sean O'Hair,67,15.54,103,663
149,T149,T149,Rod Pampling,62,15.54,94,605
150,T151,T151,James Hahn,85,15.52,137,883
151,T151,T151,Billy Hurley III,70,15.52,108,696
152,153,153,Martin Flores,92,15.47,144,931
153,154,154,Zac Blair,64,15.46,96,621
154,155,155,Bud Cauley,55,15.45,85,550
155,156,156,Si Woo Kim,108,15.34,174,1134
156,157,157,Rob Oppenheim,74,15.32,112,731
157,158,158,Robert Streb,78,15.31,122,797
158,159,159,Daniel Summerhays,51,15.16,72,475
159,T160,T160,Sung Kang,89,15.14,139,918
160,T160,T160,Denny McCarthy,71,15.14,104,687
161,162,162,Alex Cejka,77,15.01,112,746
162,163,163,Louis Oosthuizen,62,14.95,90,602
163,164,164,Graeme McDowell,67,14.94,94,629
164,165,165,Cameron Tringale,67,14.92,101,677
165,166,166,Jonathan Byrd,70,14.9,100,671
166,167,167,Nate Lashley,51,14.65,74,505
167,168,168,Fabián Gómez,88,14.62,133,910
168,T169,T169,Lucas Glover,65,14.6,92,630
169,T169,T169,J.J. Henry,81,14.6,118,808
170,T171,T171,Jonathan Randolph,71,14.55,103,708
171,T171,T171,Shawn Stefani,76,14.55,116,797
172,173,173,Tyrone Van Aswegen,101,14.54,146,1004
173,174,174,Stephan Jaeger,81,14.53,117,805
174,175,175,Adam Schenk,86,14.52,125,861
175,176,176,Conrad Shindler,60,14.4,88,611
176,177,177,Martin Piller,79,14.39,119,827
177,178,178,Charl Schwartzel,65,14.38,90,626
178,179,179,William McGirt,84,14.37,122,849
179,180,180,Chad Campbell,87,14.32,122,852
180,181,181,Satoshi Kodaira,51,14.29,78,546
181,T182,T182,Shane Lowry,64,14.26,86,603
182,T182,T182,Jhonattan Vegas,92,14.26,138,968
183,184,184,Nick Taylor,94,14.12,136,963
184,185,185,Harold Varner III,91,13.9,134,964
185,186,186,Talor Gooch,78,13.88,108,778
186,187,187,Andrew Yun,51,13.87,67,483
187,188,188,Zecheng Dou,53,13.79,72,522
188,189,189,Retief Goosen,60,13.6,77,566
189,190,190,Jonas Blixt,67,13.57,90,663
190,191,191,Bill Haas,76,13.23,106,801
191,192,192,Jim Furyk,50,12.92,69,534
192,193,193,Greg Chalmers,56,12.79,71,555
