,Front_9_Par_4_Scoring_Average_RANK THIS WEEK,Front_9_Par_4_Scoring_Average_RANK LAST WEEK,Front_9_Par_4_Scoring_Average_PLAYER NAME,Front_9_Par_4_Scoring_Average_ROUNDS,Front_9_Par_4_Scoring_Average_AVG,Front_9_Par_4_Scoring_Average_TOTAL STROKES,Front_9_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Jordan Spieth,81,3.92,1678,428
1,T2,T2,Dustin Johnson,77,3.93,1629,414
2,T2,T2,Tiger Woods,68,3.93,1509,384
3,4,4,Justin Rose,70,3.94,1434,364
4,T5,T5,Rafa Cabrera Bello,75,3.95,1557,394
5,T5,T5,Ryan Moore,78,3.95,1730,438
6,T5,T5,Webb Simpson,95,3.95,2098,531
7,T8,T8,Jason Day,75,3.96,1496,378
8,T8,T8,Rickie Fowler,74,3.96,1662,420
9,T8,T8,Hunter Mahan,67,3.96,1331,336
10,T8,T8,Hideki Matsuyama,75,3.96,1570,396
11,T8,T8,Cameron Percy,56,3.96,1106,279
12,T8,T8,Brandt Snedeker,84,3.96,1826,461
13,T14,T14,Abraham Ancer,98,3.97,2119,534
14,T14,T14,Stewart Cink,87,3.97,1920,484
15,T14,T14,Bryson DeChambeau,93,3.97,2061,519
16,T14,T14,Tony Finau,105,3.97,2216,558
17,T14,T14,Brian Harman,94,3.97,2021,509
18,T14,T14,Brooks Koepka,64,3.97,1430,360
19,T14,T14,C.T. Pan,104,3.97,2168,546
20,T14,T14,Patrick Reed,94,3.97,1892,476
21,T14,T14,Justin Thomas,91,3.97,1850,466
22,T14,T14,Bubba Watson,90,3.97,1796,452
23,T24,T24,Tommy Fleetwood,73,3.98,1513,380
24,T24,T24,Zach Johnson,94,3.98,1927,484
25,T24,T24,Chris Kirk,108,3.98,2304,579
26,T24,T24,Marc Leishman,93,3.98,2000,502
27,T24,T24,Peter Malnati,87,3.98,1839,462
28,T24,T24,Rory McIlroy,64,3.98,1382,347
29,T24,T24,Andrew Putnam,97,3.98,1958,492
30,T24,T24,Chez Reavie,93,3.98,1893,476
31,T24,T24,Rory Sabbatini,91,3.98,1955,491
32,T24,T24,Adam Scott,78,3.98,1717,431
33,T24,T24,J.J. Spaun,85,3.98,1759,442
34,T24,T24,Michael Thompson,62,3.98,1295,325
35,T24,T24,Johnson Wagner,75,3.98,1503,378
36,T37,T37,Dominic Bozzelli,65,3.99,1465,367
37,T37,T37,Corey Conners,97,3.99,2060,516
38,T37,T37,Austin Cook,107,3.99,2399,602
39,T37,T37,Joel Dahmen,93,3.99,1891,474
40,T37,T37,Emiliano Grillo,94,3.99,2018,506
41,T37,T37,Chesson Hadley,103,3.99,2175,545
42,T37,T37,Charles Howell III,104,3.99,2188,549
43,T37,T37,Matt Kuchar,88,3.99,1761,441
44,T37,T37,Andrew Landry,82,3.99,1779,446
45,T37,T37,Kevin Na,91,3.99,1932,484
46,T37,T37,Sam Ryder,82,3.99,1759,441
47,T37,T37,Peter Uihlein,83,3.99,1731,434
48,T37,T37,Nick Watney,94,3.99,1993,499
49,T50,T50,Ryan Armour,109,4.0,2376,594
50,T50,T50,Ryan Blaum,81,4.0,1768,442
51,T50,T50,Keegan Bradley,98,4.0,2097,524
52,T50,T50,Patrick Cantlay,87,4.0,1798,450
53,T50,T50,Brian Gay,103,4.0,2240,560
54,T50,T50,Adam Hadwin,92,4.0,1980,495
55,T50,T50,James Hahn,85,4.0,1809,452
56,T50,T50,Brandon Harkins,101,4.0,2122,530
57,T50,T50,Tyrrell Hatton,58,4.0,1232,308
58,T50,T50,J.B. Holmes,77,4.0,1654,413
59,T50,T50,Jamie Lovemark,92,4.0,1955,489
60,T50,T50,Phil Mickelson,90,4.0,1971,493
61,T50,T50,Jon Rahm,71,4.0,1464,366
62,T50,T50,Kyle Stanley,93,4.0,1977,494
63,T50,T50,Henrik Stenson,60,4.0,1239,310
64,T50,T50,Kevin Streelman,94,4.0,2014,503
65,T50,T50,Jimmy Walker,81,4.0,1708,427
66,T67,T67,Blayne Barber,69,4.01,1524,380
67,T67,T67,Bronson Burgoon,69,4.01,1547,386
68,T67,T67,Jason Dufner,71,4.01,1434,358
69,T67,T67,Charley Hoffman,87,4.01,1805,450
70,T67,T67,John Huh,94,4.01,2010,501
71,T67,T67,Matt Jones,70,4.01,1381,344
72,T67,T67,Patton Kizzire,92,4.01,2021,504
73,T67,T67,Martin Laird,73,4.01,1429,356
74,T67,T67,Danny Lee,88,4.01,1875,468
75,T67,T67,Denny McCarthy,71,4.01,1397,348
76,T67,T67,Alex Noren,67,4.01,1371,342
77,T67,T67,Ollie Schniederjans,91,4.01,1951,486
78,T79,T79,Byeong Hun An,86,4.02,1908,475
79,T79,T79,Aaron Baddeley,84,4.02,1734,431
80,T79,T79,Wesley Bryan,69,4.02,1487,370
81,T79,T79,Kevin Chappell,77,4.02,1680,418
82,T79,T79,Ben Crane,65,4.02,1295,322
83,T79,T79,David Hearn,66,4.02,1338,333
84,T79,T79,Russell Henley,77,4.02,1671,416
85,T79,T79,Beau Hossler,104,4.02,2290,569
86,T79,T79,Kevin Kisner,89,4.02,1790,445
87,T79,T79,Russell Knox,94,4.02,1975,491
88,T79,T79,David Lingmerth,82,4.02,1736,432
89,T79,T79,Troy Merritt,89,4.02,1880,468
90,T79,T79,Keith Mitchell,99,4.02,2154,536
91,T79,T79,Scott Stallings,96,4.02,2032,505
92,T79,T79,Brian Stuard,103,4.02,2136,531
93,T94,T94,Zac Blair,64,4.03,1277,317
94,T94,T94,Jonathan Byrd,70,4.03,1359,337
95,T94,T94,J.J. Henry,81,4.03,1665,413
96,T94,T94,Billy Horschel,86,4.03,1817,451
97,T94,T94,Jason Kokrak,99,4.03,2231,554
98,T94,T94,Kelly Kraft,94,4.03,2083,517
99,T94,T94,Anirban Lahiri,82,4.03,1854,460
100,T94,T94,Nate Lashley,51,4.03,1015,252
101,T94,T94,Ben Martin,64,4.03,1400,347
102,T94,T94,William McGirt,84,4.03,1770,439
103,T94,T94,Francesco Molinari,73,4.03,1620,402
