,Early_Round_1_Scoring_Average_RANK THIS WEEK,Early_Round_1_Scoring_Average_RANK LAST WEEK,Early_Round_1_Scoring_Average_PLAYER NAME,Early_Round_1_Scoring_Average_AVG,Early_Round_1_Scoring_Average_TOTAL STROKES,Early_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Jon Rahm,67.44,607,9
1,2,2,Rickie Fowler,67.82,746,11
2,T3,T3,Dustin Johnson,68.0,544,8
3,T3,T3,Brooks Koepka,68.0,476,7
4,T3,T3,Keith Mitchell,68.0,952,14
5,6,6,Billy Horschel,68.5,959,14
6,7,7,Ryan Armour,68.56,1097,16
7,8,8,Andrew Putnam,68.6,686,10
8,9,9,Lucas Glover,68.63,549,8
9,10,10,Keegan Bradley,68.64,755,11
10,11,11,Cameron Percy,68.67,618,9
11,12,12,Adam Schenk,68.82,757,11
12,13,13,Webb Simpson,68.86,964,14
13,14,14,Kyle Stanley,68.9,689,10
14,15,15,Chris Kirk,68.93,965,14
15,16,16,Beau Hossler,68.94,1103,16
16,17,17,Henrik Stenson,69.0,483,7
17,18,18,Abraham Ancer,69.08,829,12
18,19,19,Brett Stegmaier,69.1,691,10
19,20,20,Zac Blair,69.11,622,9
20,21,21,Alex Noren,69.14,484,7
21,22,22,Tiger Woods,69.18,761,11
22,23,23,Chez Reavie,69.23,900,13
23,T24,T24,Patrick Cantlay,69.25,831,12
24,T24,T24,Nicholas Lindheim,69.25,554,8
25,26,26,Seamus Power,69.27,1039,15
26,T27,T27,Rafa Cabrera Bello,69.29,485,7
27,T27,T27,Peter Malnati,69.29,970,14
28,T27,T27,Xander Schauffele,69.29,970,14
29,T27,T27,Vaughn Taylor,69.29,970,14
30,31,31,Brandon Harkins,69.31,901,13
31,32,32,Kevin Na,69.33,832,12
32,33,33,Tony Finau,69.45,764,11
33,34,34,C.T. Pan,69.46,903,13
34,T35,T35,Justin Rose,69.5,556,8
35,T35,T35,Rory Sabbatini,69.5,834,12
36,T35,T35,Steve Wheatcroft,69.5,834,12
37,38,38,Dominic Bozzelli,69.56,626,9
38,T39,T39,Zach Johnson,69.57,974,14
39,T39,T39,Aaron Wise,69.57,974,14
40,41,41,Corey Conners,69.6,1044,15
41,42,42,Gary Woodland,69.62,905,13
42,43,43,Talor Gooch,69.64,766,11
43,T44,T44,Jason Kokrak,69.67,1045,15
44,T44,T44,Luke List,69.67,836,12
45,46,46,Hudson Swafford,69.69,906,13
46,47,47,Ian Poulter,69.7,697,10
47,T48,T48,Hunter Mahan,69.78,628,9
48,T48,T48,Johnson Wagner,69.78,628,9
49,50,50,John Huh,69.79,977,14
50,T51,T51,Bryson DeChambeau,69.87,1048,15
51,T51,T51,Emiliano Grillo,69.87,1048,15
52,T53,T53,Byeong Hun An,69.92,839,12
53,T53,T53,Fabián Gómez,69.92,909,13
54,T53,T53,Ollie Schniederjans,69.92,839,12
55,T56,T56,Kelly Kraft,69.93,979,14
56,T56,T56,Nick Taylor,69.93,979,14
57,T56,T56,Nick Watney,69.93,1049,15
58,59,59,Kevin Tway,69.94,1189,17
59,T60,T60,Ryan Blaum,70.0,840,12
60,T60,T60,Joel Dahmen,70.0,980,14
61,T60,T60,Charley Hoffman,70.0,980,14
62,T60,T60,Tom Hoge,70.0,980,14
63,T60,T60,Martin Laird,70.0,630,9
64,T60,T60,Andrew Landry,70.0,770,11
65,T60,T60,Jamie Lovemark,70.0,840,12
66,T60,T60,Hideki Matsuyama,70.0,840,12
67,T60,T60,Pat Perez,70.0,770,11
68,69,69,Sam Ryder,70.07,981,14
69,T70,T70,Alex Cejka,70.08,841,12
70,T70,T70,Matt Jones,70.08,841,12
71,72,72,Justin Thomas,70.09,771,11
72,73,73,Tommy Fleetwood,70.11,631,9
73,74,74,Brice Garnett,70.15,912,13
74,75,75,Brian Gay,70.18,1193,17
75,76,76,Jonathan Byrd,70.2,702,10
76,T77,T77,Daniel Berger,70.22,632,9
77,T77,T77,Russell Henley,70.22,632,9
78,T79,T79,Ben Crane,70.27,773,11
79,T79,T79,Michael Kim,70.27,1054,15
80,T79,T79,Ryan Palmer,70.27,773,11
81,82,82,Francesco Molinari,70.29,492,7
82,83,83,Charles Howell III,70.31,1125,16
83,T84,T84,David Lingmerth,70.33,844,12
84,T84,T84,Ryan Moore,70.33,844,12
85,T84,T84,Brandt Snedeker,70.33,844,12
86,T84,T84,Ethan Tracy,70.33,844,12
87,T88,T88,Paul Casey,70.4,704,10
88,T88,T88,Bill Haas,70.4,704,10
89,T88,T88,Denny McCarthy,70.4,704,10
90,91,91,Conrad Shindler,70.44,634,9
91,92,92,Bronson Burgoon,70.46,916,13
92,93,93,Austin Cook,70.47,1057,15
93,94,94,Rory McIlroy,70.5,705,10
94,95,95,James Hahn,70.53,1058,15
95,96,96,Jason Day,70.55,776,11
96,97,97,Sam Saunders,70.57,988,14
97,98,98,Bubba Watson,70.58,847,12
98,99,99,Nate Lashley,70.63,565,8
99,T100,T100,Ricky Barnes,70.64,777,11
100,T100,T100,Si Woo Kim,70.64,989,14
101,T100,T100,Marc Leishman,70.64,777,11
102,103,103,Danny Lee,70.65,1201,17
103,104,104,Brendan Steele,70.67,636,9
104,T105,T105,Peter Uihlein,70.69,919,13
105,T105,T105,Richy Werenski,70.69,1131,16
106,107,107,Branden Grace,70.71,495,7
107,T108,T108,Jim Furyk,70.75,566,8
108,T108,T108,Matt Kuchar,70.75,849,12
109,T110,T110,Stewart Cink,70.76,1203,17
110,T110,T110,Tyler Duncan,70.76,1203,17
111,112,112,Wesley Bryan,70.77,920,13
112,113,113,J.J. Spaun,70.79,991,14
113,114,114,Aaron Baddeley,70.8,1062,15
114,T115,T115,Chad Campbell,70.83,850,12
115,T115,T115,Adam Hadwin,70.83,850,12
116,T115,T115,Xinjun Zhang,70.83,850,12
117,118,118,Bud Cauley,70.86,496,7
118,119,119,Matt Atkins,70.88,567,8
119,120,120,J.B. Holmes,70.89,638,9
120,T121,T121,Blayne Barber,70.9,709,10
121,T121,T121,Greg Chalmers,70.9,709,10
122,T121,T121,Zecheng Dou,70.9,709,10
123,124,124,Billy Hurley III,70.92,922,13
124,125,125,Chris Stroud,70.93,993,14
125,126,126,Whee Kim,70.94,1135,16
126,T127,T127,Harris English,71.0,1136,16
127,T127,T127,David Hearn,71.0,710,10
128,T127,T127,J.J. Henry,71.0,994,14
129,T127,T127,Mackenzie Hughes,71.0,852,12
130,T127,T127,Russell Knox,71.0,852,12
131,T127,T127,Graeme McDowell,71.0,639,9
132,T127,T127,Phil Mickelson,71.0,923,13
133,T127,T127,Rod Pampling,71.0,710,10
134,T127,T127,Scott Piercy,71.0,852,12
135,T127,T127,Martin Piller,71.0,923,13
136,T127,T127,Patrick Rodgers,71.0,1065,15
137,T127,T127,Jordan Spieth,71.0,710,10
138,T127,T127,Michael Thompson,71.0,568,8
139,T127,T127,Harold Varner III,71.0,994,14
140,T127,T127,Jimmy Walker,71.0,781,11
141,142,142,Ben Silverman,71.08,853,12
142,143,143,J.T. Poston,71.09,782,11
143,144,144,Scott Brown,71.12,1209,17
144,145,145,Stephan Jaeger,71.14,498,7
145,146,146,Martin Flores,71.15,925,13
146,147,147,Shawn Stefani,71.17,854,12
147,148,148,Tyrone Van Aswegen,71.18,1210,17
148,149,149,D.A. Points,71.21,997,14
149,T150,T150,Roberto Díaz,71.25,570,8
150,T150,T150,Kevin Kisner,71.25,570,8
151,T150,T150,Louis Oosthuizen,71.25,570,8
152,T153,T153,Anirban Lahiri,71.31,927,13
153,T153,T153,Robert Streb,71.31,927,13
154,155,155,Patrick Reed,71.36,999,14
155,156,156,Kiradech Aphibarnrat,71.38,571,8
156,157,157,Cameron Smith,71.42,857,12
157,158,158,Shane Lowry,71.45,786,11
158,T159,T159,Matt Every,71.47,1072,15
159,T159,T159,Patton Kizzire,71.47,1072,15
160,161,161,Robert Garrigus,71.5,1001,14
161,162,162,Troy Merritt,71.53,1073,15
162,163,163,Retief Goosen,71.58,859,12
163,T164,T164,Jonas Blixt,71.6,716,10
