,First_Tee_Early_Par_3_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Par_3_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Par_3_Scoring_Average_PLAYER NAME,First_Tee_Early_Par_3_Scoring_Average_ROUNDS,First_Tee_Early_Par_3_Scoring_Average_AVG,First_Tee_Early_Par_3_Scoring_Average_TOTAL STROKES,First_Tee_Early_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Bronson Burgoon,69,2.85,157,55
1,2,2,Jon Rahm,71,2.88,193,67
2,3,3,Dustin Johnson,77,2.89,101,35
3,4,4,Tiger Woods,68,2.9,113,39
4,5,5,Alex Cejka,77,2.91,314,108
5,T6,T6,Bud Cauley,55,2.92,175,60
6,T6,T6,Hideki Matsuyama,75,2.92,254,87
7,8,8,Denny McCarthy,71,2.93,211,72
8,T9,T9,Talor Gooch,78,2.94,203,69
9,T9,T9,Brandon Harkins,101,2.94,412,140
10,T9,T9,Brett Stegmaier,67,2.94,247,84
11,T12,T12,Ricky Barnes,65,2.95,227,77
12,T12,T12,Derek Fathauer,84,2.95,168,57
13,T12,T12,Sam Saunders,80,2.95,233,79
14,T12,T12,Xinjun Zhang,81,2.95,165,56
15,T16,T16,Paul Casey,74,2.96,314,106
16,T16,T16,Greg Chalmers,56,2.96,207,70
17,T16,T16,Martin Laird,73,2.96,252,85
18,T16,T16,Luke List,98,2.96,317,107
19,T16,T16,William McGirt,84,2.96,311,105
20,T16,T16,Ollie Schniederjans,91,2.96,388,131
21,T16,T16,Conrad Shindler,60,2.96,201,68
22,T23,T23,Rafa Cabrera Bello,75,2.97,217,73
23,T23,T23,Emiliano Grillo,94,2.97,377,127
24,T23,T23,David Hearn,66,2.97,178,60
25,T23,T23,Russell Henley,77,2.97,312,105
26,T23,T23,Graeme McDowell,67,2.97,211,71
27,T23,T23,C.T. Pan,104,2.97,321,108
28,T23,T23,Michael Thompson,62,2.97,261,88
29,T30,T30,Scott Brown,102,2.98,331,111
30,T30,T30,Francesco Molinari,73,2.98,176,59
31,T30,T30,Vaughn Taylor,83,2.98,372,125
32,T33,T33,Patrick Cantlay,87,2.99,245,82
33,T33,T33,Bill Haas,76,2.99,305,102
34,T33,T33,Beau Hossler,104,2.99,332,111
35,T33,T33,Sung Kang,89,2.99,323,108
36,T33,T33,Hunter Mahan,67,2.99,239,80
37,T33,T33,Peter Malnati,87,2.99,446,149
38,T33,T33,Kevin Na,91,2.99,314,105
39,T33,T33,Martin Piller,79,2.99,239,80
40,T33,T33,J.T. Poston,73,2.99,251,84
41,T33,T33,Sam Ryder,82,2.99,269,90
42,T43,T43,Keegan Bradley,98,3.0,393,131
43,T43,T43,Tyler Duncan,97,3.0,423,141
44,T43,T43,Rickie Fowler,74,3.0,117,39
45,T43,T43,Robert Garrigus,80,3.0,237,79
46,T43,T43,John Huh,94,3.0,384,128
47,T43,T43,Marc Leishman,93,3.0,303,101
48,T43,T43,Shane Lowry,64,3.0,327,109
49,T43,T43,Ben Martin,64,3.0,201,67
50,T43,T43,Kyle Thompson,50,3.0,144,48
51,T52,T52,Branden Grace,67,3.01,265,88
52,T52,T52,Patton Kizzire,92,3.01,467,155
53,T52,T52,Jason Kokrak,99,3.01,385,128
54,T52,T52,Danny Lee,88,3.01,292,97
55,T52,T52,David Lingmerth,82,3.01,343,114
56,T52,T52,Chez Reavie,93,3.01,310,103
57,T52,T52,Adam Scott,78,3.01,277,92
58,T52,T52,Kyle Stanley,93,3.01,316,105
59,T52,T52,Ethan Tracy,72,3.01,265,88
60,T52,T52,Peter Uihlein,83,3.01,274,91
61,T62,T62,Corey Conners,97,3.02,405,134
62,T62,T62,Brian Gay,103,3.02,487,161
63,T62,T62,James Hahn,85,3.02,341,113
64,T62,T62,Si Woo Kim,108,3.02,372,123
65,T62,T62,Nate Lashley,51,3.02,193,64
66,T62,T62,Andrew Putnam,97,3.02,378,125
67,T68,T68,Chesson Hadley,103,3.03,361,119
68,T68,T68,Charles Howell III,104,3.03,418,138
69,T68,T68,Zach Johnson,94,3.03,279,92
70,T68,T68,Rod Pampling,62,3.03,264,87
71,T68,T68,Xander Schauffele,96,3.03,279,92
72,T68,T68,Adam Schenk,86,3.03,261,86
73,T68,T68,Jordan Spieth,81,3.03,236,78
74,T68,T68,Scott Stallings,96,3.03,224,74
75,T68,T68,Tyrone Van Aswegen,101,3.03,364,120
76,T77,T77,Ryan Armour,109,3.04,532,175
77,T77,T77,Zac Blair,64,3.04,219,72
78,T77,T77,Russell Knox,94,3.04,344,113
79,T77,T77,Phil Mickelson,90,3.04,252,83
80,T77,T77,Ian Poulter,73,3.04,255,84
81,T77,T77,Shawn Stefani,76,3.04,331,109
82,T77,T77,Nick Taylor,94,3.04,319,105
83,T77,T77,Kevin Tway,110,3.04,377,124
84,T77,T77,Steve Wheatcroft,60,3.04,149,49
85,T86,T86,Byeong Hun An,86,3.05,360,118
86,T86,T86,Blayne Barber,69,3.05,256,84
87,T86,T86,Ryan Blaum,81,3.05,345,113
88,T86,T86,Wesley Bryan,69,3.05,317,104
89,T86,T86,Stewart Cink,87,3.05,354,116
90,T86,T86,Austin Cook,107,3.05,536,176
91,T86,T86,Joel Dahmen,93,3.05,293,96
92,T86,T86,Brooks Koepka,64,3.05,180,59
93,T86,T86,Andrew Landry,82,3.05,302,99
94,T86,T86,Harold Varner III,91,3.05,311,102
95,T96,T96,Daniel Berger,81,3.06,358,117
96,T96,T96,Tony Finau,105,3.06,254,83
97,T96,T96,Lanto Griffin,80,3.06,294,96
98,T96,T96,Adam Hadwin,92,3.06,383,125
99,T96,T96,Charley Hoffman,87,3.06,260,85
100,T96,T96,Rory McIlroy,64,3.06,156,51
101,T96,T96,Keith Mitchell,99,3.06,379,124
102,T96,T96,Rob Oppenheim,74,3.06,272,89
103,T96,T96,Patrick Rodgers,97,3.06,475,155
