,First_Tee_Late_Par_4_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Par_4_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Par_4_Scoring_Average_PLAYER NAME,First_Tee_Late_Par_4_Scoring_Average_ROUNDS,First_Tee_Late_Par_4_Scoring_Average_AVG,First_Tee_Late_Par_4_Scoring_Average_TOTAL STROKES,First_Tee_Late_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Chris Kirk,108,3.93,1166,297
1,2,2,Justin Rose,70,3.94,1766,448
2,T3,T3,Abraham Ancer,98,3.95,1097,278
3,T3,T3,David Lingmerth,82,3.95,726,184
4,T3,T3,Webb Simpson,95,3.95,2170,549
5,T3,T3,Aaron Wise,90,3.95,1305,330
6,T7,T7,Emiliano Grillo,94,3.96,1184,299
7,T7,T7,Brian Harman,94,3.96,1551,392
8,T7,T7,Dustin Johnson,77,3.96,2014,508
9,T7,T7,J.T. Poston,73,3.96,871,220
10,T11,T11,Joel Dahmen,93,3.97,1178,297
11,T11,T11,Rickie Fowler,74,3.97,2154,542
12,T11,T11,Brian Gay,103,3.97,1061,267
13,T11,T11,Adam Hadwin,92,3.97,996,251
14,T11,T11,Phil Mickelson,90,3.97,1803,454
15,T11,T11,Bubba Watson,90,3.97,1621,408
16,T11,T11,Tiger Woods,68,3.97,1824,459
17,T18,T18,Keegan Bradley,98,3.98,1430,359
18,T18,T18,Brooks Koepka,64,3.98,1465,368
19,T18,T18,Hideki Matsuyama,75,3.98,1306,328
20,T18,T18,Francesco Molinari,73,3.98,1442,362
21,T18,T18,Ryan Moore,78,3.98,1376,346
22,T18,T18,Grayson Murray,72,3.98,709,178
23,T18,T18,Chez Reavie,93,3.98,1067,268
24,T18,T18,Jordan Spieth,81,3.98,1547,389
25,T26,T26,Scott Brown,102,3.99,1345,337
26,T26,T26,Bryson DeChambeau,93,3.99,1749,438
27,T26,T26,Russell Knox,94,3.99,1148,288
28,T26,T26,Matt Kuchar,88,3.99,1563,392
29,T26,T26,Danny Lee,88,3.99,1152,289
30,T26,T26,Rory McIlroy,64,3.99,1481,371
31,T26,T26,Patrick Reed,94,3.99,1721,431
32,T26,T26,Sam Ryder,82,3.99,981,246
33,T26,T26,Xander Schauffele,96,3.99,1839,461
34,T26,T26,Henrik Stenson,60,3.99,1292,324
35,T26,T26,Justin Thomas,91,3.99,2213,555
36,T26,T26,Johnson Wagner,75,3.99,997,250
37,T38,T38,Blayne Barber,69,4.0,700,175
38,T38,T38,Jason Day,75,4.0,1712,428
39,T38,T38,Mackenzie Hughes,80,4.0,828,207
40,T38,T38,Matt Jones,70,4.0,969,242
41,T38,T38,Whee Kim,93,4.0,1195,299
42,T38,T38,Kevin Na,91,4.0,1271,318
43,T38,T38,Brandt Snedeker,84,4.0,1345,336
44,T38,T38,J.J. Spaun,85,4.0,897,224
45,T38,T38,Kyle Stanley,93,4.0,1746,437
46,T38,T38,Kevin Streelman,94,4.0,1001,250
47,T48,T48,Ryan Blaum,81,4.01,954,238
48,T48,T48,Austin Cook,107,4.01,1143,285
49,T48,T48,Tony Finau,105,4.01,2183,545
50,T48,T48,Lanto Griffin,80,4.01,642,160
51,T48,T48,Chesson Hadley,103,4.01,1330,332
52,T48,T48,Russell Henley,77,4.01,907,226
53,T48,T48,J.J. Henry,81,4.01,585,146
54,T48,T48,Kevin Kisner,89,4.01,1424,355
55,T48,T48,Marc Leishman,93,4.01,1586,396
56,T48,T48,Keith Mitchell,99,4.01,1271,317
57,T48,T48,C.T. Pan,104,4.01,1576,393
58,T48,T48,Jonathan Randolph,71,4.01,541,135
59,T48,T48,Nick Watney,94,4.01,610,152
60,T48,T48,Steve Wheatcroft,60,4.01,851,212
61,T62,T62,Ryan Armour,109,4.02,1110,276
62,T62,T62,Patrick Cantlay,87,4.02,1576,392
63,T62,T62,Corey Conners,97,4.02,849,211
64,T62,T62,Tyrrell Hatton,58,4.02,849,211
65,T62,T62,Billy Horschel,86,4.02,1593,396
66,T62,T62,Michael Kim,74,4.02,1022,254
67,T62,T62,Andrew Putnam,97,4.02,980,244
68,T62,T62,Jon Rahm,71,4.02,1423,354
69,T62,T62,Adam Scott,78,4.02,1275,317
70,T62,T62,Conrad Shindler,60,4.02,434,108
71,T62,T62,Brian Stuard,103,4.02,1016,253
72,T62,T62,Hudson Swafford,73,4.02,519,129
73,T62,T62,Jimmy Walker,81,4.02,932,232
74,T62,T62,Richy Werenski,98,4.02,1036,258
75,T76,T76,Wesley Bryan,69,4.03,706,175
76,T76,T76,Jonathan Byrd,70,4.03,636,158
77,T76,T76,Rafa Cabrera Bello,75,4.03,1325,329
78,T76,T76,Tommy Fleetwood,73,4.03,1578,392
79,T76,T76,James Hahn,85,4.03,790,196
80,T76,T76,Charley Hoffman,87,4.03,1440,357
81,T76,T76,Zach Johnson,94,4.03,1482,368
82,T76,T76,Troy Merritt,89,4.03,794,197
83,T76,T76,Sean O'Hair,67,4.03,722,179
84,T76,T76,Martin Piller,79,4.03,939,233
85,T86,T86,Byeong Hun An,86,4.04,1232,305
86,T86,T86,Stewart Cink,87,4.04,1369,339
87,T86,T86,Ben Crane,65,4.04,654,162
88,T86,T86,Robert Garrigus,80,4.04,1007,249
89,T86,T86,Kelly Kraft,94,4.04,1372,340
90,T86,T86,Anirban Lahiri,82,4.04,1171,290
91,T86,T86,Martin Laird,73,4.04,953,236
92,T86,T86,Shane Lowry,64,4.04,396,98
93,T86,T86,Graeme McDowell,67,4.04,687,170
94,T86,T86,Trey Mullinax,75,4.04,638,158
95,T86,T86,Ryan Palmer,69,4.04,957,237
96,T86,T86,Pat Perez,82,4.04,1220,302
97,T86,T86,"Ted Potter, Jr.",87,4.04,921,228
98,T86,T86,Scott Stallings,96,4.04,1469,364
99,T86,T86,Brendan Steele,74,4.04,957,237
100,T86,T86,Peter Uihlein,83,4.04,1152,285
101,T102,T102,Kevin Chappell,77,4.05,818,202
102,T102,T102,Tyler Duncan,97,4.05,947,234
103,T102,T102,Harris English,84,4.05,988,244
104,T102,T102,Fabián Gómez,88,4.05,526,130
105,T102,T102,Cody Gribble,71,4.05,689,170
106,T102,T102,Beau Hossler,104,4.05,1826,451
107,T102,T102,Charles Howell III,104,4.05,1347,333
108,T102,T102,Stephan Jaeger,81,4.05,753,186
