,Tenth_Tee_Late_Lowest_Round_RANK THIS WEEK,Tenth_Tee_Late_Lowest_Round_RANK LAST WEEK,Tenth_Tee_Late_Lowest_Round_PLAYER NAME,Tenth_Tee_Late_Lowest_Round_ROUNDS,Tenth_Tee_Late_Lowest_Round_LOW RND
0,T1,T1,Bronson Burgoon,69,62
1,T1,T1,Austin Cook,107,62
2,T1,T1,Tommy Fleetwood,73,62
3,T1,T1,Rory McIlroy,64,62
4,T1,T1,Troy Merritt,89,62
5,T1,T1,Kevin Na,91,62
6,T1,T1,Ian Poulter,73,62
7,T8,T8,Charles Howell III,104,63
8,T8,T8,Matt Jones,70,63
9,T8,T8,Jason Kokrak,99,63
10,T8,T8,Francesco Molinari,73,63
11,T8,T8,Sam Saunders,80,63
12,T8,T8,Xander Schauffele,96,63
13,T8,T8,Julian Suri,37,63
14,T8,T8,Aaron Wise,90,63
15,T16,T16,Tyler Duncan,97,64
16,T16,T16,Brian Gay,103,64
17,T16,T16,Doug Ghim,21,64
18,T16,T16,Fabián Gómez,88,64
19,T16,T16,Talor Gooch,78,64
20,T16,T16,Bill Haas,76,64
21,T16,T16,Beau Hossler,104,64
22,T16,T16,Zach Johnson,94,64
23,T16,T16,Dustin Johnson,77,64
24,T16,T16,Sung Kang,89,64
25,T16,T16,Si Woo Kim,108,64
26,T16,T16,Nate Lashley,51,64
27,T16,T16,Luke List,98,64
28,T16,T16,Tom Lovelady,87,64
29,T16,T16,Shane Lowry,64,64
30,T16,T16,Hideki Matsuyama,75,64
31,T16,T16,Trey Mullinax,75,64
32,T16,T16,Grayson Murray,72,64
33,T16,T16,Ryan Palmer,69,64
34,T16,T16,Andrew Putnam,97,64
35,T16,T16,Jon Rahm,71,64
36,T16,T16,Ollie Schniederjans,91,64
37,T16,T16,J.J. Spaun,85,64
38,T16,T16,Robert Streb,78,64
39,T16,T16,Hudson Swafford,73,64
40,T16,T16,Vaughn Taylor,83,64
41,T16,T16,Richy Werenski,98,64
42,T43,T43,Abraham Ancer,98,65
43,T43,T43,Ryan Armour,109,65
44,T43,T43,Blayne Barber,69,65
45,T43,T43,Ryan Blaum,81,65
46,T43,T43,Keegan Bradley,98,65
47,T43,T43,Dean Burmester,8,65
48,T43,T43,Paul Casey,74,65
49,T43,T43,Stewart Cink,87,65
50,T43,T43,Joel Dahmen,93,65
51,T43,T43,Harris English,84,65
52,T43,T43,Matt Every,79,65
53,T43,T43,Tony Finau,105,65
54,T43,T43,Martin Flores,92,65
55,T43,T43,Brice Garnett,99,65
56,T43,T43,Brandon Harkins,101,65
57,T43,T43,J.J. Henry,81,65
58,T43,T43,John Huh,94,65
59,T43,T43,Whee Kim,93,65
60,T43,T43,Danny Lee,88,65
61,T43,T43,David Lingmerth,82,65
62,T43,T43,Ben Martin,64,65
63,T43,T43,Denny McCarthy,71,65
64,T43,T43,William McGirt,84,65
65,T43,T43,Keith Mitchell,99,65
66,T43,T43,John Oda,24,65
67,T43,T43,C.T. Pan,104,65
68,T43,T43,Cameron Percy,56,65
69,T43,T43,John Peterson,36,65
70,T43,T43,"Ted Potter, Jr.",87,65
71,T43,T43,Jonathan Randolph,71,65
72,T43,T43,Chez Reavie,93,65
73,T43,T43,Patrick Reed,94,65
74,T43,T43,Patrick Rodgers,97,65
75,T43,T43,Shubhankar Sharma,31,65
76,T43,T43,Steve Stricker,42,65
77,T43,T43,Cameron Tringale,67,65
78,T43,T43,Peter Uihlein,83,65
79,T43,T43,Tyrone Van Aswegen,101,65
80,T43,T43,Jhonattan Vegas,92,65
81,T43,T43,Xinjun Zhang,81,65
82,T83,T83,Matt Atkins,56,66
83,T83,T83,Sangmoon Bae,43,66
84,T83,T83,Ricky Barnes,65,66
85,T83,T83,Zac Blair,64,66
86,T83,T83,Dominic Bozzelli,65,66
87,T83,T83,Wesley Bryan,69,66
88,T83,T83,Rafa Cabrera Bello,75,66
89,T83,T83,Chad Campbell,87,66
90,T83,T83,Patrick Cantlay,87,66
91,T83,T83,Kevin Chappell,77,66
