,First_Tee_Late_Par_3_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Par_3_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Par_3_Scoring_Average_PLAYER NAME,First_Tee_Late_Par_3_Scoring_Average_ROUNDS,First_Tee_Late_Par_3_Scoring_Average_AVG,First_Tee_Late_Par_3_Scoring_Average_TOTAL STROKES,First_Tee_Late_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Jonathan Byrd,70,2.89,162,56
1,2,2,Jimmy Walker,81,2.91,262,90
2,3,3,Brett Stegmaier,67,2.92,143,49
3,T4,T4,Zac Blair,64,2.93,199,68
4,T4,T4,Rob Oppenheim,74,2.93,164,56
5,T6,T6,Brian Gay,103,2.94,282,96
6,T6,T6,Emiliano Grillo,94,2.94,315,107
7,T6,T6,Anirban Lahiri,82,2.94,303,103
8,9,9,Nick Taylor,94,2.95,283,96
9,T10,T10,J.J. Henry,81,2.96,154,52
10,T10,T10,Rod Pampling,62,2.96,71,24
11,12,12,Louis Oosthuizen,62,2.97,321,108
12,T13,T13,Chesson Hadley,103,2.98,369,124
13,T13,T13,Marc Leishman,93,2.98,414,139
14,T13,T13,Ryan Moore,78,2.98,360,121
15,T13,T13,Patrick Rodgers,97,2.98,241,81
16,T13,T13,Michael Thompson,62,2.98,155,52
17,T18,T18,Brice Garnett,99,2.99,284,95
18,T18,T18,Billy Horschel,86,2.99,425,142
19,T18,T18,Xander Schauffele,96,2.99,478,160
20,T18,T18,Kevin Streelman,94,2.99,278,93
21,T22,T22,Ricky Barnes,65,3.0,132,44
22,T22,T22,Joel Dahmen,93,3.0,324,108
23,T22,T22,Bryson DeChambeau,93,3.0,480,160
24,T22,T22,Martin Flores,92,3.0,180,60
25,T22,T22,Jim Furyk,50,3.0,195,65
26,T22,T22,Pat Perez,82,3.0,306,102
27,T22,T22,D.A. Points,63,3.0,96,32
28,T22,T22,J.T. Poston,73,3.0,240,80
29,T22,T22,Harold Varner III,91,3.0,339,113
30,T22,T22,Steve Wheatcroft,60,3.0,240,80
31,T32,T32,Byeong Hun An,86,3.01,334,111
32,T32,T32,Rafa Cabrera Bello,75,3.01,358,119
33,T32,T32,David Hearn,66,3.01,244,81
34,T32,T32,Patton Kizzire,92,3.01,250,83
35,T32,T32,Danny Lee,88,3.01,325,108
36,T32,T32,Nicholas Lindheim,77,3.01,232,77
37,T32,T32,Kevin Na,91,3.01,346,115
38,T32,T32,Sam Ryder,82,3.01,283,94
39,T32,T32,Cameron Smith,85,3.01,364,121
40,T41,T41,Derek Fathauer,84,3.02,338,112
41,T41,T41,Fabián Gómez,88,3.02,148,49
42,T41,T41,Beau Hossler,104,3.02,493,163
43,T41,T41,Dustin Johnson,77,3.02,540,179
44,T41,T41,Whee Kim,93,3.02,341,113
45,T41,T41,Chris Kirk,108,3.02,329,109
46,T41,T41,William McGirt,84,3.02,263,87
47,T41,T41,Rory McIlroy,64,3.02,393,130
48,T41,T41,Chez Reavie,93,3.02,305,101
49,T41,T41,Robert Streb,78,3.02,160,53
50,T51,T51,Lanto Griffin,80,3.03,182,60
51,T51,T51,Zach Johnson,94,3.03,397,131
52,T51,T51,Si Woo Kim,108,3.03,363,120
53,T51,T51,Martin Laird,73,3.03,267,88
54,T51,T51,Francesco Molinari,73,3.03,379,125
55,T51,T51,Justin Rose,70,3.03,500,165
56,T51,T51,Chris Stroud,81,3.03,188,62
57,T51,T51,Richy Werenski,98,3.03,294,97
58,T59,T59,Austin Cook,107,3.04,316,104
59,T59,T59,Jason Day,75,3.04,471,155
60,T59,T59,Branden Grace,67,3.04,258,85
61,T59,T59,Jason Kokrak,99,3.04,356,117
62,T59,T59,Hideki Matsuyama,75,3.04,350,115
63,T59,T59,Denny McCarthy,71,3.04,222,73
64,T59,T59,"Ted Potter, Jr.",87,3.04,243,80
65,T59,T59,Sam Saunders,80,3.04,307,101
66,T59,T59,Shawn Stefani,76,3.04,207,68
67,T59,T59,Justin Thomas,91,3.04,586,193
68,T59,T59,Nick Watney,94,3.04,173,57
