,Lowest_Round_RANK THIS WEEK,Lowest_Round_RANK LAST WEEK,Lowest_Round_PLAYER NAME,Lowest_Round_ROUNDS,Lowest_Round_VALUE,Lowest_Round_TOURN/COURSE,Lowest_Round_ROUND
0,1,1,Brandt Snedeker,84,59,Wyndham Champ/S,1
1,T2,T2,Chesson Hadley,103,61,Safeway Open/Si,2
2,T2,T2,Anirban Lahiri,82,61,The Greenbrier/,2
3,T2,T2,Marc Leishman,93,61,Byron Nelson/Tr,1
4,T2,T2,Kevin Na,91,61,Fort Worth Invt,4
5,T2,T2,Webb Simpson,95,61,The Greenbrier/,1
6,T7,T7,Abraham Ancer,98,62,Quicken Loans/T,3
7,T7,T7,Keegan Bradley,98,62,NORTHERN TRUST/,3
8,T7,T7,Bronson Burgoon,69,62,John Deere/TPC,2
9,T7,T7,Paul Casey,74,62,Travelers Champ,3
10,T7,T7,Stewart Cink,87,62,Travelers Champ,4
11,T7,T7,Austin Cook,107,62,The RSM Classic,2
12,T7,T7,Tommy Fleetwood,73,62,BMW Champ/Aroni,3
13,T7,T7,Brian Gay,103,62,Wyndham Champ/S,3
14,T7,T7,Branden Grace,67,62,Byron Nelson/Tr,4
15,T7,T7,James Hahn,85,62,Sony Open/Waial,4
16,T7,T7,Whee Kim,93,62,The Greenbrier/,1
17,T7,T7,Patton Kizzire,92,62,Mayakoba/El Cam,1
18,T7,T7,Rory McIlroy,64,62,BMW Champ/Aroni,1
19,T7,T7,Troy Merritt,89,62,Barbasol Champ/,1
20,T7,T7,Francesco Molinari,73,62,Quicken Loans/T,4
21,T7,T7,Trey Mullinax,75,62,Texas Open/TPC,3
22,T7,T7,"Ted Potter, Jr.",87,62,AT&T Pebble/Mon,3
23,T7,T7,Ian Poulter,73,62,WGC-Bridgestone,1
24,T7,T7,Jon Rahm,71,62,CareerBuilder/L,1
25,T7,T7,J.J. Spaun,85,62,The RSM Classic,3
26,T7,T7,Kevin Streelman,94,62,Quicken Loans/T,2
27,T7,T7,Justin Thomas,91,62,WGC-Mexico/Club,3
28,T7,T7,Peter Uihlein,83,62,Wells Fargo/Qua,3
29,T7,T7,Steve Wheatcroft,60,62,John Deere/TPC,1
30,T7,T7,Tiger Woods,68,62,BMW Champ/Aroni,1
31,T32,T32,Blayne Barber,69,63,Barbasol Champ/,3
32,T32,T32,Bud Cauley,55,63,The RSM Classic,2
33,T32,T32,Alex Cejka,77,63,Shriners Hosp/T,4
34,T32,T32,Corey Conners,97,63,Fort Worth Invt,3
35,T32,T32,Bryson DeChambeau,93,63,Dell Tech Champ,3
36,T32,T32,Tyler Duncan,97,63,John Deere/TPC,3
37,T32,T32,Rickie Fowler,74,63,WGC-Bridgestone,1
38,T32,T32,Jim Furyk,50,63,Wyndham Champ/S,4
39,T32,T32,Brice Garnett,99,63,Puntacana/Coral,1
