,Front_9_Round_1_Scoring_Average_RANK THIS WEEK,Front_9_Round_1_Scoring_Average_RANK LAST WEEK,Front_9_Round_1_Scoring_Average_PLAYER NAME,Front_9_Round_1_Scoring_Average_AVG,Front_9_Round_1_Scoring_Average_TOTAL STROKES,Front_9_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Cameron Percy,33.64,471,14
1,2,2,Jon Rahm,34.11,614,18
2,3,3,Andrew Putnam,34.15,888,26
3,4,4,Justin Rose,34.18,581,17
4,5,5,Tony Finau,34.19,889,26
5,6,6,Brian Harman,34.21,821,24
6,7,7,Rickie Fowler,34.3,686,20
7,8,8,Rafa Cabrera Bello,34.33,618,18
8,9,9,Rory McIlroy,34.35,584,17
9,10,10,Ryan Moore,34.45,758,22
10,11,11,Dustin Johnson,34.47,655,19
11,12,12,Peter Malnati,34.5,897,26
12,13,13,Ryan Armour,34.52,1070,31
13,14,14,Webb Simpson,34.56,864,25
14,T15,T15,Blayne Barber,34.57,726,21
15,T15,T15,C.T. Pan,34.57,968,28
16,17,17,Matt Atkins,34.58,657,19
17,18,18,Chris Kirk,34.61,969,28
18,19,19,Xander Schauffele,34.62,900,26
19,20,20,Johnson Wagner,34.63,658,19
20,21,21,Brandt Snedeker,34.67,832,24
21,T22,T22,John Huh,34.68,971,28
22,T22,T22,Keith Mitchell,34.68,971,28
23,T24,T24,Nate Lashley,34.69,555,16
24,T24,T24,Ben Silverman,34.69,902,26
25,T26,T26,Tommy Fleetwood,34.71,590,17
26,T26,T26,Vaughn Taylor,34.71,833,24
27,T28,T28,Keegan Bradley,34.72,868,25
28,T28,T28,Billy Horschel,34.72,868,25
29,30,30,Corey Conners,34.73,903,26
30,31,31,Bronson Burgoon,34.75,834,24
31,32,32,Jonathan Byrd,34.77,765,22
32,33,33,Zac Blair,34.78,626,18
33,34,34,Ben Crane,34.79,661,19
34,35,35,Henrik Stenson,34.8,522,15
35,T36,T36,Abraham Ancer,34.82,975,28
36,T36,T36,Alex Cejka,34.82,766,22
37,T36,T36,Brandon Harkins,34.82,975,28
38,T36,T36,Matt Kuchar,34.82,766,22
39,40,40,J.J. Spaun,34.83,836,24
40,41,41,Nick Watney,34.84,871,25
41,42,42,Ryan Blaum,34.85,906,26
42,T43,T43,Beau Hossler,34.86,976,28
43,T43,T43,Justin Thomas,34.86,732,21
44,T45,T45,Andrew Landry,34.88,907,26
45,T45,T45,Alex Noren,34.88,593,17
46,T45,T45,Rory Sabbatini,34.88,907,26
47,48,48,Steve Wheatcroft,34.89,663,19
48,T49,T49,Jason Kokrak,34.9,1012,29
49,T49,T49,J.T. Poston,34.9,733,21
50,T51,T51,Marc Leishman,34.92,838,24
51,T51,T51,Jamie Lovemark,34.92,873,25
52,T51,T51,Kevin Na,34.92,838,24
53,T54,T54,Austin Cook,34.93,1013,29
54,T54,T54,Kevin Tway,34.93,1013,29
