,Back_9_Par_5_Scoring_Average_RANK THIS WEEK,Back_9_Par_5_Scoring_Average_RANK LAST WEEK,Back_9_Par_5_Scoring_Average_PLAYER NAME,Back_9_Par_5_Scoring_Average_ROUNDS,Back_9_Par_5_Scoring_Average_AVG,Back_9_Par_5_Scoring_Average_TOTAL STROKES,Back_9_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Tommy Fleetwood,73,4.39,457,104
1,T2,T2,Billy Horschel,86,4.44,582,131
2,T2,T2,Brooks Koepka,64,4.44,382,86
3,T4,T4,Tony Finau,105,4.48,744,166
4,T4,T4,Justin Rose,70,4.48,466,104
5,T6,T6,Byeong Hun An,86,4.5,589,131
6,T6,T6,Justin Thomas,91,4.5,567,126
7,T8,T8,Patrick Reed,94,4.51,636,141
8,T8,T8,Kevin Tway,110,4.51,789,175
9,T8,T8,Gary Woodland,96,4.51,645,143
10,11,11,Bubba Watson,90,4.52,597,132
11,T12,T12,Patrick Cantlay,87,4.53,557,123
12,T12,T12,Dustin Johnson,77,4.53,539,119
13,T14,T14,Bronson Burgoon,69,4.54,509,112
14,T14,T14,Paul Casey,74,4.54,508,112
15,T14,T14,J.B. Holmes,77,4.54,595,131
16,T14,T14,Luke List,98,4.54,699,154
17,T14,T14,Henrik Stenson,60,4.54,372,82
18,T19,T19,Jason Kokrak,99,4.55,756,166
19,T19,T19,Rory McIlroy,64,4.55,405,89
20,T19,T19,Alex Noren,67,4.55,428,94
21,T19,T19,J.J. Spaun,85,4.55,542,119
22,T23,T23,Ryan Armour,109,4.56,766,168
23,T23,T23,Chris Kirk,108,4.56,811,178
24,T23,T23,Kevin Kisner,89,4.56,547,120
25,T23,T23,Kevin Na,91,4.56,616,135
26,T27,T27,Keegan Bradley,98,4.57,713,156
27,T27,T27,Kevin Chappell,77,4.57,562,123
28,T27,T27,Chesson Hadley,103,4.57,741,162
29,T27,T27,Tom Lovelady,87,4.57,622,136
30,T27,T27,Ryan Moore,78,4.57,576,126
31,T27,T27,Cameron Percy,56,4.57,393,86
32,T27,T27,Pat Perez,82,4.57,539,118
33,T27,T27,Sam Ryder,82,4.57,621,136
34,T27,T27,Webb Simpson,95,4.57,617,135
35,T27,T27,Shawn Stefani,76,4.57,585,128
36,T27,T27,Brett Stegmaier,67,4.57,484,106
37,T27,T27,Richy Werenski,98,4.57,694,152
38,T39,T39,Trey Mullinax,75,4.58,531,116
39,T39,T39,Ryan Palmer,69,4.58,458,100
40,T41,T41,Jason Day,75,4.59,500,109
41,T41,T41,Brian Gay,103,4.59,707,154
42,T41,T41,Branden Grace,67,4.59,491,107
43,T41,T41,Emiliano Grillo,94,4.59,642,140
44,T41,T41,Seamus Power,86,4.59,611,133
45,T41,T41,Rory Sabbatini,91,4.59,689,150
46,T41,T41,Scott Stallings,96,4.59,707,154
47,T41,T41,Aaron Wise,90,4.59,642,140
48,T49,T49,Daniel Berger,81,4.6,543,118
49,T49,T49,Jonathan Byrd,70,4.6,460,100
50,T49,T49,Bryson DeChambeau,93,4.6,667,145
51,T49,T49,Keith Mitchell,99,4.6,717,156
52,T49,T49,Louis Oosthuizen,62,4.6,368,80
53,T49,T49,Adam Scott,78,4.6,566,123
54,T49,T49,Cameron Smith,85,4.6,552,120
55,T49,T49,Brandt Snedeker,84,4.6,579,126
56,T57,T57,Harris English,84,4.61,586,127
57,T57,T57,James Hahn,85,4.61,659,143
58,T57,T57,Tom Hoge,101,4.61,710,154
59,T57,T57,Stephan Jaeger,81,4.61,608,132
60,T57,T57,Phil Mickelson,90,4.61,668,145
61,T57,T57,Hudson Swafford,73,4.61,539,117
62,T57,T57,Harold Varner III,91,4.61,728,158
63,T57,T57,Jhonattan Vegas,92,4.61,692,150
64,T65,T65,Ricky Barnes,65,4.62,494,107
65,T65,T65,Rafa Cabrera Bello,75,4.62,504,109
66,T65,T65,Rickie Fowler,74,4.62,508,110
67,T65,T65,Brandon Harkins,101,4.62,749,162
68,T65,T65,Charles Howell III,104,4.62,716,155
69,T65,T65,Shane Lowry,64,4.62,457,99
70,T65,T65,Troy Merritt,89,4.62,674,146
71,T65,T65,Francesco Molinari,73,4.62,499,108
72,T65,T65,Xander Schauffele,96,4.62,675,146
73,T65,T65,Kevin Streelman,94,4.62,730,158
74,T75,T75,Kiradech Aphibarnrat,51,4.63,315,68
75,T75,T75,Corey Conners,97,4.63,694,150
