,Tenth_Tee_Early_Lowest_Round_RANK THIS WEEK,Tenth_Tee_Early_Lowest_Round_RANK LAST WEEK,Tenth_Tee_Early_Lowest_Round_PLAYER NAME,Tenth_Tee_Early_Lowest_Round_ROUNDS,Tenth_Tee_Early_Lowest_Round_LOW RND
0,1,1,Brandt Snedeker,84,59
1,2,2,Anirban Lahiri,82,61
2,T3,T3,"Ted Potter, Jr.",87,62
3,T3,T3,Kevin Streelman,94,62
4,T3,T3,Justin Thomas,91,62
5,T3,T3,Tiger Woods,68,62
6,T7,T7,Paul Casey,74,63
7,T7,T7,Austin Cook,107,63
8,T7,T7,Tyler Duncan,97,63
9,T7,T7,Tommy Fleetwood,73,63
10,T7,T7,Brice Garnett,99,63
11,T7,T7,Adam Hadwin,92,63
12,T7,T7,Brian Harman,94,63
13,T7,T7,Tyrrell Hatton,58,63
14,T7,T7,John Huh,94,63
15,T7,T7,Dustin Johnson,77,63
16,T7,T7,Michael Kim,74,63
17,T7,T7,Brooks Koepka,64,63
18,T7,T7,Andrew Landry,82,63
19,T7,T7,Kevin Na,91,63
20,T7,T7,Joaquin Niemann,44,63
21,T7,T7,Webb Simpson,95,63
22,T7,T7,Kyle Stanley,93,63
23,T7,T7,Bubba Watson,90,63
24,T25,T25,Daniel Berger,81,64
25,T25,T25,Dominic Bozzelli,65,64
26,T25,T25,Corey Conners,97,64
27,T25,T25,Jason Day,75,64
28,T25,T25,Bryson DeChambeau,93,64
29,T25,T25,Tony Finau,105,64
30,T25,T25,Martin Flores,92,64
31,T25,T25,Robert Garrigus,80,64
32,T25,T25,Brian Gay,103,64
33,T25,T25,Chesson Hadley,103,64
34,T25,T25,Brandon Harkins,101,64
35,T25,T25,Billy Horschel,86,64
36,T25,T25,Zach Johnson,94,64
37,T25,T25,Alex Kang,6,64
38,T25,T25,Kevin Kisner,89,64
39,T25,T25,Patton Kizzire,92,64
40,T25,T25,Russell Knox,94,64
41,T25,T25,Kelly Kraft,94,64
42,T25,T25,Matt Kuchar,88,64
43,T25,T25,Danny Lee,88,64
44,T25,T25,Scott Piercy,84,64
45,T25,T25,Martin Piller,79,64
46,T25,T25,D.A. Points,63,64
47,T25,T25,Ian Poulter,73,64
48,T25,T25,Justin Rose,70,64
49,T25,T25,Rory Sabbatini,91,64
50,T25,T25,Sam Saunders,80,64
51,T25,T25,Brett Stegmaier,67,64
52,T25,T25,Henrik Stenson,60,64
53,T25,T25,Vaughn Taylor,83,64
54,T25,T25,Nick Taylor,94,64
55,T25,T25,Kevin Tway,110,64
