,Tenth_Tee_Late_Par_5_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Par_5_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Par_5_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Par_5_Scoring_Average_ROUNDS,Tenth_Tee_Late_Par_5_Scoring_Average_AVG,Tenth_Tee_Late_Par_5_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Phil Mickelson,90,4.0,16,4
1,2,2,Tiger Woods,68,4.25,17,4
2,3,3,Patrick Reed,94,4.28,77,18
3,4,4,Jordan Spieth,81,4.33,39,9
4,T5,T5,Kevin Tway,110,4.39,180,41
5,T5,T5,Jimmy Walker,81,4.39,136,31
6,T7,T7,Tommy Fleetwood,73,4.4,22,5
7,T7,T7,Rory McIlroy,64,4.4,22,5
8,T9,T9,Tyrrell Hatton,58,4.41,75,17
9,T9,T9,Marc Leishman,93,4.41,141,32
10,T9,T9,Cameron Percy,56,4.41,181,41
11,12,12,Keegan Bradley,98,4.42,199,45
12,T13,T13,Louis Oosthuizen,62,4.43,62,14
13,T13,T13,Sam Saunders,80,4.43,155,35
14,T15,T15,Bryson DeChambeau,93,4.44,71,16
15,T15,T15,Tony Finau,105,4.44,111,25
16,T15,T15,Keith Mitchell,99,4.44,213,48
17,T15,T15,Cameron Smith,85,4.44,120,27
18,T15,T15,Harold Varner III,91,4.44,160,36
19,T20,T20,Ryan Armour,109,4.45,298,67
20,T20,T20,Bronson Burgoon,69,4.45,49,11
21,T20,T20,Stephan Jaeger,81,4.45,258,58
22,23,23,Shawn Stefani,76,4.46,254,57
23,T24,T24,Byeong Hun An,86,4.47,134,30
24,T24,T24,Paul Casey,74,4.47,134,30
25,T24,T24,Kevin Chappell,77,4.47,161,36
26,T24,T24,Webb Simpson,95,4.47,67,15
27,T24,T24,Peter Uihlein,83,4.47,143,32
28,29,29,Jhonattan Vegas,92,4.48,112,25
29,30,30,Hudson Swafford,73,4.49,229,51
30,T31,T31,Matt Atkins,56,4.5,117,26
31,T31,T31,Ricky Barnes,65,4.5,261,58
32,T31,T31,Brooks Koepka,64,4.5,9,2
33,T31,T31,Ryan Moore,78,4.5,171,38
34,T31,T31,Justin Rose,70,4.5,27,6
35,36,36,Patton Kizzire,92,4.51,221,49
36,T37,T37,Kevin Kisner,89,4.52,140,31
37,T37,T37,Jon Rahm,71,4.52,104,23
38,T39,T39,Derek Fathauer,84,4.53,195,43
39,T39,T39,Pat Perez,82,4.53,145,32
40,T39,T39,Rory Sabbatini,91,4.53,213,47
41,T39,T39,Kevin Streelman,94,4.53,263,58
42,T39,T39,Gary Woodland,96,4.53,231,51
43,T44,T44,Jim Furyk,50,4.54,118,26
44,T44,T44,Vaughn Taylor,83,4.54,259,57
45,T46,T46,Rafa Cabrera Bello,75,4.55,100,22
46,T46,T46,Matt Every,79,4.55,332,73
47,T46,T46,Brandt Snedeker,84,4.55,173,38
48,T46,T46,Kyle Stanley,93,4.55,173,38
49,T46,T46,Richy Werenski,98,4.55,241,53
50,T51,T51,Corey Conners,97,4.56,301,66
51,T51,T51,Jason Kokrak,99,4.56,196,43
52,T51,T51,C.T. Pan,104,4.56,187,41
53,T51,T51,Adam Schenk,86,4.56,219,48
54,T55,T55,J.B. Holmes,77,4.57,224,49
55,T55,T55,Billy Horschel,86,4.57,137,30
56,T55,T55,Charles Howell III,104,4.57,288,63
57,T55,T55,Matt Jones,70,4.57,128,28
58,T55,T55,Scott Stallings,96,4.57,201,44
59,T60,T60,Alex Cejka,77,4.58,151,33
60,T60,T60,Jamie Lovemark,92,4.58,183,40
61,T60,T60,Kevin Na,91,4.58,151,33
62,T60,T60,Michael Thompson,62,4.58,238,52
63,T64,T64,Tyler Duncan,97,4.59,312,68
64,T64,T64,Ben Silverman,90,4.59,234,51
65,T66,T66,Jonathan Byrd,70,4.6,198,43
66,T66,T66,Patrick Cantlay,87,4.6,138,30
67,T66,T66,Bill Haas,76,4.6,308,67
68,T66,T66,Chesson Hadley,103,4.6,285,62
69,T66,T66,Dustin Johnson,77,4.6,46,10
70,T66,T66,Ollie Schniederjans,91,4.6,216,47
71,T66,T66,J.J. Spaun,85,4.6,193,42
72,T66,T66,Johnson Wagner,75,4.6,138,30
73,T74,T74,Ryan Blaum,81,4.61,166,36
74,T74,T74,Brice Garnett,99,4.61,304,66
75,T74,T74,Lucas Glover,65,4.61,175,38
76,T74,T74,Beau Hossler,104,4.61,295,64
77,T74,T74,Chris Stroud,81,4.61,263,57
78,T79,T79,Brandon Harkins,101,4.62,305,66
79,T79,T79,Brett Stegmaier,67,4.62,171,37
80,T79,T79,Xinjun Zhang,81,4.62,180,39
81,T82,T82,Bud Cauley,55,4.63,185,40
82,T82,T82,Russell Knox,94,4.63,250,54
83,T82,T82,Nate Lashley,51,4.63,241,52
84,T82,T82,William McGirt,84,4.63,273,59
85,T82,T82,Martin Piller,79,4.63,250,54
86,T87,T87,Harris English,84,4.64,269,58
87,T87,T87,"Ted Potter, Jr.",87,4.64,283,61
88,T89,T89,Abraham Ancer,98,4.65,321,69
89,T89,T89,Kiradech Aphibarnrat,51,4.65,79,17
90,T89,T89,Daniel Berger,81,4.65,107,23
91,T89,T89,Martin Flores,92,4.65,265,57
92,T89,T89,Brian Gay,103,4.65,391,84
93,T89,T89,Whee Kim,93,4.65,223,48
94,T89,T89,Martin Laird,73,4.65,158,34
95,T89,T89,Andrew Landry,82,4.65,172,37
96,T89,T89,David Lingmerth,82,4.65,256,55
97,T89,T89,Hunter Mahan,67,4.65,200,43
98,T89,T89,Graeme McDowell,67,4.65,144,31
99,T89,T89,Troy Merritt,89,4.65,321,69
100,T89,T89,Scott Piercy,84,4.65,228,49
101,T89,T89,Patrick Rodgers,97,4.65,288,62
102,T89,T89,Conrad Shindler,60,4.65,214,46
103,T104,T104,Zac Blair,64,4.66,149,32
104,T104,T104,David Hearn,66,4.66,163,35
105,T104,T104,Nick Watney,94,4.66,303,65
106,T104,T104,Aaron Wise,90,4.66,191,41
107,T108,T108,Stewart Cink,87,4.67,210,45
108,T108,T108,James Hahn,85,4.67,294,63
109,T108,T108,Matt Kuchar,88,4.67,126,27
110,T108,T108,Trey Mullinax,75,4.67,224,48
111,T108,T108,Alex Noren,67,4.67,14,3
112,T108,T108,Ian Poulter,73,4.67,126,27
113,T108,T108,Brendan Steele,74,4.67,98,21
114,T108,T108,Henrik Stenson,60,4.67,28,6
115,T108,T108,Bubba Watson,90,4.67,70,15
116,T117,T117,Branden Grace,67,4.68,103,22
117,T117,T117,Cody Gribble,71,4.68,262,56
118,T117,T117,Adam Hadwin,92,4.68,187,40
119,T117,T117,Tom Hoge,101,4.68,323,69
120,T117,T117,Zach Johnson,94,4.68,173,37
121,T117,T117,Ryan Palmer,69,4.68,173,37
122,T123,T123,Wesley Bryan,69,4.69,164,35
123,T123,T123,Fabián Gómez,88,4.69,389,83
124,T123,T123,Lanto Griffin,80,4.69,286,61
125,T123,T123,Russell Henley,77,4.69,150,32
126,T123,T123,John Huh,94,4.69,291,62
127,T123,T123,Tom Lovelady,87,4.69,225,48
128,T123,T123,Jonathan Randolph,71,4.69,225,48
129,T123,T123,Robert Streb,78,4.69,319,68
130,T123,T123,Nick Taylor,94,4.69,277,59
131,T132,T132,Ben Crane,65,4.7,127,27
132,T132,T132,Talor Gooch,78,4.7,174,37
133,T132,T132,Emiliano Grillo,94,4.7,268,57
134,T132,T132,Brian Harman,94,4.7,141,30
135,T132,T132,Anirban Lahiri,82,4.7,188,40
136,T132,T132,Luke List,98,4.7,249,53
137,T138,T138,Jonas Blixt,67,4.71,212,45
138,T138,T138,Jason Dufner,71,4.71,132,28
139,T138,T138,Si Woo Kim,108,4.71,311,66
140,T138,T138,Ben Martin,64,4.71,245,52
141,T138,T138,Francesco Molinari,73,4.71,66,14
142,T138,T138,Rob Oppenheim,74,4.71,240,51
143,T144,T144,Michael Kim,74,4.72,203,43
144,T144,T144,Danny Lee,88,4.72,203,43
145,T144,T144,Seamus Power,86,4.72,170,36
146,T144,T144,Chez Reavie,93,4.72,203,43
147,T144,T144,Sam Ryder,82,4.72,203,43
148,T144,T144,Xander Schauffele,96,4.72,184,39
149,T144,T144,Cameron Tringale,67,4.72,288,61
150,T144,T144,Steve Wheatcroft,60,4.72,151,32
151,T152,T152,Robert Garrigus,80,4.73,227,48
152,T152,T152,J.J. Henry,81,4.73,312,66
153,T152,T152,Peter Malnati,87,4.73,331,70
154,T152,T152,Daniel Summerhays,51,4.73,156,33
155,T156,T156,Blayne Barber,69,4.74,199,42
156,T156,T156,Shane Lowry,64,4.74,289,61
157,T158,T158,Dominic Bozzelli,65,4.75,171,36
158,T158,T158,Andrew Putnam,97,4.75,318,67
159,T158,T158,Charl Schwartzel,65,4.75,190,40
160,T158,T158,Tyrone Van Aswegen,101,4.75,228,48
161,T162,T162,Aaron Baddeley,84,4.76,324,68
162,T162,T162,Roberto Díaz,72,4.76,233,49
163,T162,T162,Zecheng Dou,53,4.76,214,45
164,T162,T162,Retief Goosen,60,4.76,119,25
165,T166,T166,Grayson Murray,72,4.77,386,81
166,T166,T166,Adam Scott,78,4.77,124,26
167,T168,T168,Sung Kang,89,4.78,344,72
168,T168,T168,Brian Stuard,103,4.78,349,73
169,T170,T170,Mackenzie Hughes,80,4.79,225,47
170,T170,T170,Chris Kirk,108,4.79,335,70
171,T170,T170,Nicholas Lindheim,77,4.79,182,38
172,T170,T170,Denny McCarthy,71,4.79,268,56
173,T170,T170,Sean O'Hair,67,4.79,278,58
174,T170,T170,Ethan Tracy,72,4.79,302,63
175,176,176,Chad Campbell,87,4.8,331,69
176,177,177,Austin Cook,107,4.82,188,39
177,178,178,Billy Hurley III,70,4.83,198,41
178,179,179,Rod Pampling,62,4.84,329,68
179,T180,T180,Charley Hoffman,87,4.85,160,33
180,T180,T180,D.A. Points,63,4.85,359,74
181,T182,T182,Kelly Kraft,94,4.86,204,42
182,T182,T182,J.T. Poston,73,4.86,272,56
183,184,184,Scott Brown,102,4.88,254,52
184,185,185,Hideki Matsuyama,75,4.9,98,20
185,186,186,Joel Dahmen,93,4.93,291,59
186,T187,T187,Greg Chalmers,56,4.96,268,54
187,T187,T187,Kyle Thompson,50,4.96,124,25
188,189,189,Jason Day,75,5.0,10,2
189,190,190,Satoshi Kodaira,51,5.03,146,29
190,191,191,Andrew Yun,51,5.04,262,52
