,First_Tee_Early_Par_4_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Par_4_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Par_4_Scoring_Average_PLAYER NAME,First_Tee_Early_Par_4_Scoring_Average_ROUNDS,First_Tee_Early_Par_4_Scoring_Average_AVG,First_Tee_Early_Par_4_Scoring_Average_TOTAL STROKES,First_Tee_Early_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Justin Thomas,91,3.88,629,162
1,T2,T2,Tommy Fleetwood,73,3.9,612,157
2,T2,T2,Rickie Fowler,74,3.9,437,112
3,4,4,Zach Johnson,94,3.92,977,249
4,T5,T5,Jon Rahm,71,3.93,746,190
5,T5,T5,Justin Rose,70,3.93,385,98
6,T7,T7,Jordan Spieth,81,3.94,883,224
7,T7,T7,Tiger Woods,68,3.94,433,110
8,T9,T9,Tony Finau,105,3.95,889,225
9,T9,T9,J.B. Holmes,77,3.95,849,215
10,T9,T9,Peter Malnati,87,3.95,1570,397
11,T12,T12,Patrick Cantlay,87,3.96,942,238
12,T12,T12,Alex Cejka,77,3.96,1105,279
13,T12,T12,Billy Horschel,86,3.96,785,198
14,T12,T12,John Huh,94,3.96,1387,350
15,T12,T12,Hunter Mahan,67,3.96,836,211
16,T12,T12,Brandt Snedeker,84,3.96,880,222
17,T18,T18,Bronson Burgoon,69,3.97,624,157
18,T18,T18,Robert Garrigus,80,3.97,786,198
19,T18,T18,Dustin Johnson,77,3.97,393,99
20,T18,T18,Luke List,98,3.97,1186,299
21,T18,T18,Hideki Matsuyama,75,3.97,997,251
22,T18,T18,Denny McCarthy,71,3.97,793,200
23,T18,T18,Louis Oosthuizen,62,3.97,457,115
24,T18,T18,C.T. Pan,104,3.97,1159,292
25,T18,T18,Scott Piercy,84,3.97,1008,254
26,T18,T18,Nick Watney,94,3.97,1840,464
27,T18,T18,Aaron Wise,90,3.97,1206,304
28,T29,T29,Talor Gooch,78,3.98,749,188
29,T29,T29,Andrew Putnam,97,3.98,1334,335
30,T29,T29,Chez Reavie,93,3.98,1118,281
31,T29,T29,Rory Sabbatini,91,3.98,1052,264
32,T29,T29,Ben Silverman,90,3.98,832,209
33,T29,T29,Webb Simpson,95,3.98,740,186
34,T29,T29,Shawn Stefani,76,3.98,1171,294
35,T29,T29,Brett Stegmaier,67,3.98,912,229
36,T29,T29,Kevin Streelman,94,3.98,1445,363
37,T29,T29,Brian Stuard,103,3.98,1274,320
38,T29,T29,Daniel Summerhays,51,3.98,378,95
39,T29,T29,Hudson Swafford,73,3.98,1210,304
40,T41,T41,Abraham Ancer,98,3.99,1120,281
41,T41,T41,Chad Campbell,87,3.99,1072,269
42,T41,T41,Stewart Cink,87,3.99,1249,313
43,T41,T41,Jason Dufner,71,3.99,853,214
44,T41,T41,Lucas Glover,65,3.99,790,198
45,T41,T41,Tyrrell Hatton,58,3.99,901,226
46,T41,T41,Russell Knox,94,3.99,1226,307
47,T41,T41,Jason Kokrak,99,3.99,1380,346
48,T41,T41,Jamie Lovemark,92,3.99,1334,334
49,T41,T41,Kevin Na,91,3.99,1237,310
50,T41,T41,Patrick Reed,94,3.99,854,214
51,T52,T52,Daniel Berger,81,4.0,1320,330
52,T52,T52,Rafa Cabrera Bello,75,4.0,857,214
53,T52,T52,Paul Casey,74,4.0,1201,300
54,T52,T52,Brian Gay,103,4.0,1744,436
55,T52,T52,Fabián Gómez,88,4.0,1480,370
56,T52,T52,Brandon Harkins,101,4.0,1515,379
57,T52,T52,Tom Hoge,101,4.0,1437,359
58,T52,T52,Charles Howell III,104,4.0,1472,368
59,T52,T52,Chris Kirk,108,4.0,1625,406
60,T52,T52,Nate Lashley,51,4.0,688,172
61,T52,T52,Nicholas Lindheim,77,4.0,976,244
62,T52,T52,Keith Mitchell,99,4.0,1368,342
63,T52,T52,Adam Schenk,86,4.0,877,219
64,T52,T52,Cameron Smith,85,4.0,1127,282
65,T52,T52,Henrik Stenson,60,4.0,560,140
66,T52,T52,Michael Thompson,62,4.0,972,243
67,T68,T68,Ryan Armour,109,4.01,1935,483
68,T68,T68,Aaron Baddeley,84,4.01,1389,346
69,T68,T68,Blayne Barber,69,4.01,935,233
70,T68,T68,Joel Dahmen,93,4.01,1055,263
71,T68,T68,Adam Hadwin,92,4.01,1496,373
72,T68,T68,Matt Kuchar,88,4.01,609,152
73,T68,T68,Danny Lee,88,4.01,1034,258
74,T68,T68,Marc Leishman,93,4.01,1174,293
75,T68,T68,Rory McIlroy,64,4.01,593,148
76,T68,T68,Francesco Molinari,73,4.01,690,172
77,T68,T68,Ryan Moore,78,4.01,1078,269
78,T68,T68,Trey Mullinax,75,4.01,1282,320
79,T68,T68,Ryan Palmer,69,4.01,694,173
80,T68,T68,Rod Pampling,62,4.01,862,215
81,T68,T68,J.T. Poston,73,4.01,931,232
82,T68,T68,"Ted Potter, Jr.",87,4.01,1434,358
83,T68,T68,Seamus Power,86,4.01,1146,286
84,T68,T68,Patrick Rodgers,97,4.01,1640,409
85,T68,T68,Adam Scott,78,4.01,1010,252
86,T68,T68,J.J. Spaun,85,4.01,1366,341
87,T68,T68,Chris Stroud,81,4.01,1194,298
88,T68,T68,Gary Woodland,96,4.01,1263,315
89,T90,T90,Byeong Hun An,86,4.02,1367,340
