,Early_Round_2_Scoring_Average_RANK THIS WEEK,Early_Round_2_Scoring_Average_RANK LAST WEEK,Early_Round_2_Scoring_Average_PLAYER NAME,Early_Round_2_Scoring_Average_AVG,Early_Round_2_Scoring_Average_TOTAL STROKES,Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Jason Day,66.67,400,6
1,2,2,Dustin Johnson,67.5,675,10
2,3,3,Zach Johnson,68.4,684,10
3,4,4,Denny McCarthy,68.44,616,9
4,5,5,Brian Gay,68.64,755,11
5,6,6,Tommy Fleetwood,68.75,550,8
6,7,7,Bryson DeChambeau,68.8,688,10
7,8,8,Patrick Cantlay,68.82,757,11
8,9,9,Nick Watney,68.83,826,12
9,10,10,Justin Thomas,68.88,551,8
10,T11,T11,Paul Casey,68.89,620,9
11,T11,T11,Scott Piercy,68.89,620,9
12,13,13,Troy Merritt,69.08,898,13
13,14,14,Johnson Wagner,69.09,760,11
14,15,15,Aaron Baddeley,69.1,691,10
15,16,16,Justin Rose,69.13,553,8
16,17,17,Kevin Tway,69.17,830,12
17,T18,T18,Ricky Barnes,69.25,554,8
18,T18,T18,Peter Malnati,69.25,831,12
19,20,20,Tyrrell Hatton,69.3,693,10
20,21,21,Tom Hoge,69.31,901,13
21,22,22,Luke List,69.33,1040,15
22,23,23,Pat Perez,69.36,763,11
23,24,24,Tony Finau,69.43,972,14
24,T25,T25,Robert Garrigus,69.5,834,12
25,T25,T25,Hideki Matsuyama,69.5,556,8
26,27,27,Scott Stallings,69.53,1182,17
27,28,28,Kevin Na,69.54,904,13
28,29,29,Jordan Spieth,69.55,765,11
29,30,30,Brooks Koepka,69.56,626,9
30,31,31,Cameron Percy,69.6,348,5
31,T32,T32,David Hearn,69.64,766,11
32,T32,T32,Sam Saunders,69.64,766,11
33,T32,T32,Kevin Streelman,69.64,975,14
34,T32,T32,Harold Varner III,69.64,975,14
35,36,36,C.T. Pan,69.67,1045,15
36,37,37,J.T. Poston,69.7,697,10
37,38,38,Ben Silverman,69.73,1046,15
38,T39,T39,Lanto Griffin,69.75,837,12
39,T39,T39,James Hahn,69.75,837,12
40,41,41,Brandt Snedeker,69.77,907,13
41,42,42,Ryan Palmer,69.78,628,9
42,43,43,Rory Sabbatini,69.79,977,14
43,T44,T44,Kevin Chappell,69.82,768,11
44,T44,T44,Hunter Mahan,69.82,768,11
45,T44,T44,Michael Thompson,69.82,768,11
46,T47,T47,Chesson Hadley,69.87,1048,15
47,T47,T47,Brian Stuard,69.87,1048,15
48,49,49,Zac Blair,69.89,629,9
49,T50,T50,Branden Grace,69.9,699,10
50,T50,T50,Bubba Watson,69.9,699,10
51,T52,T52,Seamus Power,69.91,769,11
52,T52,T52,Shawn Stefani,69.91,769,11
53,54,54,Whee Kim,69.93,979,14
54,T55,T55,Dominic Bozzelli,70.0,770,11
55,T55,T55,Alex Cejka,70.0,840,12
56,T55,T55,Stewart Cink,70.0,700,10
