,First_Tee_Early_Round_4_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_4_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_4_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_4_Scoring_Average_AVG,First_Tee_Early_Round_4_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Danny Lee,66.33,199,3
1,2,2,Justin Thomas,66.6,333,5
2,3,3,Brian Stuard,66.67,200,3
3,T4,T4,Abraham Ancer,67.0,67,1
4,T4,T4,Jonathan Byrd,67.0,67,1
5,T4,T4,Greg Chalmers,67.0,67,1
6,T4,T4,Dustin Johnson,67.0,67,1
7,T4,T4,Nick Taylor,67.0,335,5
8,9,9,Billy Horschel,67.2,336,5
9,10,10,Alex Cejka,67.75,542,8
10,11,11,Ryan Blaum,67.8,339,5
11,12,12,Hideki Matsuyama,67.88,543,8
12,T13,T13,Tommy Fleetwood,68.0,340,5
13,T13,T13,Billy Hurley III,68.0,68,1
14,T13,T13,Francesco Molinari,68.0,204,3
15,T13,T13,Alex Noren,68.0,408,6
16,17,17,Phil Mickelson,68.13,545,8
17,18,18,Russell Henley,68.14,477,7
18,T19,T19,Rickie Fowler,68.25,273,4
19,T19,T19,Jim Furyk,68.25,273,4
20,T19,T19,C.T. Pan,68.25,546,8
21,T22,T22,Zach Johnson,68.43,479,7
22,T22,T22,Brooks Koepka,68.43,479,7
23,T24,T24,Harris English,68.5,137,2
24,T24,T24,Graeme McDowell,68.5,137,2
25,T24,T24,Louis Oosthuizen,68.5,137,2
26,T24,T24,Michael Thompson,68.5,137,2
27,28,28,Bronson Burgoon,68.67,206,3
28,29,29,Patrick Rodgers,68.7,687,10
29,30,30,Joel Dahmen,68.75,275,4
30,31,31,Jason Kokrak,68.8,688,10
31,T32,T32,Fabián Gómez,68.83,413,6
32,T32,T32,David Lingmerth,68.83,413,6
33,T34,T34,Adam Scott,68.86,482,7
34,T34,T34,Jordan Spieth,68.86,482,7
35,T36,T36,Ricky Barnes,69.0,138,2
36,T36,T36,Paul Casey,69.0,483,7
37,T36,T36,Robert Garrigus,69.0,207,3
38,T36,T36,Cody Gribble,69.0,69,1
39,T36,T36,Bill Haas,69.0,276,4
40,T36,T36,Denny McCarthy,69.0,207,3
41,T36,T36,Justin Rose,69.0,138,2
42,T36,T36,Brandt Snedeker,69.0,414,6
43,T36,T36,Daniel Summerhays,69.0,69,1
44,T36,T36,Kyle Thompson,69.0,138,2
45,46,46,Adam Hadwin,69.1,691,10
46,47,47,Seamus Power,69.14,484,7
47,48,48,John Huh,69.17,415,6
48,49,49,Dominic Bozzelli,69.2,346,5
49,50,50,Patton Kizzire,69.23,900,13
50,T51,T51,Derek Fathauer,69.25,277,4
51,T51,T51,Webb Simpson,69.25,277,4
52,53,53,Cameron Smith,69.29,485,7
53,T54,T54,Tony Finau,69.33,416,6
54,T54,T54,Conrad Shindler,69.33,208,3
55,T54,T54,Shawn Stefani,69.33,416,6
56,57,57,J.J. Spaun,69.38,555,8
57,58,58,Nicholas Lindheim,69.43,486,7
58,59,59,Charles Howell III,69.44,625,9
59,T60,T60,Rafa Cabrera Bello,69.5,417,6
60,T60,T60,Austin Cook,69.5,834,12
61,T60,T60,Tyler Duncan,69.5,556,8
62,T60,T60,Ben Martin,69.5,139,2
63,T60,T60,Rob Oppenheim,69.5,556,8
64,T60,T60,Ryan Palmer,69.5,139,2
65,T60,T60,Tiger Woods,69.5,139,2
66,67,67,Bryson DeChambeau,69.55,765,11
67,T68,T68,Jason Day,69.6,348,5
68,T68,T68,Chris Stroud,69.6,348,5
69,T70,T70,Keith Mitchell,69.63,557,8
70,T70,T70,Aaron Wise,69.63,557,8
71,T72,T72,Bud Cauley,69.67,209,3
72,T72,T72,Matt Kuchar,69.67,209,3
73,T72,T72,Scott Stallings,69.67,209,3
74,T72,T72,Gary Woodland,69.67,209,3
75,T76,T76,Adam Schenk,69.71,488,7
76,T76,T76,Ollie Schniederjans,69.71,488,7
77,78,78,Jon Rahm,69.75,279,4
78,79,79,Kevin Na,69.83,419,6
79,80,80,Kevin Kisner,69.86,489,7
80,81,81,Daniel Berger,69.88,559,8
81,T82,T82,Patrick Cantlay,70.0,210,3
82,T82,T82,James Hahn,70.0,490,7
83,T82,T82,Tyrrell Hatton,70.0,280,4
84,T82,T82,Kelly Kraft,70.0,490,7
85,T82,T82,Troy Merritt,70.0,560,8
86,T82,T82,Ryan Moore,70.0,490,7
87,T82,T82,J.T. Poston,70.0,280,4
88,T82,T82,Rory Sabbatini,70.0,490,7
89,T82,T82,Brett Stegmaier,70.0,350,5
90,T82,T82,Henrik Stenson,70.0,280,4
91,92,92,Branden Grace,70.22,632,9
92,T93,T93,Luke List,70.25,281,4
93,T93,T93,Trey Mullinax,70.25,562,8
94,T93,T93,Patrick Reed,70.25,281,4
95,T93,T93,Xinjun Zhang,70.25,281,4
96,97,97,Peter Uihlein,70.29,492,7
97,98,98,Vaughn Taylor,70.38,563,8
98,T99,T99,Matt Jones,70.4,352,5
99,T99,T99,William McGirt,70.4,352,5
100,T99,T99,Chez Reavie,70.4,352,5
101,T102,T102,Jason Dufner,70.5,282,4
102,T102,T102,J.B. Holmes,70.5,282,4
103,T102,T102,Stephan Jaeger,70.5,282,4
104,T102,T102,Tom Lovelady,70.5,423,6
105,T102,T102,Ben Silverman,70.5,423,6
106,T107,T107,Brandon Harkins,70.56,635,9
107,T107,T107,Russell Knox,70.56,635,9
108,T109,T109,Hunter Mahan,70.57,494,7
109,T109,T109,Bubba Watson,70.57,494,7
110,T111,T111,Martin Laird,70.6,353,5
111,T111,T111,Shane Lowry,70.6,353,5
112,T111,T111,Ian Poulter,70.6,353,5
113,T111,T111,Sam Saunders,70.6,353,5
114,T115,T115,Pat Perez,70.67,424,6
115,T115,T115,Scott Piercy,70.67,424,6
116,117,117,Si Woo Kim,70.75,566,8
117,118,118,Robert Streb,70.8,354,5
118,119,119,Andrew Landry,70.83,425,6
119,T120,T120,Chad Campbell,70.86,496,7
120,T120,T120,Peter Malnati,70.86,496,7
121,122,122,Jimmy Walker,70.88,567,8
122,123,123,Kevin Streelman,70.89,638,9
123,124,124,Chris Kirk,70.91,780,11
124,T125,T125,Blayne Barber,71.0,426,6
125,T125,T125,Jonas Blixt,71.0,284,4
126,T125,T125,Zecheng Dou,71.0,71,1
127,T125,T125,Lucas Glover,71.0,426,6
128,T125,T125,Lanto Griffin,71.0,426,6
129,T125,T125,Emiliano Grillo,71.0,497,7
130,T125,T125,Beau Hossler,71.0,426,6
131,T125,T125,Michael Kim,71.0,142,2
132,T125,T125,Nate Lashley,71.0,71,1
133,T125,T125,Rory McIlroy,71.0,142,2
134,T125,T125,Rod Pampling,71.0,213,3
135,T125,T125,Sam Ryder,71.0,355,5
136,137,137,Ryan Armour,71.08,853,12
137,T138,T138,Brian Gay,71.14,498,7
138,T138,T138,"Ted Potter, Jr.",71.14,498,7
139,140,140,Jonathan Randolph,71.17,427,6
140,141,141,Kevin Tway,71.18,783,11
141,142,142,Byeong Hun An,71.22,641,9
142,T143,T143,Kevin Chappell,71.25,570,8
143,T143,T143,David Hearn,71.25,285,4
144,T143,T143,Richy Werenski,71.25,285,4
145,146,146,Nick Watney,71.29,998,14
146,T147,T147,Stewart Cink,71.33,428,6
147,T147,T147,Corey Conners,71.33,642,9
148,T147,T147,Sean O'Hair,71.33,214,3
149,T150,T150,Martin Flores,71.4,714,10
150,T150,T150,Cameron Percy,71.4,357,5
151,T152,T152,Talor Gooch,71.5,143,2
152,T152,T152,Johnson Wagner,71.5,286,4
153,T154,T154,Mackenzie Hughes,71.6,358,5
154,T154,T154,Charl Schwartzel,71.6,358,5
155,156,156,Harold Varner III,71.63,573,8
156,157,157,Aaron Baddeley,71.67,430,6
157,158,158,Marc Leishman,71.71,502,7
158,159,159,Zac Blair,71.75,287,4
