,Par_3_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_3_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_3_Birdie_or_Better_Leaders_PLAYER NAME,Par_3_Birdie_or_Better_Leaders_ROUNDS,Par_3_Birdie_or_Better_Leaders_%,Par_3_Birdie_or_Better_Leaders_PAR 3 BIRDIES OR BETTER,Par_3_Birdie_or_Better_Leaders_PAR 3 HOLES
0,1,1,Ricky Barnes,65,21.1,50,237
1,2,2,Dustin Johnson,77,18.9,55,291
2,3,3,Marc Leishman,93,18.47,65,352
3,4,4,Phil Mickelson,90,17.97,62,345
4,5,5,Adam Scott,78,17.89,56,313
5,6,6,Chesson Hadley,103,17.88,71,397
6,7,7,Martin Flores,92,17.82,62,348
7,8,8,Conrad Shindler,60,17.78,40,225
8,9,9,Emiliano Grillo,94,17.76,65,366
9,10,10,John Huh,94,17.68,64,362
10,11,11,Jon Rahm,71,17.37,45,259
11,12,12,Vaughn Taylor,83,17.35,55,317
12,13,13,Brett Stegmaier,67,17.14,42,245
13,14,14,Rafa Cabrera Bello,75,16.97,47,277
14,15,15,Talor Gooch,78,16.84,49,291
15,T16,T16,Austin Cook,107,16.71,71,425
16,T16,T16,Brandon Harkins,101,16.71,64,383
17,T16,T16,Andrew Putnam,97,16.71,60,359
18,19,19,Sam Saunders,80,16.61,50,301
19,20,20,J.T. Poston,73,16.49,47,285
20,T21,T21,Brian Gay,103,16.46,67,407
21,T21,T21,J.J. Spaun,85,16.46,52,316
22,T21,T21,Justin Thomas,91,16.46,53,322
23,24,24,Shane Lowry,64,16.3,37,227
24,25,25,Andrew Yun,51,16.02,29,181
25,26,26,Patton Kizzire,92,16.0,56,350
26,27,27,Hideki Matsuyama,75,15.96,45,282
27,28,28,Zac Blair,64,15.88,37,233
28,29,29,Jason Kokrak,99,15.79,63,399
29,30,30,Louis Oosthuizen,62,15.74,34,216
30,31,31,Jordan Spieth,81,15.72,47,299
31,32,32,Grayson Murray,72,15.68,45,287
32,33,33,Bronson Burgoon,69,15.64,43,275
33,34,34,Rickie Fowler,74,15.63,45,288
34,35,35,Billy Horschel,86,15.6,51,327
35,36,36,Russell Henley,77,15.46,45,291
36,T37,T37,Bud Cauley,55,15.42,33,214
37,T37,T37,Beau Hossler,104,15.42,64,415
38,39,39,"Ted Potter, Jr.",87,15.38,54,351
39,40,40,Chez Reavie,93,15.36,53,345
40,41,41,Nate Lashley,51,15.34,29,189
41,42,42,Keegan Bradley,98,15.32,57,372
42,T43,T43,Alex Cejka,77,15.3,43,281
43,T43,T43,Trey Mullinax,75,15.3,43,281
44,45,45,Kevin Na,91,15.25,52,341
45,46,46,C.T. Pan,104,15.23,60,394
46,47,47,Ryan Armour,109,15.22,65,427
47,48,48,Sam Ryder,82,15.08,49,325
48,T49,T49,Bryson DeChambeau,93,15.03,55,366
49,T49,T49,Danny Lee,88,15.03,52,346
50,51,51,Pat Perez,82,15.02,44,293
51,T52,T52,Tommy Fleetwood,73,15.0,39,260
52,T52,T52,Brooks Koepka,64,15.0,36,240
53,54,54,Peter Malnati,87,14.93,50,335
54,T55,T55,Jonathan Byrd,70,14.86,37,249
55,T55,T55,Derek Fathauer,84,14.86,48,323
56,57,57,Ryan Blaum,81,14.83,47,317
57,58,58,Shawn Stefani,76,14.81,44,297
58,T59,T59,Jim Furyk,50,14.8,29,196
59,T59,T59,Brandt Snedeker,84,14.8,49,331
60,61,61,Martin Piller,79,14.79,46,311
61,62,62,Blayne Barber,69,14.71,40,272
62,T63,T63,Corey Conners,97,14.59,55,377
63,T63,T63,Tyrone Van Aswegen,101,14.59,55,377
64,65,65,David Hearn,66,14.52,35,241
65,66,66,Jason Day,75,14.5,39,269
66,67,67,Anirban Lahiri,82,14.42,47,326
67,68,68,Sung Kang,89,14.41,49,340
68,69,69,Justin Rose,70,14.39,38,264
69,70,70,Nicholas Lindheim,77,14.34,40,279
70,T71,T71,Harris English,84,14.33,45,314
71,T71,T71,Mackenzie Hughes,80,14.33,44,307
72,73,73,Branden Grace,67,14.29,37,259
73,74,74,Robert Garrigus,80,14.24,44,309
74,T75,T75,Greg Chalmers,56,14.22,30,211
75,T75,T75,Michael Thompson,62,14.22,33,232
76,77,77,William McGirt,84,14.2,45,317
77,78,78,Xinjun Zhang,81,14.19,43,303
78,79,79,Andrew Landry,82,14.15,45,318
79,80,80,Zecheng Dou,53,14.07,28,199
80,81,81,Stewart Cink,87,14.04,49,349
81,82,82,Cameron Percy,56,13.93,28,201
82,T83,T83,Rob Oppenheim,74,13.92,38,273
83,T83,T83,Ethan Tracy,72,13.92,38,273
84,85,85,Harold Varner III,91,13.89,50,360
85,86,86,Matt Atkins,56,13.88,29,209
86,T87,T87,Si Woo Kim,108,13.83,57,412
87,T87,T87,Satoshi Kodaira,51,13.83,26,188
88,T87,T87,Denny McCarthy,71,13.83,35,253
89,90,90,Patrick Cantlay,87,13.74,43,313
90,91,91,Johnson Wagner,75,13.72,38,277
91,92,92,James Hahn,85,13.68,45,329
92,T93,T93,Michael Kim,74,13.67,38,278
93,T93,T93,Ian Poulter,73,13.67,35,256
94,95,95,Keith Mitchell,99,13.62,53,389
95,96,96,Tiger Woods,68,13.6,37,272
96,97,97,Zach Johnson,94,13.51,47,348
97,T98,T98,Ben Crane,65,13.5,32,237
98,T98,T98,Nick Taylor,94,13.5,49,363
99,100,100,Byeong Hun An,86,13.47,45,334
100,T101,T101,Charles Howell III,104,13.43,54,402
101,T101,T101,Jhonattan Vegas,92,13.43,47,350
102,T103,T103,Daniel Berger,81,13.42,40,298
103,T103,T103,Luke List,98,13.42,51,380
104,T103,T103,Scott Stallings,96,13.42,49,365
105,106,106,Ben Martin,64,13.41,35,261
106,T107,T107,Paul Casey,74,13.33,38,285
107,T107,T107,Tony Finau,105,13.33,52,390
108,109,109,Brian Stuard,103,13.3,52,391
109,110,110,Ben Silverman,90,13.27,45,339
110,111,111,Patrick Rodgers,97,13.26,50,377
111,112,112,Aaron Wise,90,13.17,47,357
112,113,113,Kevin Tway,110,13.16,55,418
113,114,114,Troy Merritt,89,13.12,45,343
114,115,115,Adam Hadwin,92,13.07,46,352
115,116,116,Whee Kim,93,13.06,47,360
116,117,117,Chris Kirk,108,13.05,56,429
117,T118,T118,Francesco Molinari,73,13.04,36,276
118,T118,T118,Robert Streb,78,13.04,39,299
119,120,120,Seamus Power,86,13.02,41,315
120,121,121,Jonas Blixt,67,12.97,31,239
121,122,122,Ryan Moore,78,12.9,40,310
122,123,123,Ryan Palmer,69,12.89,33,256
123,124,124,Nick Watney,94,12.88,47,365
124,T125,T125,J.J. Henry,81,12.79,39,305
125,T125,T125,Kyle Stanley,93,12.79,44,344
126,127,127,Abraham Ancer,98,12.69,49,386
127,128,128,Cody Gribble,71,12.64,33,261
128,129,129,Fabián Gómez,88,12.61,43,341
129,130,130,Martin Laird,73,12.6,33,262
130,131,131,Charley Hoffman,87,12.54,40,319
131,T132,T132,Tyler Duncan,97,12.53,47,375
132,T132,T132,Tom Hoge,101,12.53,47,375
133,T134,T134,Wesley Bryan,69,12.5,33,264
134,T134,T134,Ollie Schniederjans,91,12.5,44,352
135,136,136,Rory Sabbatini,91,12.47,45,361
136,137,137,Kevin Kisner,89,12.46,38,305
137,T138,T138,Russell Knox,94,12.4,45,363
138,T138,T138,Kevin Streelman,94,12.4,46,371
139,140,140,Charl Schwartzel,65,12.39,29,234
140,T141,T141,Billy Hurley III,70,12.36,32,259
141,T141,T141,Jamie Lovemark,92,12.36,44,356
142,T141,T141,Xander Schauffele,96,12.36,45,364
143,T144,T144,Scott Brown,102,12.34,49,397
144,T144,T144,Cameron Smith,85,12.34,38,308
145,146,146,Joel Dahmen,93,12.32,42,341
146,147,147,Jimmy Walker,81,12.22,38,311
147,T148,T148,Brian Harman,94,12.15,43,354
148,T148,T148,Matt Kuchar,88,12.15,39,321
149,150,150,Kelly Kraft,94,12.13,45,371
150,151,151,Kevin Chappell,77,12.11,35,289
151,152,152,Sean O'Hair,67,12.06,31,257
152,T153,T153,David Lingmerth,82,12.03,38,316
153,T153,T153,Graeme McDowell,67,12.03,29,241
154,155,155,Adam Schenk,86,12.0,39,325
155,156,156,Rory McIlroy,64,11.93,29,243
156,157,157,Lanto Griffin,80,11.78,35,297
157,158,158,Dominic Bozzelli,65,11.7,31,265
158,159,159,Retief Goosen,60,11.54,24,208
159,160,160,Matt Every,79,11.48,35,305
160,161,161,Chris Stroud,81,11.42,33,289
161,162,162,Bill Haas,76,11.33,34,300
162,163,163,Chad Campbell,87,11.25,36,320
163,164,164,Scott Piercy,84,11.21,36,321
164,165,165,Jason Dufner,71,11.2,28,250
165,166,166,Brice Garnett,99,11.17,43,385
166,167,167,Bubba Watson,90,11.11,35,315
167,168,168,Hunter Mahan,67,11.07,28,253
168,169,169,Richy Werenski,98,11.05,41,371
169,170,170,Gary Woodland,96,11.02,40,363
170,171,171,Peter Uihlein,83,10.97,34,310
171,172,172,Stephan Jaeger,81,10.82,33,305
172,173,173,Hudson Swafford,73,10.53,28,266
173,174,174,Lucas Glover,65,10.48,26,248
174,175,175,Patrick Reed,94,10.43,36,345
175,176,176,Brendan Steele,74,10.38,27,260
176,177,177,Steve Wheatcroft,60,10.3,24,233
177,178,178,Kyle Thompson,50,10.27,19,185
178,179,179,Alex Noren,67,10.17,24,236
179,180,180,J.B. Holmes,77,10.16,31,305
180,181,181,Rod Pampling,62,10.13,24,237
181,182,182,Tom Lovelady,87,10.09,33,327
182,183,183,Webb Simpson,95,10.05,37,368
183,184,184,Tyrrell Hatton,58,9.91,21,212
184,185,185,Jonathan Randolph,71,9.89,26,263
185,186,186,D.A. Points,63,9.88,24,243
186,187,187,Roberto Díaz,72,9.52,26,273
187,188,188,Cameron Tringale,67,9.49,24,253
188,189,189,Kiradech Aphibarnrat,51,9.44,17,180
189,190,190,Matt Jones,70,9.31,23,247
190,191,191,Henrik Stenson,60,8.56,19,222
191,192,192,Aaron Baddeley,84,7.89,25,317
192,193,193,Daniel Summerhays,51,6.08,11,181
