,Total_Eagles_RANK THIS WEEK,Total_Eagles_RANK LAST WEEK,Total_Eagles_PLAYER NAME,Total_Eagles_ROUNDS,Total_Eagles_TOTAL
139,T119,T119,Chris Stroud,81,5.0
140,T119,T119,Tyrone Van Aswegen,101,5.0
141,T142,T142,Scott Brown,102,4.0
142,T142,T142,Wesley Bryan,69,4.0
143,T142,T142,Austin Cook,107,4.0
144,T142,T142,Roberto Díaz,72,4.0
145,T142,T142,Jason Dufner,71,4.0
146,T142,T142,Tyrrell Hatton,58,4.0
147,T142,T142,Mackenzie Hughes,80,4.0
148,T142,T142,Matt Kuchar,88,4.0
149,T142,T142,Anirban Lahiri,82,4.0
150,T142,T142,Nate Lashley,51,4.0
151,T142,T142,David Lingmerth,82,4.0
152,T142,T142,Shane Lowry,64,4.0
153,T142,T142,Peter Malnati,87,4.0
154,T142,T142,Denny McCarthy,71,4.0
155,T142,T142,Graeme McDowell,67,4.0
156,T142,T142,Martin Piller,79,4.0
157,T142,T142,Seamus Power,86,4.0
158,T142,T142,Jonathan Randolph,71,4.0
159,T142,T142,Sam Saunders,80,4.0
160,T142,T142,Ben Silverman,90,4.0
161,T142,T142,J.J. Spaun,85,4.0
162,T142,T142,Kevin Streelman,94,4.0
163,T142,T142,Brian Stuard,103,4.0
164,T142,T142,Nick Taylor,94,4.0
165,T166,T166,Blayne Barber,69,3.0
166,T166,T166,Zac Blair,64,3.0
167,T166,T166,Zecheng Dou,53,3.0
168,T166,T166,Martin Flores,92,3.0
169,T166,T166,Retief Goosen,60,3.0
170,T166,T166,Cody Gribble,71,3.0
171,T166,T166,Emiliano Grillo,94,3.0
172,T166,T166,Hunter Mahan,67,3.0
173,T166,T166,Ben Martin,64,3.0
174,T166,T166,J.T. Poston,73,3.0
175,T166,T166,Justin Rose,70,3.0
176,T166,T166,Charl Schwartzel,65,3.0
177,T166,T166,Robert Streb,78,3.0
178,T166,T166,Vaughn Taylor,83,3.0
179,T166,T166,Steve Wheatcroft,60,3.0
180,T181,T181,J.J. Henry,81,2.0
181,T181,T181,Louis Oosthuizen,62,2.0
182,T181,T181,Rod Pampling,62,2.0
183,T181,T181,Pat Perez,82,2.0
184,T181,T181,Daniel Summerhays,51,2.0
185,T186,T186,Bud Cauley,55,1.0
186,T186,T186,Jim Furyk,50,1.0
187,T186,T186,Nicholas Lindheim,77,1.0
188,T186,T186,Ian Poulter,73,1.0
189,T186,T186,Michael Thompson,62,1.0
190,T186,T186,Andrew Yun,51,1.0
191,T192,T192,Greg Chalmers,56,
192,T192,T192,Kyle Thompson,50,
