,Par_3_Scoring_Average_RANK THIS WEEK,Par_3_Scoring_Average_RANK LAST WEEK,Par_3_Scoring_Average_PLAYER NAME,Par_3_Scoring_Average_ROUNDS,Par_3_Scoring_Average_AVG,Par_3_Scoring_Average_TOTAL STROKES,Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Dustin Johnson,77,2.96,860,291
1,2,2,Ricky Barnes,65,2.97,705,237
2,T3,T3,Emiliano Grillo,94,2.98,1089,366
3,T3,T3,Brett Stegmaier,67,2.98,730,245
4,T5,T5,Bronson Burgoon,69,3.0,824,275
5,T5,T5,Austin Cook,107,3.0,1277,425
6,T5,T5,Chesson Hadley,103,3.0,1192,397
7,T5,T5,Nate Lashley,51,3.0,567,189
8,T5,T5,Marc Leishman,93,3.0,1057,352
9,T5,T5,Francesco Molinari,73,3.0,828,276
10,T5,T5,Chez Reavie,93,3.0,1036,345
11,T5,T5,Sam Ryder,82,3.0,976,325
12,T5,T5,Johnson Wagner,75,3.0,831,277
13,T14,T14,Zac Blair,64,3.01,701,233
14,T14,T14,Paul Casey,74,3.01,858,285
15,T14,T14,Rickie Fowler,74,3.01,867,288
16,T14,T14,Brian Gay,103,3.01,1226,407
17,T14,T14,Branden Grace,67,3.01,779,259
18,T14,T14,Brandon Harkins,101,3.01,1154,383
19,T14,T14,David Hearn,66,3.01,725,241
20,T14,T14,Zach Johnson,94,3.01,1047,348
21,T14,T14,Jason Kokrak,99,3.01,1202,399
22,T14,T14,Danny Lee,88,3.01,1041,346
23,T14,T14,Hideki Matsuyama,75,3.01,849,282
24,T14,T14,Rob Oppenheim,74,3.01,821,273
25,T14,T14,J.T. Poston,73,3.01,859,285
26,T14,T14,Andrew Putnam,97,3.01,1079,359
27,T28,T28,Rafa Cabrera Bello,75,3.02,837,277
28,T28,T28,Alex Cejka,77,3.02,848,281
29,T28,T28,Billy Horschel,86,3.02,989,327
30,T28,T28,Beau Hossler,104,3.02,1253,415
31,T28,T28,John Huh,94,3.02,1093,362
32,T28,T28,Sung Kang,89,3.02,1027,340
33,T28,T28,Patton Kizzire,92,3.02,1056,350
34,T28,T28,Shane Lowry,64,3.02,686,227
35,T28,T28,Denny McCarthy,71,3.02,763,253
36,T28,T28,William McGirt,84,3.02,957,317
37,T28,T28,Kevin Na,91,3.02,1029,341
38,T28,T28,Patrick Rodgers,97,3.02,1140,377
39,T28,T28,Justin Rose,70,3.02,798,264
40,T28,T28,Sam Saunders,80,3.02,910,301
41,T28,T28,Conrad Shindler,60,3.02,680,225
42,T28,T28,Tyrone Van Aswegen,101,3.02,1140,377
43,T44,T44,Keegan Bradley,98,3.03,1129,372
44,T44,T44,Bud Cauley,55,3.03,649,214
45,T44,T44,Ben Crane,65,3.03,717,237
46,T44,T44,Bryson DeChambeau,93,3.03,1110,366
47,T44,T44,Derek Fathauer,84,3.03,980,323
