,Consecutive_Birdies_Streak_RANK THIS WEEK,Consecutive_Birdies_Streak_RANK LAST WEEK,Consecutive_Birdies_Streak_PLAYER NAME,Consecutive_Birdies_Streak_EVENTS,Consecutive_Birdies_Streak_NUMBER OF HOLES
0,T1,T1,Stephen Ames,23,7
1,T1,T1,Anthony Kim,26,7
2,T1,T1,Mark Wilson,25,7
3,T4,T4,Bob Estes,28,6
4,T4,T4,Jeff Maggert,26,6
5,T4,T4,David Toms,22,6
6,T7,T7,Tommy Armour III,24,5
7,T7,T7,Arjun Atwal,12,5
8,T7,T7,Woody Austin,27,5
9,T7,T7,Jason Bohn,17,5
10,T7,T7,Craig Bowden,25,5
11,T7,T7,Jeff Brehaut,21,5
12,T7,T7,Chad Campbell,28,5
13,T7,T7,K.J. Choi,25,5
14,T7,T7,José Coceres,17,5
15,T7,T7,John Daly,24,5
16,T7,T7,Ernie Els,16,5
17,T7,T7,Steve Flesch,31,5
18,T7,T7,Robert Gamez,30,5
19,T7,T7,Robert Garrigus,28,5
20,T7,T7,Tom Gillis,3,5
21,T7,T7,Jason Gore,27,5
22,T7,T7,Paul Goydos,19,5
23,T7,T7,J.P. Hayes,28,5
24,T7,T7,Charley Hoffman,30,5
25,T7,T7,J.B. Holmes,24,5
26,T7,T7,Freddie Jacobson,20,5
27,T7,T7,Craig Kanada,34,5
28,T7,T7,Danny King,1,5
29,T7,T7,Brad Lardon,3,5
30,T7,T7,Stephen Leaney,26,5
31,T7,T7,Jarrod Lyle,24,5
32,T7,T7,Daisuke Maruyama,28,5
33,T7,T7,Parker McLachlin,28,5
34,T7,T7,Phil Mickelson,22,5
35,T7,T7,Ryan Moore,28,5
36,T7,T7,Kevin Na,27,5
37,T7,T7,José María Olazábal,16,5
38,T7,T7,Tom Pernice Jr.,31,5
39,T7,T7,Dicky Pride,25,5
40,T7,T7,Adam Scott,19,5
41,T7,T7,Henrik Stenson,15,5
42,T7,T7,Kevin Sutherland,25,5
43,T7,T7,Johnson Wagner,33,5
44,T7,T7,Lee Williams,2,5
45,T46,T46,Steve Allan,18,4
46,T46,T46,Michael Allen,22,4
47,T46,T46,Billy Andrade,27,4
48,T46,T46,Stuart Appleby,24,4
49,T46,T46,Briny Baird,31,4
50,T46,T46,Craig Barlow,16,4
51,T46,T46,Rich Beem,29,4
52,T46,T46,David Branshaw,30,4
53,T46,T46,D.J. Brigman,22,4
54,T46,T46,Bart Bryant,25,4
55,T46,T46,Jonathan Byrd,23,4
56,T46,T46,Tom Byrum,20,4
57,T46,T46,Ángel Cabrera,14,4
58,T46,T46,Mark Calcavecchia,28,4
59,T46,T46,Alex Cejka,25,4
60,T46,T46,Daniel Chopra,34,4
61,T46,T46,Stewart Cink,25,4
62,T46,T46,Tim Clark,19,4
63,T46,T46,Gavin Coles,28,4
64,T46,T46,Chris Couch,30,4
65,T46,T46,Ben Curtis,25,4
66,T46,T46,Brian Davis,28,4
67,T46,T46,Marco Dawson,23,4
68,T46,T46,Brendon de Jonge,26,4
69,T46,T46,Bubba Dickerson,19,4
70,T46,T46,Ken Duke,31,4
71,T46,T46,Steve Elkington,25,4
72,T46,T46,Dan Forsman,12,4
73,T46,T46,Fred Funk,22,4
74,T46,T46,Jim Furyk,23,4
75,T46,T46,Sergio Garcia,19,4
76,T46,T46,Brian Gay,32,4
77,T46,T46,Lucas Glover,29,4
78,T46,T46,Mathew Goggin,30,4
79,T46,T46,Paul Gow,26,4
