,Consecutive_Sand_Saves_RANK THIS WEEK,Consecutive_Sand_Saves_RANK LAST WEEK,Consecutive_Sand_Saves_PLAYER NAME,Consecutive_Sand_Saves_EVENTS,Consecutive_Sand_Saves_STREAK,Consecutive_Sand_Saves_CURRENT STREAK,Consecutive_Sand_Saves_ROUND,Consecutive_Sand_Saves_HOLE,Consecutive_Sand_Saves_YEAR/TOURN#
0,1,1,Tim Clark,19,15,6.0,1,13,2007390
1,2,2,Johnson Wagner,33,14,,2,4,2007300
2,T3,T3,Jason Bohn,17,13,4.0,2,1,2007110
3,T3,T3,José Coceres,17,13,,2,5,2007100
4,T5,T5,Paul Azinger,13,12,2.0,1,4,2007030
5,T5,T5,Craig Barlow,16,12,4.0,1,4,2007280
6,T5,T5,Steve Flesch,31,12,7.0,4,17,2007330
7,T5,T5,Corey Pavin,25,12,3.0,1,14,2007300
8,T9,T9,Michael Boyd,21,11,3.0,1,16,2007360
9,T9,T9,Olin Browne,15,11,1.0,1,11,2007210
10,T9,T9,Jonathan Byrd,23,11,2.0,3,15,2007160
11,T9,T9,Gavin Coles,28,11,,2,8,2007260
12,T9,T9,Brian Davis,28,11,3.0,2,16,2007240
13,T9,T9,Matt Kuchar,26,11,,4,6,2007100
14,T9,T9,Kevin Na,27,11,,2,17,2007410
15,T9,T9,Tom Pernice Jr.,31,11,,1,13,2007220
16,T17,T17,K.J. Choi,25,10,2.0,2,10,2007200
17,T17,T17,Tim Herron,27,10,3.0,4,1,2007290
18,T17,T17,George McNeill,30,10,,2,11,2007070
19,T17,T17,Shaun Micheel,29,10,,2,18,2007230
20,T17,T17,Ted Purdy,33,10,1.0,4,4,2007220
21,T17,T17,Chris Riley,17,10,4.0,2,1,2007040
22,T17,T17,Adam Scott,19,10,2.0,1,6,2007390
23,T24,T24,Stuart Appleby,24,9,1.0,1,8,2007310
24,T24,T24,Aaron Baddeley,23,9,1.0,4,9,2007390
25,T24,T24,Mark Brooks,18,9,1.0,2,17,2007350
26,T24,T24,Ken Duke,31,9,1.0,1,11,2007200
27,T24,T24,Steve Elkington,25,9,,1,7,2007160
28,T24,T24,Jason Gore,27,9,1.0,4,18,2007330
29,T24,T24,Paul Goydos,19,9,4.0,4,14,2007120
30,T24,T24,Ryuji Imada,32,9,2.0,1,11,2007200
31,T24,T24,Trevor Immelman,21,9,2.0,3,5,2007130
32,T24,T24,Craig Kanada,34,9,,2,11,2007270
33,T24,T24,Anthony Kim,26,9,4.0,3,4,2007140
34,T24,T24,Doug LaBelle II,33,9,2.0,3,17,2007320
35,T24,T24,Justin Leonard,29,9,3.0,2,15,2007200
36,T24,T24,Phil Mickelson,22,9,,1,4,2007380
37,T24,T24,Geoff Ogilvy,22,9,,3,10,2007370
38,T24,T24,Jeev Milkha Singh,12,9,,4,2,2007340
39,T24,T24,Steve Wheatcroft,25,9,,3,15,2007260
40,T24,T24,Charlie Wi,27,9,1.0,3,11,2007170
41,T42,T42,Alex Cejka,25,8,3.0,2,18,2007370
42,T42,T42,Glen Day,27,8,,1,14,2007330
43,T42,T42,Fred Funk,22,8,,1,11,2007050
44,T42,T42,Anders Hansen,17,8,1.0,2,7,2007350
45,T42,T42,Tripp Isenhour,32,8,,4,2,2007030
46,T42,T42,Bernhard Langer,14,8,1.0,3,12,2007200
47,T42,T42,Sean O'Hair,28,8,,1,15,2007460
48,T42,T42,Ryan Palmer,30,8,1.0,4,16,2007420
49,T42,T42,Tim Petrovic,32,8,,1,12,2007180
50,T42,T42,John Rollins,29,8,,4,3,2007200
51,T42,T42,Vaughn Taylor,28,8,,2,13,2007390
52,T42,T42,Brett Wetterich,28,8,,3,11,2007040
53,T54,T54,Michael Allen,22,7,,3,8,2007180
54,T54,T54,Stephen Ames,23,7,5.0,3,6,2007150
55,T54,T54,Briny Baird,31,7,,3,5,2007290
56,T54,T54,Ryan Benzel,1,7,,2,13,2007350
57,T54,T54,Andrew Buckle,26,7,,1,10,2007280
58,T54,T54,Daniel Chopra,34,7,2.0,3,13,2007140
59,T54,T54,John Daly,24,7,,4,15,2007450
60,T54,T54,Marco Dawson,23,7,3.0,4,5,2007450
61,T54,T54,Jay Delsing,12,7,,1,4,2007420
62,T54,T54,Ernie Els,16,7,,2,15,2007390
63,T54,T54,Brad Faxon,18,7,2.0,1,13,2007100
64,T54,T54,Todd Fischer,4,7,7.0,3,7,2007330
65,T54,T54,Nathan Green,29,7,2.0,1,10,2007020
66,T54,T54,Anton Haig,2,7,,2,16,2007340
67,T54,T54,J.P. Hayes,28,7,1.0,1,15,2007360
68,T54,T54,Charles Howell III,26,7,1.0,2,11,2007340
69,T54,T54,Richard Johnson,32,7,,1,15,2007230
70,T54,T54,Kent Jones,30,7,4.0,3,14,2007420
71,T54,T54,Cliff Kresge,30,7,,1,4,2007220
72,T54,T54,Craig Lile,24,7,2.0,3,12,2007330
73,T54,T54,Jeff Maggert,26,7,,2,8,2007110
74,T54,T54,Parker McLachlin,28,7,1.0,3,15,2007190
75,T54,T54,Arron Oberholser,21,7,,2,11,2007140
76,T54,T54,Jeff Overton,19,7,1.0,1,4,2007410
77,T54,T54,Rod Pampling,25,7,4.0,3,17,2007070
78,T54,T54,Carl Pettersson,31,7,1.0,1,9,2007360
79,T54,T54,Dicky Pride,25,7,,1,1,2007270
80,T54,T54,Vijay Singh,27,7,4.0,1,1,2007350
81,T54,T54,Brandt Snedeker,29,7,,1,6,2007400
82,T54,T54,Henrik Stenson,15,7,,1,9,2007200
83,T54,T54,Kevin Sutherland,25,7,,4,14,2007140
84,T54,T54,Kirk Triplett,25,7,1.0,3,10,2007450
85,T54,T54,Bubba Watson,26,7,,4,16,2007040
86,T54,T54,Garrett Willis,13,7,,1,3,2007060
87,T54,T54,Mark Wilson,25,7,,2,15,2007390
88,T54,T54,Tiger Woods,16,7,1.0,4,17,2007150
89,T90,T90,Eric Axley,36,6,1.0,2,10,2007270
90,T90,T90,Rich Barcelo,26,6,,4,13,2007240
91,T90,T90,Notah Begay III,7,6,2.0,2,12,2007280
92,T90,T90,Thomas Bjørn,6,6,2.0,3,18,2007310
93,T90,T90,Craig Bowden,25,6,1.0,1,5,2007180
94,T90,T90,Tom Byrum,20,6,1.0,2,6,2007060
95,T90,T90,Paul Casey,10,6,,2,13,2007130
96,T90,T90,Stewart Cink,25,6,2.0,3,14,2007350
97,T90,T90,Darren Clarke,10,6,2.0,2,3,2007270
98,T90,T90,Ben Curtis,25,6,2.0,2,3,2007200
99,T90,T90,Bubba Dickerson,19,6,2.0,2,5,2007170
100,T90,T90,Luke Donald,20,6,4.0,4,7,2007350
101,T90,T90,Jason Dufner,32,6,,1,9,2007140
102,T90,T90,Joe Durant,28,6,,2,12,2007410
103,T90,T90,Bob Estes,28,6,,1,16,2007410
104,T90,T90,Harrison Frazar,32,6,,1,13,2007420
105,T90,T90,Sergio Garcia,19,6,5.0,1,6,2007130
106,T90,T90,Brian Gay,32,6,,3,17,2007360
107,T90,T90,Scott Gutschewski,22,6,1.0,2,14,2007290
108,T90,T90,Dudley Hart,12,6,1.0,2,4,2007100
109,T90,T90,Bob Heintz,27,6,3.0,1,1,2007110
110,T90,T90,Mark Hensby,25,6,,4,14,2007340
111,T90,T90,Freddie Jacobson,20,6,1.0,2,5,2007220
112,T90,T90,Shingo Katayama,7,6,,2,13,2007130
113,T90,T90,Jarrod Lyle,24,6,2.0,1,5,2007320
114,T90,T90,Hunter Mahan,27,6,4.0,4,10,2007280
115,T90,T90,John Mallinger,29,6,1.0,1,17,2007320
116,T90,T90,Shigeki Maruyama,31,6,4.0,1,2,2007300
117,T90,T90,Billy Mayfair,30,6,,1,4,2007390
118,T90,T90,Jim McGovern,5,6,,1,5,2007420
119,T90,T90,Bryce Molder,21,6,4.0,2,7,2007330
120,T90,T90,Joe Ogilvie,31,6,1.0,1,16,2007260
121,T90,T90,José María Olazábal,16,6,1.0,4,7,2007150
122,T90,T90,Jesper Parnevik,27,6,,4,10,2007100
123,T90,T90,Steve Pellegrine,1,6,,1,12,2007060
124,T90,T90,Kenny Perry,24,6,1.0,3,10,2007260
125,T90,T90,Ian Poulter,18,6,2.0,2,13,2007030
126,T90,T90,Jeff Quinney,29,6,,1,12,2007070
127,T90,T90,Kyle Reifers,27,6,,2,15,2007230
128,T90,T90,Justin Rose,16,6,3.0,1,2,2007030
129,T90,T90,Michael Sim,17,6,,1,8,2007420
130,T90,T90,Heath Slocum,28,6,3.0,2,3,2007380
131,T90,T90,David Toms,22,6,5.0,3,17,2007350
132,T90,T90,Jaco Van Zyl,21,6,,2,15,2007360
133,T90,T90,Scott Verplank,23,6,1.0,4,11,2007220
134,T90,T90,Camilo Villegas,24,6,,2,17,2007150
135,T90,T90,Boo Weekley,29,6,,1,8,2007350
136,T90,T90,Mike Weir,23,6,6.0,2,11,2007460
137,T90,T90,Jay Williamson,14,6,3.0,3,10,2007270
138,T90,T90,Dean Wilson,28,6,,1,5,2007160
139,T140,T140,Billy Andrade,27,5,,4,18,2007280
140,T140,T140,Ryan Armour,32,5,3.0,4,6,2007120
141,T140,T140,Woody Austin,27,5,1.0,4,13,2007110
142,T140,T140,Ricky Barnes,2,5,,3,3,2007060
143,T140,T140,Cameron Beckman,29,5,,3,8,2007450
144,T140,T140,Jeff Brehaut,21,5,,4,7,2007250
145,T140,T140,D.J. Brigman,22,5,1.0,1,12,2007060
146,T140,T140,Ángel Cabrera,14,5,5.0,4,3,2007390
147,T140,T140,Chad Campbell,28,5,1.0,2,9,2007410
148,T140,T140,Kenneth Ferrie,2,5,2.0,1,1,2007150
149,T140,T140,Peter Fowler,1,5,,1,2,2007310
150,T140,T140,Carlos Franco,12,5,4.0,1,12,2007330
151,T140,T140,Jim Furyk,23,5,1.0,4,12,2007200
152,T140,T140,Lucas Glover,29,5,2.0,1,15,2007270
153,T140,T140,Retief Goosen,14,5,1.0,4,8,2007200
154,T140,T140,Jeff Gove,30,5,,3,6,2007465
155,T140,T140,Paul Gow,26,5,2.0,2,7,2007100
156,T140,T140,Richard Green,5,5,,3,18,2007310
157,T140,T140,Mathias Grönberg,31,5,,2,5,2007290
158,T140,T140,Scott Gump,12,5,2.0,1,12,2007330
159,T140,T140,Bill Haas,30,5,3.0,3,5,2007040
160,T140,T140,Matt Hendrix,24,5,1.0,2,12,2007330
161,T140,T140,J.J. Henry,26,5,,3,5,2007220
162,T140,T140,J.B. Holmes,24,5,,1,13,2007220
163,T140,T140,Raphael Jacquelin,3,5,,1,10,2007310
164,T140,T140,Lee Janzen,24,5,5.0,2,7,2007480
165,T140,T140,Zach Johnson,23,5,2.0,3,2,2007310
166,T140,T140,Robert Karlsson,13,5,4.0,1,16,2007180
167,T140,T140,Stephen Leaney,26,5,,3,5,2007180
168,T140,T140,Tom Lehman,19,5,2.0,4,7,2007270
169,T140,T140,Frank Lickliter II,30,5,2.0,4,8,2007220
170,T140,T140,Peter Lonard,27,5,1.0,4,17,2007110
171,T140,T140,Steve Lowery,22,5,,4,2,2007230
172,T140,T140,Will MacKenzie,30,5,,4,15,2007330
173,T140,T140,Steve Marino,31,5,1.0,1,3,2007220
174,T140,T140,Daisuke Maruyama,28,5,,3,16,2007240
175,T140,T140,Bob May,16,5,,3,11,2007330
176,T140,T140,John Merrick,29,5,,1,2,2007420
177,T140,T140,Colin Montgomerie,9,5,1.0,2,6,2007130
178,T140,T140,Ryan Moore,28,5,,1,8,2007230
179,T140,T140,Jonathan Moore,2,5,1.0,2,17,2007160
180,T140,T140,Nick O'Hern,22,5,1.0,2,1,2007250
181,T140,T140,Greg Owen,29,5,2.0,3,7,2007030
182,T140,T140,Pat Perez,27,5,1.0,1,7,2007350
183,T140,T140,Brett Quigley,25,5,,3,3,2007050
184,T140,T140,Jim Rutledge,23,5,,2,9,2007290
185,T140,T140,Rory Sabbatini,23,5,,3,12,2007390
186,T140,T140,Jason Schultz,22,5,,2,13,2007450
187,T140,T140,John Senden,27,5,,4,18,2007310
188,T140,T140,"Wes Short, Jr.",12,5,,3,14,2007140
189,T140,T140,Jerry Smith,19,5,,4,12,2007320
190,T140,T140,Kevin Stadler,31,5,1.0,3,7,2007270
191,T140,T140,Paul Stankowski,18,5,5.0,4,3,2007330
192,T140,T140,Phil Tataurangi,8,5,,1,11,2007360
193,T140,T140,D.J. Trahan,30,5,,2,7,2007420
194,T140,T140,Grant Waite,12,5,,4,1,2007450
195,T140,T140,Nick Watney,26,5,2.0,2,10,2007050
196,T140,T140,Tom Watson,2,5,,2,5,2007060
197,T140,T140,Y.E. Yang,9,5,,1,13,2007340
198,T199,T199,Steven Alker,1,4,1.0,1,8,2007310
199,T199,T199,Steve Allan,18,4,2.0,2,18,2007330
200,T199,T199,Robert Allenby,28,4,2.0,3,14,2007270
