,Best_YTD_1-Putt_or_Better_Streak_RANK THIS WEEK,Best_YTD_1-Putt_or_Better_Streak_RANK LAST WEEK,Best_YTD_1-Putt_or_Better_Streak_PLAYER NAME,Best_YTD_1-Putt_or_Better_Streak_EVENTS,Best_YTD_1-Putt_or_Better_Streak_VALUE
0,1,1,Rory Sabbatini,23,18
1,2,2,David Howell,10,13
2,T3,T3,Chris DiMarco,24,12
3,T3,T3,Brian Gay,32,12
4,T3,T3,Michael Sim,17,12
5,6,6,Brian Bateman,18,11
6,T7,T7,Woody Austin,27,10
7,T7,T7,Aaron Baddeley,23,10
8,T7,T7,Jeff Brehaut,21,10
9,T7,T7,John Huston,16,10
10,T7,T7,Sean O'Hair,28,10
11,T7,T7,José María Olazábal,16,10
12,T7,T7,John Rollins,29,10
13,T7,T7,Jeev Milkha Singh,12,10
14,T7,T7,Darron Stiles,24,10
15,T7,T7,David Toms,22,10
16,T7,T7,Jaco Van Zyl,21,10
17,T18,T18,Fulton Allem,1,9
18,T18,T18,Michael Allen,22,9
19,T18,T18,Eric Axley,36,9
20,T18,T18,Rich Barcelo,26,9
21,T18,T18,Mark Calcavecchia,28,9
22,T18,T18,Ben Crane,9,9
23,T18,T18,Ben Curtis,25,9
24,T18,T18,David Diaz,1,9
25,T18,T18,Luke Donald,20,9
26,T18,T18,Robert Garrigus,28,9
27,T18,T18,Charley Hoffman,30,9
28,T18,T18,Tripp Isenhour,32,9
29,T18,T18,Freddie Jacobson,20,9
30,T18,T18,Cliff Kresge,30,9
31,T18,T18,Davis Love III,21,9
32,T18,T18,Jarrod Lyle,24,9
33,T18,T18,Ryan Moore,28,9
34,T18,T18,Kevin Na,27,9
35,T18,T18,Arron Oberholser,21,9
36,T18,T18,Tom Pernice Jr.,31,9
37,T18,T18,Kyle Reifers,27,9
38,T18,T18,Chris Riley,17,9
39,T18,T18,Jerry Smith,19,9
40,T18,T18,Chris Stroud,24,9
41,T18,T18,D.J. Trahan,30,9
42,T18,T18,Charles Warren,29,9
43,T44,T44,Steve Allan,18,8
44,T44,T44,Ryan Armour,32,8
45,T44,T44,Paul Azinger,13,8
46,T44,T44,Rich Beem,29,8
47,T44,T44,Craig Bowden,25,8
48,T44,T44,D.J. Brigman,22,8
49,T44,T44,Andrew Buckle,26,8
50,T44,T44,Ángel Cabrera,14,8
51,T44,T44,Tim Clark,19,8
52,T44,T44,Gavin Coles,28,8
53,T44,T44,Chris Couch,30,8
54,T44,T44,Steve Elkington,25,8
55,T44,T44,Derek Fathauer,1,8
56,T44,T44,Todd Fischer,4,8
57,T44,T44,Harrison Frazar,32,8
58,T44,T44,Fred Funk,22,8
59,T44,T44,Jim Furyk,23,8
60,T44,T44,Robert Gamez,30,8
61,T44,T44,Tom Gillis,3,8
62,T44,T44,Jason Gore,27,8
63,T44,T44,Paul Goydos,19,8
64,T44,T44,Nathan Green,29,8
65,T44,T44,Mathias Grönberg,31,8
66,T44,T44,Todd Hamilton,28,8
67,T44,T44,J.P. Hayes,28,8
68,T44,T44,Anthony Kim,26,8
69,T44,T44,Justin Leonard,29,8
70,T44,T44,Will MacKenzie,30,8
71,T44,T44,Jeff Maggert,26,8
72,T44,T44,John Mallinger,29,8
73,T44,T44,Len Mattiace,10,8
74,T44,T44,George McNeill,30,8
75,T44,T44,Shaun Micheel,29,8
76,T44,T44,Kelly Mitchum,4,8
77,T44,T44,Mark O'Meara,4,8
78,T44,T44,Kenny Perry,24,8
79,T44,T44,Carl Pettersson,31,8
80,T44,T44,Ian Poulter,18,8
81,T44,T44,Dicky Pride,25,8
82,T44,T44,Brett Quigley,25,8
83,T44,T44,Justin Rose,16,8
84,T44,T44,Brandt Snedeker,29,8
85,T44,T44,Kevin Sutherland,25,8
86,T44,T44,Vaughn Taylor,28,8
87,T44,T44,Bo Van Pelt,30,8
88,T44,T44,Lee Westwood,8,8
89,T44,T44,Dean Wilson,28,8
90,T44,T44,Tiger Woods,16,8
91,T44,T44,Y.E. Yang,9,8
92,T93,T93,William Amundsen,1,7
93,T93,T93,Stuart Appleby,24,7
94,T93,T93,Tommy Armour III,24,7
95,T93,T93,Arjun Atwal,12,7
96,T93,T93,Briny Baird,31,7
97,T93,T93,John Bickerton,2,7
98,T93,T93,Thomas Bjørn,6,7
99,T93,T93,Guy Boros,4,7
100,T93,T93,Mark Brooks,18,7
101,T93,T93,Olin Browne,15,7
102,T93,T93,Chad Campbell,28,7
103,T93,T93,Daniel Chopra,34,7
104,T93,T93,Stewart Cink,25,7
105,T93,T93,Robert Damron,10,7
106,T93,T93,Brian Davis,28,7
107,T93,T93,Marco Dawson,23,7
108,T93,T93,Brendon de Jonge,26,7
109,T93,T93,Jason Dufner,32,7
110,T93,T93,Ken Duke,31,7
111,T93,T93,Niclas Fasth,10,7
112,T93,T93,Steve Flesch,31,7
113,T93,T93,Dan Forsman,12,7
114,T93,T93,Carlos Franco,12,7
115,T93,T93,Brent Geiberger,17,7
116,T93,T93,Mathew Goggin,30,7
117,T93,T93,Retief Goosen,14,7
118,T93,T93,Jeff Gove,30,7
119,T93,T93,Anders Hansen,17,7
120,T93,T93,Bob Heintz,27,7
121,T93,T93,Mark Hensby,25,7
122,T93,T93,Tim Herron,27,7
123,T93,T93,J.B. Holmes,24,7
124,T93,T93,Charles Howell III,26,7
125,T93,T93,Ryuji Imada,32,7
126,T93,T93,Tom Johnson,27,7
127,T93,T93,Craig Kanada,34,7
128,T93,T93,Robert Karlsson,13,7
129,T93,T93,Shingo Katayama,7,7
130,T93,T93,Greg Kraft,10,7
131,T93,T93,Tom Lehman,19,7
132,T93,T93,Frank Lickliter II,30,7
133,T93,T93,Craig Lile,24,7
134,T93,T93,Bryant MacKellar,1,7
135,T93,T93,Hunter Mahan,27,7
136,T93,T93,Steve Marino,31,7
137,T93,T93,Shigeki Maruyama,31,7
138,T93,T93,Troy Matteson,26,7
139,T93,T93,Paul McGinley,5,7
140,T93,T93,Jim McGovern,5,7
141,T93,T93,Parker McLachlin,28,7
142,T93,T93,Spike McRoy,6,7
143,T93,T93,Rocco Mediate,22,7
144,T93,T93,Phil Mickelson,22,7
145,T93,T93,Brian Miller,1,7
146,T93,T93,Bryce Molder,21,7
147,T93,T93,Nick O'Hern,22,7
148,T93,T93,Joe Ogilvie,31,7
149,T93,T93,Geoff Ogilvy,22,7
150,T93,T93,Jeff Overton,19,7
151,T93,T93,Rod Pampling,25,7
152,T93,T93,Pat Perez,27,7
153,T93,T93,Tim Petrovic,32,7
154,T93,T93,Ted Purdy,33,7
155,T93,T93,Jeff Quinney,29,7
156,T93,T93,Andrew Ruthkoski,2,7
157,T93,T93,Jason Schultz,22,7
158,T93,T93,Adam Scott,19,7
159,T93,T93,Vijay Singh,27,7
160,T93,T93,Heath Slocum,28,7
161,T93,T93,Jeff Sluman,21,7
162,T93,T93,Henrik Stenson,15,7
163,T93,T93,Graeme Storm,3,7
164,T93,T93,Steve Stricker,23,7
165,T93,T93,Oliver Thomson,2,7
