,YTD_Par_or_Better_Streak_RANK THIS WEEK,YTD_Par_or_Better_Streak_RANK LAST WEEK,YTD_Par_or_Better_Streak_PLAYER NAME,YTD_Par_or_Better_Streak_NUMBER OF ROUNDS
0,1,1,Joe Durant,22
1,2,2,Bo Van Pelt,19
2,3,3,Heath Slocum,17
3,4,4,Aaron Baddeley,15
4,T5,T5,George McNeill,14
5,T5,T5,Steve Stricker,14
6,T5,T5,David Toms,14
7,T5,T5,Scott Verplank,14
8,T5,T5,Nick Watney,14
9,T5,T5,Dean Wilson,14
10,T11,T11,John Mallinger,13
11,T11,T11,Sean O'Hair,13
12,T11,T11,Jesper Parnevik,13
13,T11,T11,Kenny Perry,13
14,T11,T11,Charlie Wi,13
15,T16,T16,Mathias Grönberg,12
16,T16,T16,Matt Kuchar,12
17,T16,T16,Bernhard Langer,12
18,T16,T16,Justin Leonard,12
19,T16,T16,Phil Mickelson,12
20,T16,T16,Jay Williamson,12
21,T22,T22,Luke Donald,11
22,T22,T22,Bob Estes,11
23,T22,T22,Scott Gutschewski,11
24,T22,T22,Troy Matteson,11
25,T22,T22,Parker McLachlin,11
26,T22,T22,Joe Ogilvie,11
27,T22,T22,Jeff Quinney,11
28,T22,T22,Chris Stroud,11
29,T22,T22,Tiger Woods,11
30,T31,T31,Robert Allenby,10
31,T31,T31,Cameron Beckman,10
32,T31,T31,Craig Bowden,10
33,T31,T31,Bart Bryant,10
34,T31,T31,K.J. Choi,10
35,T31,T31,Stewart Cink,10
36,T31,T31,Ken Duke,10
37,T31,T31,Jim Furyk,10
38,T31,T31,Paul Goydos,10
39,T31,T31,Bill Haas,10
40,T31,T31,Dudley Hart,10
41,T31,T31,Trevor Immelman,10
42,T31,T31,Stephen Leaney,10
43,T31,T31,Frank Lickliter II,10
44,T31,T31,Adam Scott,10
45,T31,T31,John Senden,10
46,T31,T31,Charles Warren,10
47,T31,T31,Bubba Watson,10
48,T31,T31,Mark Wilson,10
49,T50,T50,Ricky Barnes,9
50,T50,T50,Justin Bolli,9
51,T50,T50,Daniel Chopra,9
52,T50,T50,Brian Davis,9
53,T50,T50,Brendon de Jonge,9
54,T50,T50,Nick Flanagan,9
55,T50,T50,Dan Forsman,9
56,T50,T50,Fred Funk,9
57,T50,T50,Lucas Glover,9
58,T50,T50,Nathan Green,9
59,T50,T50,Kent Jones,9
60,T50,T50,Cliff Kresge,9
61,T50,T50,Neal Lancaster,9
62,T50,T50,Graeme McDowell,9
63,T50,T50,John Merrick,9
64,T50,T50,Shaun Micheel,9
65,T50,T50,Geoff Ogilvy,9
66,T50,T50,Greg Owen,9
67,T50,T50,Rod Pampling,9
68,T50,T50,Pat Perez,9
69,T50,T50,Chris Riley,9
70,T50,T50,Rory Sabbatini,9
71,T50,T50,Chris Tidland,9
72,T73,T73,Steve Allan,8
73,T73,T73,Stuart Appleby,8
74,T73,T73,Tommy Armour III,8
75,T73,T73,Ryan Armour,8
76,T73,T73,Briny Baird,8
77,T73,T73,Rich Barcelo,8
78,T73,T73,Rich Beem,8
79,T73,T73,David Branshaw,8
80,T73,T73,Jonathan Byrd,8
81,T73,T73,Tom Byrum,8
82,T73,T73,Chad Campbell,8
83,T73,T73,Alex Cejka,8
84,T73,T73,Tim Clark,8
85,T73,T73,Steve Elkington,8
86,T73,T73,Harrison Frazar,8
87,T73,T73,Robert Gamez,8
88,T73,T73,Sergio Garcia,8
89,T73,T73,Brian Gay,8
90,T73,T73,Anders Hansen,8
91,T73,T73,Tim Herron,8
92,T73,T73,Charley Hoffman,8
93,T73,T73,Charles Howell III,8
94,T73,T73,Freddie Jacobson,8
95,T73,T73,Tom Lehman,8
96,T73,T73,Peter Lonard,8
97,T73,T73,Billy Mayfair,8
98,T73,T73,Bryce Molder,8
99,T73,T73,Kevin Na,8
100,T73,T73,Tim Petrovic,8
101,T73,T73,Ian Poulter,8
102,T73,T73,Jason Schultz,8
103,T73,T73,Kevin Stadler,8
104,T73,T73,Darron Stiles,8
105,T73,T73,Vaughn Taylor,8
106,T73,T73,Camilo Villegas,8
107,T73,T73,Mike Weir,8
108,T73,T73,Brett Wetterich,8
109,T73,T73,Garrett Willis,8
110,T111,T111,Woody Austin,7
111,T111,T111,Jason Bohn,7
112,T111,T111,Michael Bradley,7
113,T111,T111,Chris Couch,7
114,T111,T111,Ernie Els,7
115,T111,T111,Matt Every,7
116,T111,T111,Brent Geiberger,7
117,T111,T111,Mathew Goggin,7
118,T111,T111,Jeff Gove,7
119,T111,T111,Bob Heintz,7
120,T111,T111,Mark Hensby,7
121,T111,T111,Ryuji Imada,7
122,T111,T111,Jerry Kelly,7
123,T111,T111,Greg Kraft,7
124,T111,T111,Doug LaBelle II,7
125,T111,T111,Craig Lile,7
126,T111,T111,Will MacKenzie,7
127,T111,T111,Hunter Mahan,7
128,T111,T111,Rocco Mediate,7
129,T111,T111,Arron Oberholser,7
130,T111,T111,Tom Pernice Jr.,7
131,T111,T111,Carl Pettersson,7
132,T111,T111,Dicky Pride,7
133,T111,T111,Tag Ridings,7
134,T111,T111,John Rollins,7
135,T111,T111,Justin Rose,7
136,T111,T111,Jim Rutledge,7
137,T111,T111,Michael Sim,7
138,T111,T111,Vijay Singh,7
139,T111,T111,Chris Smith,7
140,T111,T111,Brandt Snedeker,7
141,T111,T111,D.J. Trahan,7
142,T111,T111,Bob Tway,7
143,T111,T111,Omar Uresti,7
144,T111,T111,Jaco Van Zyl,7
145,T146,T146,Michael Allen,6
146,T146,T146,Billy Andrade,6
147,T146,T146,Eric Axley,6
148,T146,T146,Craig Barlow,6
149,T146,T146,Andrew Buckle,6
150,T146,T146,Marco Dawson,6
151,T146,T146,Steve Flesch,6
152,T146,T146,Robert Garrigus,6
153,T146,T146,Andres Gonzales,6
154,T146,T146,Jason Gore,6
155,T146,T146,Paul Gow,6
156,T146,T146,Padraig Harrington,6
157,T146,T146,J.P. Hayes,6
158,T146,T146,Matt Hendrix,6
159,T146,T146,Lee Janzen,6
160,T146,T146,Tom Johnson,6
161,T146,T146,Zach Johnson,6
162,T146,T146,Anthony Kim,6
163,T146,T146,Colt Knost,6
164,T146,T146,Davis Love III,6
165,T146,T146,Steve Marino,6
166,T146,T146,Shigeki Maruyama,6
167,T146,T146,Daisuke Maruyama,6
168,T146,T146,Yusaku Miyazato,6
169,T146,T146,Ryan Moore,6
170,T146,T146,José María Olazábal,6
171,T146,T146,Jeff Overton,6
172,T146,T146,Ryan Palmer,6
173,T146,T146,Michael Putnam,6
174,T146,T146,Joey Sindelar,6
175,T146,T146,Paul Stankowski,6
176,T146,T146,Henrik Stenson,6
177,T146,T146,Johnson Wagner,6
178,T146,T146,Duffy Waldorf,6
179,T146,T146,Boo Weekley,6
180,T146,T146,Steve Wheatcroft,6
181,T146,T146,Kaname Yokoo,6
182,T183,T183,Stephen Ames,5
183,T183,T183,Arjun Atwal,5
184,T183,T183,D.J. Brigman,5
185,T183,T183,Alejandro Cañizares,5
186,T183,T183,José Coceres,5
187,T183,T183,Gavin Coles,5
188,T183,T183,John Cook,5
189,T183,T183,John Daly,5
190,T183,T183,Glen Day,5
191,T183,T183,Jason Dufner,5
192,T183,T183,David Duval,5
193,T183,T183,Carlos Franco,5
194,T183,T183,J.J. Henry,5
195,T183,T183,J.B. Holmes,5
196,T183,T183,David Howell,5
197,T183,T183,Thongchai Jaidee,5
198,T183,T183,Richard Johnson,5
199,T183,T183,Craig Kanada,5
200,T183,T183,Steve Lowery,5
201,T183,T183,Jarrod Lyle,5
202,T183,T183,Jeff Maggert,5
203,T183,T183,Bob May,5
204,T183,T183,Nick O'Hern,5
205,T183,T183,Corey Pavin,5
206,T183,T183,Ted Purdy,5
207,T183,T183,Brett Quigley,5
208,T183,T183,Kyle Reifers,5
209,T183,T183,Kevin Sutherland,5
210,T183,T183,Tom Watson,5
211,T212,T212,Paul Azinger,4
212,T212,T212,Andy Bare,4
213,T212,T212,Brian Bateman,4
214,T212,T212,Shane Bertsch,4
215,T212,T212,Thomas Bjørn,4
216,T212,T212,Guy Boros,4
217,T212,T212,Michael Boyd,4
218,T212,T212,Jeff Brehaut,4
219,T212,T212,Mark Brooks,4
220,T212,T212,Olin Browne,4
221,T212,T212,Ángel Cabrera,4
222,T212,T212,Mark Calcavecchia,4
223,T212,T212,Paul Casey,4
224,T212,T212,Russ Cochran,4
225,T212,T212,Ben Curtis,4
226,T212,T212,Jay Delsing,4
227,T212,T212,Bubba Dickerson,4
228,T212,T212,Chris DiMarco,4
229,T212,T212,Danny Ellis,4
230,T212,T212,Niclas Fasth,4
231,T212,T212,Todd Fischer,4
232,T212,T212,Retief Goosen,4
233,T212,T212,Todd Hamilton,4
234,T212,T212,John Huston,4
235,T212,T212,Tripp Isenhour,4
236,T212,T212,Robert Karlsson,4
237,T212,T212,Franklin Langham,4
238,T212,T212,Luke List,4
239,T212,T212,Paul McGinley,4
240,T212,T212,Andres Romero,4
241,T212,T212,"Wes Short, Jr.",4
242,T212,T212,Jeff Sluman,4
243,T212,T212,Jerry Smith,4
244,T212,T212,B.J. Staten,4
245,T212,T212,Phil Tataurangi,4
246,T212,T212,Kirk Triplett,4
247,T212,T212,Vance Veazey,4
248,T212,T212,Grant Waite,4
249,T212,T212,Lee Williams,4
250,T251,T251,Ryan Blaum,3
251,T251,T251,Markus Brier,3
252,T251,T251,Paul Broadhurst,3
253,T251,T251,Darren Clarke,3
254,T251,T251,Kris Cox,3
255,T251,T251,Ben Crane,3
256,T251,T251,Joe Daley,3
257,T251,T251,Robert Damron,3
258,T251,T251,Brad Faxon,3
259,T251,T251,Keith Fergus,3
260,T251,T251,Alastair Forsyth,3
261,T251,T251,"Jim Gallagher, Jr.",3
262,T251,T251,Tom Gillis,3
263,T251,T251,Donnie Hammond,3
264,T251,T251,Steve Jones,3
265,T251,T251,Skip Kendall,3
266,T251,T251,Chris Kirk,3
267,T251,T251,Bill Lunde,3
268,T251,T251,Pablo Martin Benavides,3
269,T251,T251,Len Mattiace,3
270,T251,T251,Spike McRoy,3
271,T251,T251,Larry Mize,3
272,T251,T251,Mark O'Meara,3
273,T251,T251,Andrew Ruthkoski,3
274,T251,T251,Willie Wood,3
275,T276,T276,"David Berganio, Jr.",2
276,T276,T276,Nick Dougherty,2
277,T276,T276,Pelle Edberg,2
278,T276,T276,Johan Edfors,2
279,T276,T276,Tadd Fujikawa,2
280,T276,T276,Richard Green,2
281,T276,T276,Mike Grob,2
282,T276,T276,Scott Gump,2
283,T276,T276,Gary Hallberg,2
284,T276,T276,David Hearn,2
285,T276,T276,Gabriel Hjertstedt,2
286,T276,T276,Tim Hogarth,2
287,T276,T276,Mike Hulbert,2
288,T276,T276,Miguel Angel Jiménez,2
289,T276,T276,Brandt Jobe,2
290,T276,T276,Bronson La'Cassie,2
291,T276,T276,Brad Lardon,2
292,T276,T276,Thomas Levet,2
293,T276,T276,Jamie Lovemark,2
294,T276,T276,Blaine McCallister,2
295,T276,T276,Jim McGovern,2
296,T276,T276,Alan McLean,2
297,T276,T276,Kelly Mitchum,2
298,T276,T276,Jonathan Moore,2
299,T276,T276,Dennis Paulson,2
300,T276,T276,Craig Perks,2
301,T276,T276,"Ron Philo, Jr.",2
302,T276,T276,Scott Piercy,2
303,T276,T276,Richie Ramsay,2
304,T276,T276,Loren Roberts,2
305,T276,T276,Brady Schnell,2
306,T276,T276,Paul Sheehan,2
307,T276,T276,Jeev Milkha Singh,2
308,T276,T276,Kyle Thompson,2
309,T276,T276,Esteban Toledo,2
310,T276,T276,Paul Trittler,2
311,T276,T276,Lee Westwood,2
312,T276,T276,Fabrizio Zanotti,2
