,Best_YTD_Streak_wo_a_3-Putt_RANK THIS WEEK,Best_YTD_Streak_wo_a_3-Putt_RANK LAST WEEK,Best_YTD_Streak_wo_a_3-Putt_PLAYER NAME,Best_YTD_Streak_wo_a_3-Putt_EVENTS,Best_YTD_Streak_wo_a_3-Putt_BEST STREAK,Best_YTD_Streak_wo_a_3-Putt_CURRENT STREAK
0,1,1,Jeff Maggert,26,312,17.0
1,2,2,Tom Lehman,19,288,
2,3,3,Zach Johnson,23,278,9.0
3,4,4,K.J. Choi,25,272,28.0
4,T5,T5,Greg Kraft,10,249,2.0
5,T5,T5,Steve Stricker,23,249,72.0
6,7,7,Bob Heintz,27,245,15.0
7,T8,T8,Stewart Cink,25,243,15.0
8,T8,T8,Robert Damron,10,243,243.0
9,T8,T8,Phil Mickelson,22,243,243.0
10,11,11,Brent Geiberger,17,238,50.0
11,12,12,Richard Green,5,232,4.0
12,13,13,Sergio Garcia,19,225,225.0
13,14,14,Charley Hoffman,30,217,8.0
14,15,15,Bob Tway,32,215,
15,16,16,Joe Ogilvie,31,214,
16,17,17,Brandt Snedeker,29,211,1.0
17,18,18,Carl Pettersson,31,203,15.0
18,19,19,Tommy Armour III,24,202,20.0
19,T20,T20,Cliff Kresge,30,200,
20,T20,T20,Heath Slocum,28,200,9.0
21,22,22,Gavin Coles,28,199,41.0
22,23,23,Ken Duke,31,197,17.0
23,T24,T24,Marco Dawson,23,195,53.0
24,T24,T24,Paul Gow,26,195,57.0
25,T24,T24,Mathias Grönberg,31,195,20.0
26,T24,T24,Richard Johnson,32,195,56.0
27,T24,T24,Shigeki Maruyama,31,195,6.0
28,T24,T24,Corey Pavin,25,195,1.0
29,30,30,Rory Sabbatini,23,189,75.0
30,31,31,Jay Williamson,14,188,6.0
31,32,32,Brett Quigley,25,186,15.0
32,33,33,Billy Mayfair,30,184,86.0
33,T34,T34,Craig Bowden,25,183,1.0
34,T34,T34,Doug LaBelle II,33,183,6.0
35,36,36,Rod Pampling,25,181,11.0
36,T37,T37,Stephen Ames,23,180,7.0
37,T37,T37,Jay Delsing,12,180,5.0
38,T37,T37,David Duval,7,180,53.0
39,T40,T40,Ryan Palmer,30,179,
40,T40,T40,Chris Smith,8,179,47.0
41,42,42,Bob Estes,28,176,3.0
42,T43,T43,Olin Browne,15,174,
43,T43,T43,Steve Elkington,25,174,48.0
44,T45,T45,Ryan Armour,32,173,7.0
45,T45,T45,Brian Gay,32,173,39.0
46,47,47,Jeff Gove,30,172,168.0
47,T48,T48,Trevor Immelman,21,171,13.0
48,T48,T48,José María Olazábal,16,171,142.0
49,50,50,Mathew Goggin,30,167,14.0
50,T51,T51,Kevin Stadler,31,166,9.0
51,T51,T51,D.J. Trahan,30,166,11.0
52,53,53,J.J. Henry,26,165,4.0
53,T54,T54,Eric Axley,36,164,13.0
54,T54,T54,Bill Haas,30,164,19.0
55,T54,T54,Ryan Moore,28,164,31.0
56,57,57,Nick O'Hern,22,163,59.0
57,T58,T58,Freddie Jacobson,20,162,12.0
58,T58,T58,Stephen Leaney,26,162,5.0
59,T58,T58,Rocco Mediate,22,162,9.0
60,61,61,Johnson Wagner,33,161,9.0
61,62,62,David Toms,22,160,97.0
62,T63,T63,Niclas Fasth,10,159,2.0
63,T63,T63,Brad Faxon,18,159,22.0
64,T65,T65,Aaron Baddeley,23,158,
65,T65,T65,Michael Boyd,21,158,44.0
66,T65,T65,Lee Janzen,24,158,13.0
67,T65,T65,Mark Wilson,25,158,24.0
68,T65,T65,Tiger Woods,16,158,158.0
69,T70,T70,Jim Furyk,23,157,66.0
70,T70,T70,Kevin Na,27,157,10.0
71,T72,T72,Vijay Singh,27,151,76.0
72,T72,T72,Vaughn Taylor,28,151,22.0
73,T74,T74,Bubba Dickerson,19,149,14.0
74,T74,T74,Steve Flesch,31,149,5.0
75,T74,T74,Matt Kuchar,26,149,78.0
76,T77,T77,Daniel Chopra,34,148,18.0
77,T77,T77,Anders Hansen,17,148,28.0
78,79,79,Jeff Overton,19,147,17.0
79,T80,T80,Rich Barcelo,26,146,71.0
80,T80,T80,Ben Curtis,25,146,11.0
81,T80,T80,Arron Oberholser,21,146,
82,T80,T80,Chris Stroud,24,146,67.0
83,T84,T84,Thomas Bjørn,6,145,
84,T84,T84,Robert Garrigus,28,145,
85,T84,T84,Bo Van Pelt,30,145,47.0
86,T84,T84,Dean Wilson,28,145,17.0
87,T88,T88,Scott Gump,12,144,5.0
88,T88,T88,Padraig Harrington,18,144,43.0
89,T88,T88,Michael Putnam,29,144,9.0
90,T91,T91,Shingo Katayama,7,143,143.0
91,T91,T91,Davis Love III,21,143,21.0
92,T93,T93,Mark Hensby,25,142,35.0
93,T93,T93,David Howell,10,142,9.0
94,T95,T95,Tim Herron,27,141,13.0
95,T95,T95,Craig Kanada,34,141,17.0
96,T95,T95,Ted Purdy,33,141,13.0
97,T95,T95,Joey Sindelar,25,141,5.0
98,T95,T95,Phil Tataurangi,8,141,13.0
99,100,100,Craig Lile,24,140,15.0
100,101,101,Rich Beem,29,138,7.0
101,T102,T102,Luke Donald,20,137,88.0
102,T102,T102,Steve Wheatcroft,25,137,29.0
103,T104,T104,D.J. Brigman,22,136,50.0
104,T104,T104,Nathan Green,29,136,12.0
105,T104,T104,J.P. Hayes,28,136,6.0
106,T104,T104,Charles Howell III,26,136,50.0
107,T108,T108,Chris DiMarco,24,134,53.0
108,T108,T108,Tom Johnson,27,134,8.0
109,T108,T108,John Mallinger,29,134,13.0
110,T108,T108,Kevin Sutherland,25,134,20.0
111,112,112,Bart Bryant,25,133,13.0
112,T113,T113,Briny Baird,31,132,39.0
113,T113,T113,Paul Stankowski,18,132,14.0
114,T113,T113,Henrik Stenson,15,132,10.0
115,T116,T116,Kent Jones,30,131,68.0
116,T116,T116,Jerry Kelly,28,131,118.0
117,118,118,Brian Davis,28,130,13.0
118,T119,T119,Michael Allen,22,129,15.0
119,T119,T119,Glen Day,27,129,63.0
120,T119,T119,Scott Verplank,23,129,2.0
121,T122,T122,Arjun Atwal,12,128,25.0
122,T122,T122,Ryuji Imada,32,128,9.0
123,T122,T122,Tripp Isenhour,32,128,15.0
124,T122,T122,Tim Petrovic,32,128,77.0
125,T126,T126,Cameron Beckman,29,127,17.0
126,T126,T126,Jeff Quinney,29,127,29.0
127,128,128,Jim McGovern,5,126,69.0
128,129,129,Steve Jones,9,125,39.0
129,T130,T130,Peter Lonard,27,124,16.0
130,T130,T130,Adam Scott,19,124,17.0
131,132,132,Alex Cejka,25,123,41.0
132,T133,T133,Pat Perez,27,121,73.0
133,T133,T133,Mike Weir,23,121,5.0
134,135,135,Todd Hamilton,28,119,18.0
135,T136,T136,John Huston,16,118,7.0
136,T136,T136,Parker McLachlin,28,118,61.0
137,T138,T138,Billy Andrade,27,117,2.0
138,T138,T138,Dicky Pride,25,117,6.0
139,T138,T138,John Senden,27,117,1.0
140,T141,T141,Stuart Appleby,24,116,6.0
141,T141,T141,Lucas Glover,29,116,2.0
142,T141,T141,Lee Westwood,8,116,27.0
143,T144,T144,Fred Funk,22,115,88.0
144,T144,T144,Paul Goydos,19,115,1.0
145,T144,T144,George McNeill,30,115,31.0
146,T144,T144,Tom Pernice Jr.,31,115,36.0
147,T144,T144,Tag Ridings,18,115,29.0
148,149,149,Jason Bohn,17,114,59.0
149,150,150,Jason Gore,27,113,107.0
150,T151,T151,Johan Edfors,8,112,48.0
151,T151,T151,Ernie Els,16,112,33.0
152,T151,T151,J.B. Holmes,24,112,72.0
153,T151,T151,Chris Tidland,21,112,2.0
154,155,155,Will MacKenzie,30,111,2.0
155,T156,T156,David Branshaw,30,110,11.0
156,T156,T156,Robert Gamez,30,110,62.0
157,T156,T156,Geoff Ogilvy,22,110,2.0
158,T156,T156,Kyle Reifers,27,110,
159,T156,T156,Jeff Sluman,21,110,67.0
160,T156,T156,Jerry Smith,19,110,1.0
161,T162,T162,Bernhard Langer,14,109,51.0
162,T162,T162,Bob May,16,109,13.0
163,T164,T164,John Bickerton,2,108,108.0
164,T164,T164,Gabriel Hjertstedt,9,108,6.0
165,T164,T164,Frank Lickliter II,30,108,
166,T167,T167,Chris Couch,30,107,12.0
167,T167,T167,John Rollins,29,107,
168,T169,T169,Jeff Brehaut,21,106,29.0
169,T169,T169,Justin Leonard,29,106,5.0
170,T169,T169,Steve Marino,31,106,15.0
171,T169,T169,Troy Matteson,26,106,25.0
172,T169,T169,Garrett Willis,13,106,3.0
173,T174,T174,Hunter Mahan,27,105,5.0
174,T174,T174,Brett Wetterich,28,105,1.0
175,T176,T176,Matt Hendrix,24,104,2.0
176,T176,T176,Nick Watney,26,104,15.0
177,T176,T176,Bubba Watson,26,104,11.0
178,T179,T179,Tom Byrum,20,103,38.0
179,T179,T179,Brendon de Jonge,26,103,18.0
180,T179,T179,Charlie Wi,27,103,14.0
181,T182,T182,Dudley Hart,12,102,80.0
182,T182,T182,Bryce Molder,21,102,78.0
183,T182,T182,Chris Riley,17,102,12.0
184,T182,T182,Boo Weekley,29,102,2.0
185,T186,T186,Tim Clark,19,101,87.0
186,T186,T186,Daisuke Maruyama,28,101,27.0
187,T186,T186,Kenny Perry,24,101,4.0
188,T189,T189,Mark Calcavecchia,28,100,
189,T189,T189,Jarrod Lyle,24,100,8.0
190,T189,T189,Michael Sim,17,100,61.0
191,T192,T192,Chad Campbell,28,99,24.0
192,T192,T192,Harrison Frazar,32,99,27.0
193,T192,T192,Shaun Micheel,29,99,4.0
194,T195,T195,Markus Brier,2,98,9.0
195,T195,T195,Jason Dufner,32,98,3.0
196,T195,T195,Craig Perks,15,98,1.0
197,T195,T195,Justin Rose,16,98,42.0
198,T199,T199,"Jim Gallagher, Jr.",9,97,4.0
199,T199,T199,Kelly Mitchum,4,97,1.0
200,T201,T201,Paul McGinley,5,96,18.0
201,T201,T201,Jesper Parnevik,27,96,41.0
202,203,203,Camilo Villegas,24,95,1.0
203,T204,T204,Jonathan Byrd,23,94,35.0
204,T204,T204,Duffy Waldorf,23,94,17.0
205,T206,T206,Skip Kendall,5,93,7.0
206,T206,T206,Mike Small,2,93,93.0
207,208,208,Loren Roberts,3,92,12.0
208,T209,T209,Joe Durant,28,91,5.0
209,T209,T209,Carlos Franco,12,91,17.0
210,T209,T209,Scott Gutschewski,22,91,5.0
211,T209,T209,Anthony Kim,26,91,3.0
212,T209,T209,Greg Owen,29,91,
213,T209,T209,Jason Schultz,22,91,39.0
214,T215,T215,Mark Brooks,18,90,72.0
215,T215,T215,Michael Campbell,9,90,17.0
216,T215,T215,Robert Karlsson,13,90,37.0
217,T215,T215,Larry Mize,12,90,21.0
