,Consecutive_Par_4_Birdies_RANK THIS WEEK,Consecutive_Par_4_Birdies_RANK LAST WEEK,Consecutive_Par_4_Birdies_PLAYER NAME,Consecutive_Par_4_Birdies_EVENTS,Consecutive_Par_4_Birdies_NUMBER OF HOLES
0,1,1,Adam Scott,19,6
1,T2,T2,Jason Bohn,17,5
2,T2,T2,Matt Hendrix,24,5
3,T2,T2,Anthony Kim,26,5
4,T2,T2,Matt Kuchar,26,5
5,T2,T2,Jeff Maggert,26,5
6,T2,T2,Jeff Overton,19,5
7,T2,T2,Rod Pampling,25,5
8,T2,T2,Brandt Snedeker,29,5
9,T2,T2,Kevin Stadler,31,5
10,T11,T11,Steve Allan,18,4
11,T11,T11,Stephen Ames,23,4
12,T11,T11,Billy Andrade,27,4
13,T11,T11,Eric Axley,36,4
14,T11,T11,Rich Barcelo,26,4
15,T11,T11,David Branshaw,30,4
16,T11,T11,Andrew Buckle,26,4
17,T11,T11,Jonathan Byrd,23,4
18,T11,T11,Stewart Cink,25,4
19,T11,T11,Tim Clark,19,4
20,T11,T11,Ben Crane,9,4
21,T11,T11,Brian Davis,28,4
22,T11,T11,Ken Duke,31,4
23,T11,T11,Bob Estes,28,4
24,T11,T11,Tony Finau,1,4
25,T11,T11,Sergio Garcia,19,4
26,T11,T11,Robert Garrigus,28,4
27,T11,T11,Jeff Gove,30,4
28,T11,T11,Padraig Harrington,18,4
29,T11,T11,Tim Herron,27,4
30,T11,T11,Charley Hoffman,30,4
31,T11,T11,J.B. Holmes,24,4
32,T11,T11,Charles Howell III,26,4
33,T11,T11,Ryuji Imada,32,4
34,T11,T11,Freddie Jacobson,20,4
35,T11,T11,Tom Johnson,27,4
36,T11,T11,Jerry Kelly,28,4
37,T11,T11,Frank Lickliter II,30,4
38,T11,T11,Luke List,4,4
39,T11,T11,Steve Lowery,22,4
40,T11,T11,Jarrod Lyle,24,4
41,T11,T11,Will MacKenzie,30,4
42,T11,T11,Hunter Mahan,27,4
43,T11,T11,Pablo Martin Benavides,6,4
44,T11,T11,Daisuke Maruyama,28,4
45,T11,T11,Troy Matteson,26,4
46,T11,T11,Len Mattiace,10,4
47,T11,T11,Phil Mickelson,22,4
48,T11,T11,Colin Montgomerie,9,4
49,T11,T11,Ryan Moore,28,4
50,T11,T11,Sean O'Hair,28,4
51,T11,T11,Joe Ogilvie,31,4
52,T11,T11,Ryan Palmer,30,4
53,T11,T11,Ted Purdy,33,4
54,T11,T11,Michael Putnam,29,4
55,T11,T11,John Rollins,29,4
56,T11,T11,Justin Rose,16,4
57,T11,T11,Rory Sabbatini,23,4
58,T11,T11,Vijay Singh,27,4
59,T11,T11,Jeff Sluman,21,4
60,T11,T11,Henrik Stenson,15,4
61,T11,T11,Steve Stricker,23,4
62,T11,T11,Kevin Sutherland,25,4
63,T11,T11,Vaughn Taylor,28,4
64,T11,T11,David Toms,22,4
65,T11,T11,Scott Verplank,23,4
66,T11,T11,Johnson Wagner,33,4
67,T11,T11,Charles Warren,29,4
68,T11,T11,Nick Watney,26,4
69,T11,T11,Bubba Watson,26,4
70,T11,T11,Mike Weir,23,4
71,T11,T11,Charlie Wi,27,4
72,T11,T11,Dean Wilson,28,4
73,T11,T11,Mark Wilson,25,4
74,T11,T11,Tiger Woods,16,4
75,T76,T76,Michael Allen,22,3
76,T76,T76,Robert Allenby,28,3
77,T76,T76,Stuart Appleby,24,3
78,T76,T76,Tommy Armour III,24,3
79,T76,T76,Ryan Armour,32,3
80,T76,T76,Woody Austin,27,3
81,T76,T76,Paul Azinger,13,3
82,T76,T76,Aaron Baddeley,23,3
83,T76,T76,Briny Baird,31,3
84,T76,T76,Craig Barlow,16,3
85,T76,T76,Brian Bateman,18,3
86,T76,T76,Cameron Beckman,29,3
87,T76,T76,Rich Beem,29,3
88,T76,T76,Phil Blackmar,1,3
89,T76,T76,Michael Boyd,21,3
90,T76,T76,Jeff Brehaut,21,3
91,T76,T76,D.J. Brigman,22,3
92,T76,T76,Bart Bryant,25,3
93,T76,T76,Tom Byrum,20,3
94,T76,T76,Ángel Cabrera,14,3
95,T76,T76,Mark Calcavecchia,28,3
96,T76,T76,Chad Campbell,28,3
97,T76,T76,Michael Campbell,9,3
98,T76,T76,Alejandro Cañizares,3,3
99,T76,T76,Paul Casey,10,3
100,T76,T76,Alex Cejka,25,3
101,T76,T76,K.J. Choi,25,3
102,T76,T76,Daniel Chopra,34,3
103,T76,T76,José Coceres,17,3
104,T76,T76,Russ Cochran,1,3
105,T76,T76,Chris Couch,30,3
106,T76,T76,Kris Cox,8,3
107,T76,T76,Ben Curtis,25,3
108,T76,T76,John Daly,24,3
109,T76,T76,Marco Dawson,23,3
110,T76,T76,Glen Day,27,3
111,T76,T76,Brendon de Jonge,26,3
112,T76,T76,Bubba Dickerson,19,3
113,T76,T76,Chris DiMarco,24,3
114,T76,T76,Luke Donald,20,3
115,T76,T76,Jason Dufner,32,3
