,YTD_Sub-Par_Rounds_Streak_RANK THIS WEEK,YTD_Sub-Par_Rounds_Streak_RANK LAST WEEK,YTD_Sub-Par_Rounds_Streak_PLAYER NAME,YTD_Sub-Par_Rounds_Streak_VALUE
0,T1,T1,Bo Van Pelt,14
1,T1,T1,Scott Verplank,14
2,T3,T3,Aaron Baddeley,12
3,T3,T3,Mathias Grönberg,12
4,T3,T3,Jesper Parnevik,12
5,T3,T3,Jay Williamson,12
6,T7,T7,Phil Mickelson,11
7,T7,T7,Nick Watney,11
8,T7,T7,Tiger Woods,11
9,T10,T10,Robert Allenby,10
10,T10,T10,Stephen Leaney,10
11,T10,T10,Jeff Quinney,10
12,T10,T10,David Toms,10
13,T14,T14,Ken Duke,9
14,T14,T14,Jim Furyk,9
15,T14,T14,Geoff Ogilvy,9
16,T14,T14,John Senden,9
17,T14,T14,Chris Tidland,9
18,T19,T19,Luke Donald,8
19,T19,T19,Fred Funk,8
20,T19,T19,Robert Gamez,8
21,T19,T19,Charley Hoffman,8
22,T19,T19,Freddie Jacobson,8
23,T19,T19,Neal Lancaster,8
24,T19,T19,Tom Lehman,8
25,T19,T19,John Mallinger,8
26,T19,T19,Parker McLachlin,8
27,T19,T19,Kenny Perry,8
28,T19,T19,Heath Slocum,8
29,T19,T19,Bubba Watson,8
30,T19,T19,Mike Weir,8
31,T32,T32,Rich Beem,7
32,T32,T32,Craig Bowden,7
33,T32,T32,David Branshaw,7
34,T32,T32,Tim Clark,7
35,T32,T32,Sergio Garcia,7
36,T32,T32,Bill Haas,7
37,T32,T32,Justin Leonard,7
38,T32,T32,Billy Mayfair,7
39,T32,T32,George McNeill,7
40,T32,T32,Shaun Micheel,7
41,T32,T32,Sean O'Hair,7
42,T32,T32,Arron Oberholser,7
43,T32,T32,Tim Petrovic,7
44,T32,T32,Dicky Pride,7
45,T32,T32,John Rollins,7
46,T32,T32,Rory Sabbatini,7
47,T32,T32,Michael Sim,7
48,T32,T32,Vijay Singh,7
49,T32,T32,Kevin Stadler,7
50,T32,T32,Steve Stricker,7
51,T32,T32,Vaughn Taylor,7
52,T32,T32,D.J. Trahan,7
53,T32,T32,Charlie Wi,7
54,T55,T55,Steve Allan,6
55,T55,T55,Billy Andrade,6
56,T55,T55,Tommy Armour III,6
57,T55,T55,Ryan Armour,6
58,T55,T55,Eric Axley,6
59,T55,T55,Briny Baird,6
60,T55,T55,Cameron Beckman,6
61,T55,T55,Bart Bryant,6
62,T55,T55,Jonathan Byrd,6
63,T55,T55,Tom Byrum,6
64,T55,T55,K.J. Choi,6
65,T55,T55,Daniel Chopra,6
66,T55,T55,Stewart Cink,6
67,T55,T55,Brian Davis,6
68,T55,T55,Steve Elkington,6
69,T55,T55,Robert Garrigus,6
70,T55,T55,Brian Gay,6
71,T55,T55,Mathew Goggin,6
72,T55,T55,Mark Hensby,6
73,T55,T55,Charles Howell III,6
74,T55,T55,Ryuji Imada,6
75,T55,T55,Zach Johnson,6
76,T55,T55,Kent Jones,6
77,T55,T55,Cliff Kresge,6
78,T55,T55,Davis Love III,6
79,T55,T55,Will MacKenzie,6
80,T55,T55,Steve Marino,6
81,T55,T55,John Merrick,6
82,T55,T55,Ryan Moore,6
83,T55,T55,Kevin Na,6
84,T55,T55,Carl Pettersson,6
85,T55,T55,Justin Rose,6
86,T55,T55,Adam Scott,6
87,T55,T55,Joey Sindelar,6
88,T55,T55,Chris Stroud,6
89,T55,T55,Camilo Villegas,6
90,T91,T91,Michael Allen,5
91,T91,T91,Stephen Ames,5
92,T91,T91,Woody Austin,5
93,T91,T91,D.J. Brigman,5
94,T91,T91,Chad Campbell,5
95,T91,T91,Alex Cejka,5
96,T91,T91,José Coceres,5
97,T91,T91,Marco Dawson,5
98,T91,T91,Glen Day,5
99,T91,T91,Ernie Els,5
100,T91,T91,Bob Estes,5
101,T91,T91,Nick Flanagan,5
102,T91,T91,Steve Flesch,5
103,T91,T91,Dan Forsman,5
104,T91,T91,Harrison Frazar,5
105,T91,T91,Brent Geiberger,5
106,T91,T91,Jason Gore,5
107,T91,T91,Paul Gow,5
108,T91,T91,Nathan Green,5
109,T91,T91,Scott Gutschewski,5
110,T91,T91,Anders Hansen,5
111,T91,T91,Padraig Harrington,5
112,T91,T91,J.P. Hayes,5
113,T91,T91,Bob Heintz,5
114,T91,T91,Trevor Immelman,5
115,T91,T91,Richard Johnson,5
116,T91,T91,Bernhard Langer,5
117,T91,T91,Frank Lickliter II,5
118,T91,T91,Peter Lonard,5
119,T91,T91,Steve Lowery,5
120,T91,T91,Jarrod Lyle,5
121,T91,T91,Jeff Maggert,5
122,T91,T91,Shigeki Maruyama,5
123,T91,T91,Daisuke Maruyama,5
124,T91,T91,Troy Matteson,5
125,T91,T91,Bob May,5
126,T91,T91,Joe Ogilvie,5
127,T91,T91,Jeff Overton,5
128,T91,T91,Rod Pampling,5
129,T91,T91,Pat Perez,5
130,T91,T91,Tom Pernice Jr.,5
131,T91,T91,Ted Purdy,5
132,T91,T91,Kyle Reifers,5
133,T91,T91,Tag Ridings,5
134,T91,T91,Chris Riley,5
135,T91,T91,Jason Schultz,5
136,T91,T91,Brandt Snedeker,5
137,T91,T91,Kevin Sutherland,5
138,T91,T91,Jaco Van Zyl,5
139,T91,T91,Charles Warren,5
140,T91,T91,Brett Wetterich,5
141,T91,T91,Dean Wilson,5
142,T143,T143,Stuart Appleby,4
143,T143,T143,Andy Bare,4
144,T143,T143,Brian Bateman,4
145,T143,T143,Shane Bertsch,4
146,T143,T143,Jason Bohn,4
147,T143,T143,Michael Boyd,4
148,T143,T143,Jeff Brehaut,4
149,T143,T143,Mark Brooks,4
150,T143,T143,Andrew Buckle,4
151,T143,T143,Ángel Cabrera,4
152,T143,T143,Mark Calcavecchia,4
153,T143,T143,Alejandro Cañizares,4
154,T143,T143,Gavin Coles,4
155,T143,T143,John Cook,4
156,T143,T143,John Daly,4
157,T143,T143,Brendon de Jonge,4
158,T143,T143,Jay Delsing,4
159,T143,T143,Bubba Dickerson,4
160,T143,T143,Chris DiMarco,4
161,T143,T143,Jason Dufner,4
162,T143,T143,Joe Durant,4
163,T143,T143,Carlos Franco,4
164,T143,T143,Lucas Glover,4
165,T143,T143,Jeff Gove,4
166,T143,T143,Dudley Hart,4
167,T143,T143,J.J. Henry,4
168,T143,T143,Tim Herron,4
169,T143,T143,J.B. Holmes,4
170,T143,T143,Tripp Isenhour,4
171,T143,T143,Lee Janzen,4
172,T143,T143,Craig Kanada,4
173,T143,T143,Jerry Kelly,4
174,T143,T143,Anthony Kim,4
175,T143,T143,Greg Kraft,4
176,T143,T143,Matt Kuchar,4
177,T143,T143,Doug LaBelle II,4
178,T143,T143,Hunter Mahan,4
179,T143,T143,Bryce Molder,4
180,T143,T143,Nick O'Hern,4
181,T143,T143,José María Olazábal,4
182,T143,T143,Greg Owen,4
183,T143,T143,Ryan Palmer,4
184,T143,T143,Corey Pavin,4
185,T143,T143,Ian Poulter,4
186,T143,T143,Brett Quigley,4
187,T143,T143,Jeff Sluman,4
188,T143,T143,Paul Stankowski,4
189,T143,T143,Henrik Stenson,4
190,T143,T143,Phil Tataurangi,4
191,T143,T143,Bob Tway,4
192,T143,T143,Johnson Wagner,4
193,T143,T143,Grant Waite,4
194,T143,T143,Duffy Waldorf,4
195,T143,T143,Boo Weekley,4
196,T143,T143,Steve Wheatcroft,4
197,T143,T143,Mark Wilson,4
198,T199,T199,Arjun Atwal,3
199,T199,T199,Paul Azinger,3
200,T199,T199,Rich Barcelo,3
201,T199,T199,Craig Barlow,3
202,T199,T199,Michael Bradley,3
203,T199,T199,Markus Brier,3
204,T199,T199,Darren Clarke,3
205,T199,T199,Russ Cochran,3
206,T199,T199,Chris Couch,3
207,T199,T199,Kris Cox,3
208,T199,T199,Ben Crane,3
209,T199,T199,Ben Curtis,3
210,T199,T199,Niclas Fasth,3
211,T199,T199,Todd Fischer,3
212,T199,T199,"Jim Gallagher, Jr.",3
213,T199,T199,Tom Gillis,3
214,T199,T199,Retief Goosen,3
215,T199,T199,Paul Goydos,3
216,T199,T199,Todd Hamilton,3
217,T199,T199,Matt Hendrix,3
218,T199,T199,Steve Jones,3
219,T199,T199,Robert Karlsson,3
220,T199,T199,Skip Kendall,3
221,T199,T199,Colt Knost,3
222,T199,T199,Franklin Langham,3
223,T199,T199,Craig Lile,3
224,T199,T199,Bill Lunde,3
225,T199,T199,Len Mattiace,3
226,T199,T199,Spike McRoy,3
227,T199,T199,Rocco Mediate,3
228,T199,T199,Mark O'Meara,3
229,T199,T199,Michael Putnam,3
230,T199,T199,Andres Romero,3
231,T199,T199,Jim Rutledge,3
