,Consecutive_BirdiesEagles_streak_RANK THIS WEEK,Consecutive_BirdiesEagles_streak_RANK LAST WEEK,Consecutive_BirdiesEagles_streak_PLAYER NAME,Consecutive_BirdiesEagles_streak_EVENTS,Consecutive_BirdiesEagles_streak_NUMBER OF HOLES
0,1,1,Brandt Snedeker,29,7
1,2,2,Tiger Woods,16,6
2,T3,T3,John Daly,24,5
3,T3,T3,Jason Dufner,32,5
4,T3,T3,David Duval,7,5
5,T3,T3,Stephen Leaney,26,5
6,T3,T3,Tom Pernice Jr.,31,5
7,T3,T3,Michael Putnam,29,5
8,T9,T9,Mark Calcavecchia,28,4
9,T9,T9,José Coceres,17,4
10,T9,T9,Steve Flesch,31,4
11,T9,T9,Harrison Frazar,32,4
12,T9,T9,Jason Gore,27,4
13,T9,T9,Paul Gow,26,4
14,T9,T9,Tim Herron,27,4
15,T9,T9,Bernhard Langer,14,4
16,T9,T9,Billy Mayfair,30,4
17,T9,T9,Brett Quigley,25,4
18,T9,T9,John Rollins,29,4
19,T9,T9,Jason Schultz,22,4
20,T9,T9,Jaco Van Zyl,21,4
21,T9,T9,Charles Warren,29,4
22,T9,T9,Charlie Wi,27,4
23,T24,T24,Steve Allan,18,3
24,T24,T24,Michael Allen,22,3
25,T24,T24,Eric Axley,36,3
26,T24,T24,Rich Barcelo,26,3
27,T24,T24,Rich Beem,29,3
28,T24,T24,Jeff Brehaut,21,3
29,T24,T24,Ángel Cabrera,14,3
30,T24,T24,Alex Cejka,25,3
31,T24,T24,Chris Couch,30,3
32,T24,T24,Ben Crane,9,3
33,T24,T24,Chris DiMarco,24,3
34,T24,T24,Ken Duke,31,3
35,T24,T24,Ernie Els,16,3
36,T24,T24,Bob Estes,28,3
37,T24,T24,Robert Garrigus,28,3
38,T24,T24,Jeff Gove,30,3
39,T24,T24,Mathias Grönberg,31,3
40,T24,T24,Scott Gutschewski,22,3
41,T24,T24,Anders Hansen,17,3
42,T24,T24,Dudley Hart,12,3
43,T24,T24,Bob Heintz,27,3
44,T24,T24,Matt Hendrix,24,3
45,T24,T24,Lee Janzen,24,3
46,T24,T24,Zach Johnson,23,3
47,T24,T24,Kent Jones,30,3
48,T24,T24,Craig Kanada,34,3
49,T24,T24,Jerry Kelly,28,3
50,T24,T24,Anthony Kim,26,3
51,T24,T24,Craig Lile,24,3
