,Consecutive_Fairways_Hit_RANK THIS WEEK,Consecutive_Fairways_Hit_RANK LAST WEEK,Consecutive_Fairways_Hit_PLAYER NAME,Consecutive_Fairways_Hit_EVENTS,Consecutive_Fairways_Hit_BEST STREAK,Consecutive_Fairways_Hit_CURRENT STREAK
0,1,1,"Ron Philo, Jr.",6,35,1.0
1,2,2,Jim Furyk,23,33,10.0
2,3,3,Fred Funk,22,30,6.0
3,T4,T4,Doug LaBelle II,33,29,
4,T4,T4,Justin Leonard,29,29,1.0
5,T6,T6,Brent Geiberger,17,28,
6,T6,T6,Zach Johnson,23,28,
7,T8,T8,Cameron Beckman,29,27,3.0
8,T8,T8,Bob Estes,28,27,5.0
9,T8,T8,John Huston,16,27,2.0
10,T11,T11,Bart Bryant,25,26,3.0
11,T11,T11,Chad Campbell,28,26,18.0
12,T11,T11,Joe Durant,28,26,4.0
13,T11,T11,Freddie Jacobson,20,26,3.0
14,T11,T11,Billy Mayfair,30,26,16.0
15,T16,T16,Olin Browne,15,25,6.0
16,T16,T16,K.J. Choi,25,25,
17,T16,T16,John Mallinger,29,25,3.0
18,T19,T19,Briny Baird,31,24,
19,T19,T19,Tom Byrum,20,24,
20,T19,T19,Steve Elkington,25,24,
21,T19,T19,Rod Pampling,25,24,
22,T19,T19,Chris Riley,17,24,
23,T19,T19,Heath Slocum,28,24,1.0
24,T25,T25,John Bickerton,2,23,2.0
25,T25,T25,Michael Boyd,21,23,23.0
26,T25,T25,Brian Gay,32,23,7.0
27,T25,T25,Paul Gow,26,23,3.0
28,T29,T29,David Frost,3,22,2.0
29,T29,T29,Paul Goydos,19,22,1.0
30,T29,T29,Anthony Kim,26,22,
31,T32,T32,Brian Davis,28,21,6.0
32,T32,T32,Trevor Immelman,21,21,1.0
33,T32,T32,Tom Johnson,27,21,2.0
34,T32,T32,Craig Kanada,34,21,3.0
35,T32,T32,Will MacKenzie,30,21,
36,T32,T32,Troy Matteson,26,21,2.0
37,T32,T32,Blaine McCallister,8,21,2.0
38,T32,T32,Rocco Mediate,22,21,
39,T32,T32,Kenny Perry,24,21,
40,T32,T32,Jason Schultz,22,21,6.0
41,T32,T32,Boo Weekley,29,21,
42,T32,T32,Willie Wood,6,21,
43,T44,T44,Mark Brooks,18,20,6.0
44,T44,T44,Mark Calcavecchia,28,20,2.0
45,T44,T44,Glen Day,27,20,10.0
46,T44,T44,Andres Gonzales,1,20,1.0
47,T44,T44,Richard Johnson,32,20,
48,T44,T44,Steve Jones,9,20,11.0
49,T44,T44,Daisuke Maruyama,28,20,1.0
50,T44,T44,Paul McGinley,5,20,1.0
51,T44,T44,José María Olazábal,16,20,
52,T44,T44,Jerry Smith,19,20,2.0
53,T44,T44,Kevin Stadler,31,20,4.0
54,T44,T44,David Toms,22,20,
55,T44,T44,Kirk Triplett,25,20,3.0
56,T44,T44,Jay Williamson,14,20,3.0
57,T44,T44,Garrett Willis,13,20,
58,T59,T59,Ryan Armour,32,19,7.0
59,T59,T59,Gavin Coles,28,19,1.0
60,T59,T59,Ken Duke,31,19,2.0
61,T59,T59,Steve Flesch,31,19,
62,T59,T59,Cliff Kresge,30,19,
63,T59,T59,Peter Lonard,27,19,
64,T59,T59,Hunter Mahan,27,19,6.0
65,T59,T59,Parker McLachlin,28,19,
66,T59,T59,Larry Mize,12,19,
67,T59,T59,Jim Rutledge,23,19,1.0
68,T59,T59,Darron Stiles,24,19,
69,T59,T59,Scott Verplank,23,19,2.0
70,T71,T71,Craig Bowden,25,18,
71,T71,T71,David Branshaw,30,18,3.0
72,T71,T71,D.J. Brigman,22,18,6.0
73,T71,T71,Tim Clark,19,18,
74,T71,T71,Ben Curtis,25,18,
75,T71,T71,Lucas Glover,29,18,1.0
76,T71,T71,Richard Green,5,18,1.0
77,T71,T71,Nathan Green,29,18,1.0
78,T71,T71,Jerry Kelly,28,18,14.0
79,T71,T71,Greg Kraft,10,18,
80,T71,T71,Shigeki Maruyama,31,18,
81,T71,T71,Chris Stroud,24,18,3.0
82,T71,T71,Kevin Sutherland,25,18,
83,T71,T71,Camilo Villegas,24,18,1.0
84,T71,T71,Lee Williams,2,18,1.0
85,T86,T86,Robert Allenby,28,17,
86,T86,T86,Tommy Armour III,24,17,
87,T86,T86,John Cook,13,17,3.0
88,T86,T86,Mathew Goggin,30,17,5.0
89,T86,T86,Jason Gore,27,17,2.0
90,T86,T86,Scott Gump,12,17,
91,T86,T86,J.P. Hayes,28,17,3.0
92,T86,T86,Matt Hendrix,24,17,5.0
93,T86,T86,J.J. Henry,26,17,1.0
94,T86,T86,Peter Jacobsen,1,17,
95,T86,T86,Jarrod Lyle,24,17,1.0
96,T86,T86,Bryce Molder,21,17,2.0
97,T86,T86,Ted Purdy,33,17,1.0
98,T86,T86,Adam Scott,19,17,
99,T86,T86,Jeff Sluman,21,17,
100,T86,T86,Vaughn Taylor,28,17,4.0
101,T86,T86,Stan Utley,1,17,17.0
102,T86,T86,Johnson Wagner,33,17,
103,T86,T86,Charles Warren,29,17,4.0
104,T105,T105,Michael Allen,22,16,3.0
105,T105,T105,Arjun Atwal,12,16,5.0
106,T105,T105,Woody Austin,27,16,1.0
107,T105,T105,Chris Baryla,1,16,
108,T105,T105,Jonathan Byrd,23,16,
109,T105,T105,José Coceres,17,16,3.0
110,T105,T105,Luke Donald,20,16,5.0
111,T105,T105,David Duval,7,16,2.0
112,T105,T105,Joel Edwards,4,16,
113,T105,T105,Robert Gamez,30,16,3.0
114,T105,T105,Jeff Gove,30,16,2.0
115,T105,T105,Anders Hansen,17,16,1.0
116,T105,T105,Bob Heintz,27,16,
117,T105,T105,Stephen Leaney,26,16,2.0
118,T105,T105,Steve Lowery,22,16,7.0
119,T105,T105,Shaun Micheel,29,16,1.0
120,T105,T105,Corey Pavin,25,16,
121,T105,T105,Ian Poulter,18,16,
122,T105,T105,Vijay Singh,27,16,
123,T105,T105,Jaco Van Zyl,21,16,
124,T105,T105,Duffy Waldorf,23,16,6.0
125,T105,T105,Nick Watney,26,16,
126,T105,T105,Charlie Wi,27,16,
127,T105,T105,Dean Wilson,28,16,
128,T129,T129,Stephen Ames,23,15,4.0
129,T129,T129,Paul Azinger,13,15,2.0
130,T129,T129,Craig Barlow,16,15,1.0
131,T129,T129,Alex Cejka,25,15,4.0
132,T129,T129,Tadd Fujikawa,4,15,4.0
133,T129,T129,Retief Goosen,14,15,1.0
134,T129,T129,Mark Hensby,25,15,2.0
135,T129,T129,Lee Janzen,24,15,
136,T129,T129,Tom Lehman,19,15,
137,T129,T129,Jeff Maggert,26,15,
138,T129,T129,Steve Marino,31,15,6.0
139,T129,T129,Joe Ogilvie,31,15,
140,T129,T129,Pat Perez,27,15,3.0
141,T129,T129,Tom Pernice Jr.,31,15,
142,T129,T129,Tim Petrovic,32,15,2.0
143,T129,T129,Paul Sheehan,11,15,13.0
144,T129,T129,B.J. Staten,7,15,
145,T129,T129,Steve Stricker,23,15,2.0
146,T129,T129,D.J. Trahan,30,15,1.0
147,T129,T129,Bob Tway,32,15,
148,T129,T129,Tom Watson,2,15,
149,T129,T129,Mike Weir,23,15,1.0
150,T151,T151,Eric Axley,36,14,
151,T151,T151,Rich Barcelo,26,14,1.0
152,T151,T151,Rich Beem,29,14,6.0
153,T151,T151,Notah Begay III,7,14,2.0
154,T151,T151,Stewart Cink,25,14,
155,T151,T151,Darren Clarke,10,14,2.0
156,T151,T151,Chris Couch,30,14,2.0
157,T151,T151,Ernie Els,16,14,1.0
158,T151,T151,David Hearn,1,14,
159,T151,T151,Ryuji Imada,32,14,1.0
160,T151,T151,Tripp Isenhour,32,14,2.0
161,T151,T151,Miguel Angel Jiménez,5,14,4.0
162,T151,T151,Kent Jones,30,14,
163,T151,T151,Frank Lickliter II,30,14,7.0
164,T151,T151,Bob May,16,14,11.0
165,T151,T151,Jim McGovern,5,14,
166,T151,T151,John Merrick,29,14,5.0
167,T151,T151,Ryan Moore,28,14,4.0
168,T151,T151,Jesper Parnevik,27,14,3.0
169,T151,T151,Dicky Pride,25,14,
170,T151,T151,Michael Putnam,29,14,4.0
171,T151,T151,John Rollins,29,14,1.0
172,T151,T151,Justin Rose,16,14,
173,T151,T151,Chris Smith,8,14,1.0
174,T151,T151,Grant Waite,12,14,1.0
175,T151,T151,Mark Wilson,25,14,
176,T177,T177,Benn Barham,1,13,4.0
