,Consecutive_Par_3_Birdies_RANK THIS WEEK,Consecutive_Par_3_Birdies_RANK LAST WEEK,Consecutive_Par_3_Birdies_PLAYER NAME,Consecutive_Par_3_Birdies_EVENTS,Consecutive_Par_3_Birdies_NUMBER OF HOLES
0,T1,T1,Eric Axley,36,5
1,T1,T1,Brendon de Jonge,26,5
2,T1,T1,Jesper Parnevik,27,5
3,T1,T1,Andres Romero,3,5
4,T5,T5,Tim Clark,19,4
5,T5,T5,Retief Goosen,14,4
6,T5,T5,Nathan Green,29,4
7,T5,T5,Todd Hamilton,28,4
8,T5,T5,J.P. Hayes,28,4
9,T5,T5,Tim Herron,27,4
10,T5,T5,Charles Howell III,26,4
11,T5,T5,Neal Lancaster,13,4
12,T5,T5,George McNeill,30,4
13,T5,T5,Kevin Na,27,4
14,T5,T5,Dennis Paulson,3,4
15,T5,T5,Carl Pettersson,31,4
16,T5,T5,Kirk Triplett,25,4
17,T18,T18,Michael Allen,22,3
18,T18,T18,Tommy Armour III,24,3
19,T18,T18,Ryan Armour,32,3
20,T18,T18,Woody Austin,27,3
21,T18,T18,David Branshaw,30,3
22,T18,T18,Jeff Brehaut,21,3
23,T18,T18,Olin Browne,15,3
24,T18,T18,Chad Campbell,28,3
25,T18,T18,José Coceres,17,3
26,T18,T18,John Cook,13,3
27,T18,T18,Brian Davis,28,3
28,T18,T18,Jason Dufner,32,3
29,T18,T18,Steve Elkington,25,3
30,T18,T18,Ernie Els,16,3
31,T18,T18,Bob Estes,28,3
32,T18,T18,Steve Flesch,31,3
33,T18,T18,Dan Forsman,12,3
34,T18,T18,Sergio Garcia,19,3
35,T18,T18,Robert Garrigus,28,3
36,T18,T18,Mathew Goggin,30,3
37,T18,T18,Jeff Gove,30,3
38,T18,T18,Paul Goydos,19,3
39,T18,T18,Mathias Grönberg,31,3
40,T18,T18,Padraig Harrington,18,3
41,T18,T18,Dudley Hart,12,3
42,T18,T18,Bob Heintz,27,3
43,T18,T18,Charley Hoffman,30,3
44,T18,T18,John Huston,16,3
45,T18,T18,Freddie Jacobson,20,3
46,T18,T18,Lee Janzen,24,3
47,T18,T18,Tom Johnson,27,3
48,T18,T18,Craig Kanada,34,3
49,T18,T18,Jerry Kelly,28,3
50,T18,T18,Anthony Kim,26,3
51,T18,T18,Matt Kuchar,26,3
52,T18,T18,Doug LaBelle II,33,3
53,T18,T18,Brad Lardon,3,3
54,T18,T18,Stephen Leaney,26,3
55,T18,T18,Justin Leonard,29,3
56,T18,T18,Peter Lonard,27,3
57,T18,T18,Jeff Maggert,26,3
58,T18,T18,Steve Marino,31,3
59,T18,T18,John Merrick,29,3
60,T18,T18,Bryce Molder,21,3
61,T18,T18,Ryan Moore,28,3
62,T18,T18,Sean O'Hair,28,3
63,T18,T18,Mark O'Meara,4,3
64,T18,T18,Arron Oberholser,21,3
65,T18,T18,Joe Ogilvie,31,3
66,T18,T18,José María Olazábal,16,3
