,Consecutive_Cuts_RANK THIS WEEK,Consecutive_Cuts_RANK LAST WEEK,Consecutive_Cuts_PLAYER NAME,Consecutive_Cuts_TOTAL,Consecutive_Cuts_START TOURNAMENT ID
51,T50,T50,Tim Clark,4,2007390
52,T50,T50,Brendon de Jonge,4,2007450
53,T50,T50,Joe Durant,4,2007420
54,T50,T50,Simon Dyson,4,2005300
55,T50,T50,Niclas Fasth,4,2007250
56,T50,T50,Mark Foster,4,2003300
57,T50,T50,Jim Furyk,4,2007370
58,T50,T50,Stephen Gangluff,4,2002490
59,T50,T50,Lucas Glover,4,2007380
60,T50,T50,Jay Haas,4,2006190
61,T50,T50,Ryuji Imada,4,2007450
62,T50,T50,Zach Johnson,4,2007370
63,T50,T50,Kent Jones,4,2007450
64,T50,T50,Shigeki Maruyama,4,2007440
65,T50,T50,Tom Pernice Jr.,4,2007440
66,T50,T50,Rory Sabbatini,4,2007370
67,T50,T50,John Senden,4,2007380
68,T50,T50,Mike Sposa,4,2006410
69,T50,T50,Mike Weir,4,2007370
70,T50,T50,Garrett Willis,4,2007440
71,T72,T72,Arjun Atwal,3,2007420
72,T72,T72,Paul Broadhurst,3,2006440
73,T72,T72,Jonathan Byrd,3,2007380
74,T72,T72,Ben Crenshaw,3,2006150
75,T72,T72,Mikko Ilonen,3,2001310
76,T72,T72,Franklin Langham,3,2005485
77,T72,T72,Jamie Lovemark,3,2006280
78,T72,T72,Billy Mayfair,3,2007450
79,T72,T72,Ryan Moore,3,2007450
80,T72,T72,Joe Ogilvie,3,2007450
81,T72,T72,Ryan Palmer,3,2007460
82,T72,T72,Pat Perez,3,2007390
83,T72,T72,Bob Shearer,3,1984320
84,T72,T72,Vijay Singh,3,2007380
85,T72,T72,Brandt Snedeker,3,2007380
86,T72,T72,Kevin Sutherland,3,2007390
87,T72,T72,Duffy Waldorf,3,2007450
88,T72,T72,Charlie Wi,3,2007440
89,T90,T90,Fredrik Andersson Hed,2,2002310
90,T90,T90,Stuart Appleby,2,2007390
91,T90,T90,Craig Barlow,2,2007460
92,T90,T90,Chris Baryla,2,2003380
93,T90,T90,Thomas Bjørn,2,2007310
94,T90,T90,Grégory Bourdy,2,2006440
95,T90,T90,Michael Boyd,2,2007465
96,T90,T90,Mark Brooks,2,2007450
97,T90,T90,Ángel Cabrera,2,2007380
98,T90,T90,Tom Carter,2,2004470
99,T90,T90,K.J. Choi,2,2007390
100,T90,T90,Darren Clarke,2,2007340
101,T90,T90,Luke Donald,2,2007380
102,T90,T90,Steve Elkington,2,2007380
103,T90,T90,Danny Ellis,2,2007080
104,T90,T90,Todd Fischer,2,2007330
105,T90,T90,Steve Flesch,2,2007460
106,T90,T90,Marcus Fraser,2,2006310
107,T90,T90,Fred Funk,2,2007410
108,T90,T90,Robert Gamez,2,2007465
109,T90,T90,Brian Gay,2,2007465
110,T90,T90,Andres Gonzales,2,2006460
111,T90,T90,Jason Gore,2,2007450
112,T90,T90,Paul Goydos,2,2007370
113,T90,T90,Anton Haig,2,2007130
114,T90,T90,David Hearn,2,2006390
115,T90,T90,Kazuhiko Hosokawa,2,2001220
116,T90,T90,Trevor Immelman,2,2007380
117,T90,T90,Lee Janzen,2,2007465
118,T90,T90,Kevin Johnson,2,2002300
119,T90,T90,Craig Kanada,2,2007465
120,T90,T90,Robert Karlsson,2,2007340
121,T90,T90,Anthony Kim,2,2007390
122,T90,T90,Greg Kraft,2,2007465
123,T90,T90,Matt Kuchar,2,2007465
124,T90,T90,Doug LaBelle II,2,2007465
125,T90,T90,Bernhard Langer,2,2007290
126,T90,T90,José Manuel Lara,2,2007080
127,T90,T90,Steve Lowery,2,2007465
128,T90,T90,Sandy Lyle,2,2007150
129,T90,T90,Hunter Mahan,2,2007390
130,T90,T90,John Mallinger,2,2007460
131,T90,T90,Steve Marino,2,2007465
132,T90,T90,Jim McGovern,2,2007330
133,T90,T90,Parker McLachlin,2,2007465
134,T90,T90,Mac McLendon,2,1980430
135,T90,T90,Yusaku Miyazato,2,2006360
136,T90,T90,Bryce Molder,2,2007465
137,T90,T90,Colin Montgomerie,2,2007340
138,T90,T90,Jack Newton,2,1982420
139,T90,T90,Nick O'Hern,2,2007390
140,T90,T90,Louis Oosthuizen,2,2006440
141,T90,T90,Brenden Pappas,2,2005400
142,T90,T90,Tim Petrovic,2,2007460
143,T90,T90,Dicky Pride,2,2007465
144,T90,T90,Kyle Reifers,2,2007465
145,T90,T90,Chris Riley,2,2007460
146,T90,T90,Robert Rock,2,2005300
147,T90,T90,Justin Rose,2,2007390
148,T90,T90,Marco Ruiz,2,2003300
149,T90,T90,Andrew Ruthkoski,2,2007270
150,T90,T90,John Schroeder,2,1995300
151,T90,T90,Michael Sim,2,2007465
152,T90,T90,Bob Smith,2,1985280
153,T90,T90,Graeme Storm,2,2007340
154,T90,T90,Roland Thatcher,2,2005485
155,T90,T90,Nicholas Thompson,2,2006460
156,T90,T90,Peter Tomasulo,2,2005060
157,T90,T90,Paul Trittler,2,1997100
158,T90,T90,Bob Tway,2,2007465
159,T90,T90,Grant Waite,2,2007450
160,T90,T90,Charles Warren,2,2007460
161,T90,T90,D.A. Weibring,2,2003160
162,T90,T90,Steve Wheatcroft,2,2007465
163,T90,T90,Ron Whittaker,2,2006460
164,T90,T90,Tim Wilkinson,2,2003370
165,T90,T90,Thaworn Wiratchant,2,2006310
166,T90,T90,Casey Wittenberg,2,2005485
167,T90,T90,Azuma Yano,2,2006470
