,Consecutive_Cuts_RANK THIS WEEK,Consecutive_Cuts_RANK LAST WEEK,Consecutive_Cuts_PLAYER NAME,Consecutive_Cuts_TOTAL,Consecutive_Cuts_START TOURNAMENT ID
0,1,1,Tiger Woods,23,2006280
1,2,2,Brian Davis,17,2007210
2,3,3,Briny Baird,14,2007270
3,T4,T4,Sean O'Hair,12,2007270
4,T4,T4,Lee Westwood,12,2006310
5,T6,T6,Bart Bryant,11,2007230
6,T6,T6,Ernie Els,11,2007160
7,T6,T6,Boo Weekley,11,2007250
8,T9,T9,Freddie Jacobson,10,2007270
9,T9,T9,Craig Lile,10,2007320
10,T9,T9,Kenny Perry,10,2007230
11,T12,T12,Cameron Beckman,9,2007330
12,T12,T12,Steve Stricker,9,2007250
13,T14,T14,Stephen Ames,8,2007320
14,T14,T14,Woody Austin,8,2007290
15,T16,T16,Ken Duke,7,2007380
16,T16,T16,Sergio Garcia,7,2007310
17,T16,T16,Rod Pampling,7,2007280
18,T16,T16,D.A. Points,7,2006380
19,T16,T16,Adam Scott,7,2007310
20,T16,T16,Camilo Villegas,7,2007300
21,T22,T22,Richard Green,6,2006350
22,T22,T22,Shingo Katayama,6,2007090
23,T22,T22,Justin Leonard,6,2007380
24,T22,T22,Frank Lickliter II,6,2007420
25,T22,T22,Paul McGinley,6,2006370
26,T22,T22,Geoff Ogilvy,6,2007340
27,T22,T22,Greg Owen,6,2007420
28,T22,T22,Corey Pavin,6,2007320
29,T22,T22,John Rollins,6,2007370
30,T22,T22,Doug Tewell,6,1999230
31,T22,T22,Bo Van Pelt,6,2007380
32,T33,T33,Michael Allen,5,2007410
33,T33,T33,Ryan Armour,5,2007440
34,T33,T33,Rich Beem,5,2007440
35,T33,T33,Chad Campbell,5,2007380
36,T33,T33,Paul Casey,5,2007230
37,T33,T33,Alex Cejka,5,2007410
38,T33,T33,Daniel Chopra,5,2007420
39,T33,T33,Ben Crane,5,2007160
40,T33,T33,Jason Dufner,5,2007420
41,T33,T33,Jeff Gove,5,2007440
42,T33,T33,Hunter Haas,5,2005400
43,T33,T33,Peter Hanson,5,2005300
44,T33,T33,Tim Herron,5,2007370
45,T33,T33,Wayne Levi,5,2001300
46,T33,T33,Jesper Parnevik,5,2007420
47,T33,T33,Chris Stroud,5,2007440
48,T33,T33,Nick Watney,5,2007390
49,T50,T50,Henrik Bjornstad,4,2006430
50,T50,T50,Jason Bohn,4,2007210
