,Current_Streak_without_a_3-Putt_RANK THIS WEEK,Current_Streak_without_a_3-Putt_RANK LAST WEEK,Current_Streak_without_a_3-Putt_PLAYER NAME,Current_Streak_without_a_3-Putt_EVENTS,Current_Streak_without_a_3-Putt_VALUE
0,1,1,Phil Mickelson,22,243
1,2,2,Sergio Garcia,19,225
2,3,3,Jeff Gove,30,168
3,4,4,Tiger Woods,16,158
4,5,5,José María Olazábal,16,142
5,6,6,Jerry Kelly,28,118
6,7,7,Jason Gore,27,107
7,8,8,David Toms,22,97
8,T9,T9,Luke Donald,20,88
9,T9,T9,Fred Funk,22,88
10,11,11,Tim Clark,19,87
11,12,12,Billy Mayfair,30,86
12,T13,T13,Matt Kuchar,26,78
13,T13,T13,Bryce Molder,21,78
14,15,15,Tim Petrovic,32,77
15,16,16,Vijay Singh,27,76
16,17,17,Rory Sabbatini,23,75
17,18,18,Pat Perez,27,73
18,T19,T19,Mark Brooks,18,72
19,T19,T19,J.B. Holmes,24,72
20,T19,T19,Steve Stricker,23,72
21,22,22,Rich Barcelo,26,71
22,23,23,Kent Jones,30,68
23,T24,T24,Jeff Sluman,21,67
24,T24,T24,Chris Stroud,24,67
25,26,26,Jim Furyk,23,66
26,27,27,Glen Day,27,63
27,28,28,Robert Gamez,30,62
28,T29,T29,Parker McLachlin,28,61
29,T29,T29,Michael Sim,17,61
30,T31,T31,Jason Bohn,17,59
31,T31,T31,Nick O'Hern,22,59
32,T31,T31,Jaco Van Zyl,21,59
33,T34,T34,Paul Gow,26,57
34,T34,T34,Ian Poulter,18,57
35,36,36,Richard Johnson,32,56
36,T37,T37,Marco Dawson,23,53
37,T37,T37,Chris DiMarco,24,53
38,T39,T39,D.J. Brigman,22,50
39,T39,T39,Charles Howell III,26,50
40,41,41,Steve Elkington,25,48
41,42,42,Bo Van Pelt,30,47
42,43,43,Michael Boyd,21,44
43,44,44,Padraig Harrington,18,43
44,45,45,Justin Rose,16,42
45,T46,T46,Alex Cejka,25,41
46,T46,T46,Gavin Coles,28,41
47,T46,T46,Jesper Parnevik,27,41
48,T49,T49,Briny Baird,31,39
49,T49,T49,Brian Gay,32,39
50,T49,T49,Jason Schultz,22,39
51,52,52,Tom Byrum,20,38
52,53,53,Jim Rutledge,23,37
53,54,54,Tom Pernice Jr.,31,36
54,T55,T55,Jonathan Byrd,23,35
55,T55,T55,Mark Hensby,25,35
56,57,57,Retief Goosen,14,34
57,T58,T58,Brian Bateman,18,33
58,T58,T58,Ernie Els,16,33
59,T58,T58,Charles Warren,29,33
60,T61,T61,George McNeill,30,31
61,T61,T61,Ryan Moore,28,31
62,T63,T63,Steve Allan,18,29
63,T63,T63,Jeff Brehaut,21,29
64,T63,T63,Jeff Quinney,29,29
65,T63,T63,Tag Ridings,18,29
66,T63,T63,Steve Wheatcroft,25,29
67,T68,T68,K.J. Choi,25,28
68,T68,T68,Anders Hansen,17,28
69,T70,T70,Harrison Frazar,32,27
70,T70,T70,Daisuke Maruyama,28,27
71,72,72,Troy Matteson,26,25
72,T73,T73,Craig Barlow,16,24
73,T73,T73,Chad Campbell,28,24
74,T73,T73,Mark Wilson,25,24
75,76,76,Vaughn Taylor,28,22
76,77,77,Davis Love III,21,21
77,T78,T78,Tommy Armour III,24,20
78,T78,T78,Mathias Grönberg,31,20
79,T78,T78,Kevin Sutherland,25,20
80,81,81,Bill Haas,30,19
81,T82,T82,Daniel Chopra,34,18
82,T82,T82,Brendon de Jonge,26,18
83,T82,T82,Todd Hamilton,28,18
84,T82,T82,Sean O'Hair,28,18
85,T86,T86,Cameron Beckman,29,17
86,T86,T86,Ken Duke,31,17
87,T86,T86,Craig Kanada,34,17
88,T86,T86,Jeff Maggert,26,17
89,T86,T86,Jeff Overton,19,17
90,T86,T86,Adam Scott,19,17
91,T86,T86,Kirk Triplett,25,17
92,T86,T86,Duffy Waldorf,23,17
93,T86,T86,Dean Wilson,28,17
94,95,95,Peter Lonard,27,16
95,T96,T96,Michael Allen,22,15
96,T96,T96,Robert Allenby,28,15
97,T96,T96,Stewart Cink,25,15
98,T96,T96,Bob Heintz,27,15
