,Current_Streak_without_a_3-Putt_RANK THIS WEEK,Current_Streak_without_a_3-Putt_RANK LAST WEEK,Current_Streak_without_a_3-Putt_PLAYER NAME,Current_Streak_without_a_3-Putt_EVENTS,Current_Streak_without_a_3-Putt_VALUE
99,T96,T96,Tripp Isenhour,32,15
100,T96,T96,Craig Lile,24,15
101,T96,T96,Steve Marino,31,15
102,T96,T96,Carl Pettersson,31,15
103,T96,T96,Brett Quigley,25,15
104,T96,T96,Nick Watney,26,15
105,T106,T106,Bubba Dickerson,19,14
106,T106,T106,Mathew Goggin,30,14
107,T106,T106,Paul Stankowski,18,14
108,T106,T106,Charlie Wi,27,14
109,T110,T110,Eric Axley,36,13
110,T110,T110,Bart Bryant,25,13
111,T110,T110,Brian Davis,28,13
112,T110,T110,Tim Herron,27,13
113,T110,T110,Trevor Immelman,21,13
114,T110,T110,Lee Janzen,24,13
115,T110,T110,John Mallinger,29,13
116,T110,T110,Ted Purdy,33,13
117,T118,T118,Chris Couch,30,12
118,T118,T118,Nathan Green,29,12
119,T118,T118,Freddie Jacobson,20,12
120,T118,T118,Chris Riley,17,12
121,T122,T122,David Branshaw,30,11
122,T122,T122,Ben Curtis,25,11
123,T122,T122,Rod Pampling,25,11
124,T122,T122,D.J. Trahan,30,11
125,T122,T122,Bubba Watson,26,11
126,T127,T127,Kevin Na,27,10
127,T127,T127,Henrik Stenson,15,10
128,T129,T129,Ryuji Imada,32,9
129,T129,T129,Zach Johnson,23,9
130,T129,T129,Rocco Mediate,22,9
131,T129,T129,Michael Putnam,29,9
132,T129,T129,Heath Slocum,28,9
133,T129,T129,Kevin Stadler,31,9
134,T129,T129,Johnson Wagner,33,9
135,T136,T136,Charley Hoffman,30,8
136,T136,T136,Tom Johnson,27,8
137,T136,T136,Jarrod Lyle,24,8
138,T136,T136,John Merrick,29,8
139,T140,T140,Stephen Ames,23,7
140,T140,T140,Ryan Armour,32,7
141,T140,T140,Rich Beem,29,7
142,T143,T143,Stuart Appleby,24,6
143,T143,T143,J.P. Hayes,28,6
144,T143,T143,Doug LaBelle II,33,6
145,T143,T143,Shigeki Maruyama,31,6
146,T143,T143,Dicky Pride,25,6
147,T143,T143,Jay Williamson,14,6
148,T149,T149,Joe Durant,28,5
149,T149,T149,Steve Flesch,31,5
150,T149,T149,Scott Gutschewski,22,5
151,T149,T149,Stephen Leaney,26,5
152,T149,T149,Justin Leonard,29,5
153,T149,T149,Hunter Mahan,27,5
154,T149,T149,Joey Sindelar,25,5
155,T149,T149,Mike Weir,23,5
156,T157,T157,José Coceres,17,4
157,T157,T157,J.J. Henry,26,4
158,T157,T157,Shaun Micheel,29,4
159,T157,T157,Kenny Perry,24,4
160,T161,T161,Jason Dufner,32,3
161,T161,T161,Bob Estes,28,3
162,T161,T161,Anthony Kim,26,3
163,T164,T164,Billy Andrade,27,2
164,T164,T164,Lucas Glover,29,2
165,T164,T164,Matt Hendrix,24,2
166,T164,T164,Steve Lowery,22,2
167,T164,T164,Will MacKenzie,30,2
168,T164,T164,Geoff Ogilvy,22,2
169,T164,T164,Chris Tidland,21,2
170,T164,T164,Scott Verplank,23,2
171,T164,T164,Boo Weekley,29,2
172,T173,T173,Craig Bowden,25,1
173,T173,T173,Paul Goydos,19,1
174,T173,T173,Corey Pavin,25,1
175,T173,T173,John Senden,27,1
176,T173,T173,Brandt Snedeker,29,1
177,T173,T173,Camilo Villegas,24,1
178,T173,T173,Brett Wetterich,28,1
