,Consecutive_Holes_Below_Par_RANK THIS WEEK,Consecutive_Holes_Below_Par_RANK LAST WEEK,Consecutive_Holes_Below_Par_PLAYER NAME,Consecutive_Holes_Below_Par_EVENTS,Consecutive_Holes_Below_Par_NUMBER OF HOLES
0,T1,T1,Stephen Ames,23,7
1,T1,T1,Anthony Kim,26,7
2,T1,T1,Brandt Snedeker,29,7
3,T1,T1,Mark Wilson,25,7
4,T5,T5,Bob Estes,28,6
5,T5,T5,Jeff Maggert,26,6
6,T5,T5,David Toms,22,6
7,T5,T5,Tiger Woods,16,6
8,T9,T9,Tommy Armour III,24,5
9,T9,T9,Arjun Atwal,12,5
10,T9,T9,Woody Austin,27,5
11,T9,T9,Jason Bohn,17,5
12,T9,T9,Craig Bowden,25,5
13,T9,T9,Jeff Brehaut,21,5
14,T9,T9,Chad Campbell,28,5
15,T9,T9,K.J. Choi,25,5
16,T9,T9,José Coceres,17,5
17,T9,T9,John Daly,24,5
18,T9,T9,Jason Dufner,32,5
19,T9,T9,David Duval,7,5
20,T9,T9,Ernie Els,16,5
21,T9,T9,Steve Flesch,31,5
22,T9,T9,Robert Gamez,30,5
23,T9,T9,Robert Garrigus,28,5
24,T9,T9,Tom Gillis,3,5
25,T9,T9,Jason Gore,27,5
26,T9,T9,Paul Goydos,19,5
27,T9,T9,J.P. Hayes,28,5
28,T9,T9,Charley Hoffman,30,5
29,T9,T9,J.B. Holmes,24,5
30,T9,T9,Freddie Jacobson,20,5
31,T9,T9,Craig Kanada,34,5
32,T9,T9,Danny King,1,5
33,T9,T9,Brad Lardon,3,5
34,T9,T9,Stephen Leaney,26,5
35,T9,T9,Jarrod Lyle,24,5
36,T9,T9,Daisuke Maruyama,28,5
37,T9,T9,Parker McLachlin,28,5
38,T9,T9,Phil Mickelson,22,5
39,T9,T9,Ryan Moore,28,5
40,T9,T9,Kevin Na,27,5
41,T9,T9,José María Olazábal,16,5
42,T9,T9,Tom Pernice Jr.,31,5
43,T9,T9,Dicky Pride,25,5
44,T9,T9,Michael Putnam,29,5
45,T9,T9,Adam Scott,19,5
46,T9,T9,Henrik Stenson,15,5
47,T9,T9,Kevin Sutherland,25,5
48,T9,T9,Johnson Wagner,33,5
49,T9,T9,Lee Williams,2,5
50,T51,T51,Steve Allan,18,4
51,T51,T51,Michael Allen,22,4
52,T51,T51,Billy Andrade,27,4
53,T51,T51,Stuart Appleby,24,4
54,T51,T51,Briny Baird,31,4
55,T51,T51,Craig Barlow,16,4
56,T51,T51,Cameron Beckman,29,4
57,T51,T51,Rich Beem,29,4
58,T51,T51,David Branshaw,30,4
59,T51,T51,D.J. Brigman,22,4
60,T51,T51,Bart Bryant,25,4
61,T51,T51,Jonathan Byrd,23,4
62,T51,T51,Tom Byrum,20,4
63,T51,T51,Ángel Cabrera,14,4
64,T51,T51,Mark Calcavecchia,28,4
65,T51,T51,Alex Cejka,25,4
66,T51,T51,Daniel Chopra,34,4
67,T51,T51,Stewart Cink,25,4
68,T51,T51,Tim Clark,19,4
69,T51,T51,Gavin Coles,28,4
70,T51,T51,Chris Couch,30,4
71,T51,T51,Ben Curtis,25,4
72,T51,T51,Brian Davis,28,4
73,T51,T51,Marco Dawson,23,4
74,T51,T51,Brendon de Jonge,26,4
75,T51,T51,Bubba Dickerson,19,4
76,T51,T51,Ken Duke,31,4
77,T51,T51,Steve Elkington,25,4
78,T51,T51,Dan Forsman,12,4
79,T51,T51,Harrison Frazar,32,4
