,YTD_Rounds_in_60s_Streak_RANK THIS WEEK,YTD_Rounds_in_60s_Streak_RANK LAST WEEK,YTD_Rounds_in_60s_Streak_PLAYER NAME,YTD_Rounds_in_60s_Streak_BEST STREAK
203,T180,T180,Paul Goydos,2
204,T180,T180,Scott Gump,2
205,T180,T180,Scott Gutschewski,2
206,T180,T180,Todd Hamilton,2
207,T180,T180,Dudley Hart,2
208,T180,T180,David Howell,2
209,T180,T180,John Huston,2
210,T180,T180,Trevor Immelman,2
211,T180,T180,Tom Johnson,2
212,T180,T180,Richard Johnson,2
213,T180,T180,Robert Karlsson,2
214,T180,T180,Doug LaBelle II,2
215,T180,T180,Frank Lickliter II,2
216,T180,T180,Davis Love III,2
217,T180,T180,Bill Lunde,2
218,T180,T180,Bob May,2
219,T180,T180,Rocco Mediate,2
220,T180,T180,Bryce Molder,2
221,T180,T180,Ryan Moore,2
222,T180,T180,Jonathan Moore,2
223,T180,T180,Corey Pavin,2
224,T180,T180,Kyle Reifers,2
225,T180,T180,Tag Ridings,2
226,T180,T180,Jason Schultz,2
227,T180,T180,"Wes Short, Jr.",2
228,T180,T180,Jeff Sluman,2
229,T180,T180,Jerry Smith,2
230,T180,T180,B.J. Staten,2
231,T180,T180,Darron Stiles,2
232,T180,T180,Kirk Triplett,2
233,T180,T180,Vance Veazey,2
234,T180,T180,Grant Waite,2
235,T180,T180,Duffy Waldorf,2
236,T180,T180,Lee Westwood,2
