,YTD_Rounds_in_60s_Streak_RANK THIS WEEK,YTD_Rounds_in_60s_Streak_RANK LAST WEEK,YTD_Rounds_in_60s_Streak_PLAYER NAME,YTD_Rounds_in_60s_Streak_BEST STREAK
0,1,1,Tiger Woods,11
1,2,2,David Toms,8
2,T3,T3,Robert Allenby,7
3,T3,T3,Tim Clark,7
4,T3,T3,Justin Leonard,7
5,T3,T3,George McNeill,7
6,T3,T3,Sean O'Hair,7
7,T3,T3,Arron Oberholser,7
8,T3,T3,Jesper Parnevik,7
9,T3,T3,Tim Petrovic,7
10,T3,T3,Heath Slocum,7
11,T3,T3,Steve Stricker,7
12,T3,T3,Bo Van Pelt,7
13,T14,T14,Ryan Armour,6
14,T14,T14,Jim Furyk,6
15,T14,T14,Brian Gay,6
16,T14,T14,Mathew Goggin,6
17,T14,T14,Mathias Grönberg,6
18,T14,T14,Carl Pettersson,6
19,T14,T14,Justin Rose,6
20,T14,T14,Rory Sabbatini,6
21,T14,T14,Adam Scott,6
22,T14,T14,Joey Sindelar,6
23,T14,T14,Bubba Watson,6
24,T25,T25,Michael Allen,5
25,T25,T25,Woody Austin,5
26,T25,T25,Aaron Baddeley,5
27,T25,T25,Cameron Beckman,5
28,T25,T25,Bart Bryant,5
29,T25,T25,Chad Campbell,5
30,T25,T25,Alex Cejka,5
31,T25,T25,Daniel Chopra,5
32,T25,T25,José Coceres,5
33,T25,T25,Glen Day,5
34,T25,T25,Ken Duke,5
35,T25,T25,Ernie Els,5
36,T25,T25,Sergio Garcia,5
37,T25,T25,Bob Heintz,5
38,T25,T25,Charley Hoffman,5
39,T25,T25,Bernhard Langer,5
40,T25,T25,Stephen Leaney,5
41,T25,T25,Shigeki Maruyama,5
42,T25,T25,Daisuke Maruyama,5
43,T25,T25,Troy Matteson,5
44,T25,T25,Phil Mickelson,5
45,T25,T25,Joe Ogilvie,5
46,T25,T25,Geoff Ogilvy,5
47,T25,T25,Tom Pernice Jr.,5
48,T25,T25,John Rollins,5
49,T25,T25,Vijay Singh,5
50,T25,T25,D.J. Trahan,5
51,T25,T25,Jay Williamson,5
52,T25,T25,Dean Wilson,5
53,T54,T54,Steve Allan,4
54,T54,T54,Tommy Armour III,4
55,T54,T54,Eric Axley,4
56,T54,T54,David Branshaw,4
57,T54,T54,Mark Brooks,4
58,T54,T54,Jonathan Byrd,4
59,T54,T54,Alejandro Cañizares,4
60,T54,T54,Stewart Cink,4
61,T54,T54,Gavin Coles,4
62,T54,T54,Bubba Dickerson,4
63,T54,T54,Chris DiMarco,4
64,T54,T54,Luke Donald,4
65,T54,T54,Joe Durant,4
66,T54,T54,Steve Elkington,4
67,T54,T54,Bob Estes,4
68,T54,T54,Dan Forsman,4
69,T54,T54,Harrison Frazar,4
70,T54,T54,Lucas Glover,4
71,T54,T54,Jason Gore,4
72,T54,T54,Jeff Gove,4
73,T54,T54,Paul Gow,4
74,T54,T54,Anders Hansen,4
75,T54,T54,Padraig Harrington,4
76,T54,T54,J.P. Hayes,4
77,T54,T54,J.J. Henry,4
78,T54,T54,Mark Hensby,4
79,T54,T54,Tim Herron,4
80,T54,T54,Charles Howell III,4
81,T54,T54,Ryuji Imada,4
82,T54,T54,Freddie Jacobson,4
83,T54,T54,Lee Janzen,4
84,T54,T54,Greg Kraft,4
85,T54,T54,Tom Lehman,4
86,T54,T54,Peter Lonard,4
87,T54,T54,Will MacKenzie,4
88,T54,T54,John Mallinger,4
89,T54,T54,Steve Marino,4
90,T54,T54,Billy Mayfair,4
91,T54,T54,Parker McLachlin,4
92,T54,T54,Nick O'Hern,4
93,T54,T54,Rod Pampling,4
94,T54,T54,Pat Perez,4
95,T54,T54,Dicky Pride,4
96,T54,T54,Jeff Quinney,4
97,T54,T54,Chris Riley,4
98,T54,T54,Michael Sim,4
99,T54,T54,Chris Stroud,4
100,T54,T54,Vaughn Taylor,4
101,T54,T54,Scott Verplank,4
102,T54,T54,Johnson Wagner,4
103,T54,T54,Charles Warren,4
104,T54,T54,Nick Watney,4
105,T54,T54,Boo Weekley,4
106,T54,T54,Mike Weir,4
107,T54,T54,Steve Wheatcroft,4
108,T54,T54,Charlie Wi,4
109,T110,T110,Stephen Ames,3
110,T110,T110,Billy Andrade,3
111,T110,T110,Stuart Appleby,3
112,T110,T110,Paul Azinger,3
113,T110,T110,Briny Baird,3
114,T110,T110,Rich Barcelo,3
115,T110,T110,Rich Beem,3
116,T110,T110,Jason Bohn,3
117,T110,T110,Craig Bowden,3
118,T110,T110,D.J. Brigman,3
119,T110,T110,Tom Byrum,3
120,T110,T110,Mark Calcavecchia,3
121,T110,T110,K.J. Choi,3
122,T110,T110,Ben Crane,3
123,T110,T110,Ben Curtis,3
124,T110,T110,Brian Davis,3
125,T110,T110,Marco Dawson,3
126,T110,T110,Jay Delsing,3
127,T110,T110,Jason Dufner,3
128,T110,T110,Todd Fischer,3
129,T110,T110,Nick Flanagan,3
130,T110,T110,Steve Flesch,3
131,T110,T110,Fred Funk,3
132,T110,T110,Robert Gamez,3
133,T110,T110,Robert Garrigus,3
134,T110,T110,Nathan Green,3
135,T110,T110,Bill Haas,3
136,T110,T110,Matt Hendrix,3
137,T110,T110,J.B. Holmes,3
138,T110,T110,Tripp Isenhour,3
139,T110,T110,Zach Johnson,3
140,T110,T110,Steve Jones,3
141,T110,T110,Kent Jones,3
142,T110,T110,Craig Kanada,3
143,T110,T110,Jerry Kelly,3
144,T110,T110,Skip Kendall,3
145,T110,T110,Anthony Kim,3
146,T110,T110,Colt Knost,3
147,T110,T110,Cliff Kresge,3
148,T110,T110,Matt Kuchar,3
149,T110,T110,Neal Lancaster,3
150,T110,T110,Craig Lile,3
151,T110,T110,Steve Lowery,3
152,T110,T110,Jarrod Lyle,3
153,T110,T110,Jeff Maggert,3
154,T110,T110,Hunter Mahan,3
155,T110,T110,John Merrick,3
156,T110,T110,Shaun Micheel,3
157,T110,T110,Kevin Na,3
158,T110,T110,José María Olazábal,3
159,T110,T110,Jeff Overton,3
160,T110,T110,Greg Owen,3
161,T110,T110,Ryan Palmer,3
162,T110,T110,Kenny Perry,3
163,T110,T110,Ian Poulter,3
164,T110,T110,Ted Purdy,3
165,T110,T110,Michael Putnam,3
166,T110,T110,Brett Quigley,3
167,T110,T110,John Senden,3
168,T110,T110,Brandt Snedeker,3
169,T110,T110,Kevin Stadler,3
170,T110,T110,Paul Stankowski,3
171,T110,T110,Kevin Sutherland,3
172,T110,T110,Chris Tidland,3
173,T110,T110,Bob Tway,3
174,T110,T110,Jaco Van Zyl,3
175,T110,T110,Camilo Villegas,3
176,T110,T110,Brett Wetterich,3
177,T110,T110,Garrett Willis,3
178,T110,T110,Mark Wilson,3
179,T180,T180,Arjun Atwal,2
180,T180,T180,Andy Bare,2
181,T180,T180,Craig Barlow,2
182,T180,T180,Brian Bateman,2
183,T180,T180,"David Berganio, Jr.",2
184,T180,T180,Shane Bertsch,2
185,T180,T180,Michael Boyd,2
186,T180,T180,Michael Bradley,2
187,T180,T180,Jeff Brehaut,2
188,T180,T180,Markus Brier,2
189,T180,T180,Olin Browne,2
190,T180,T180,Andrew Buckle,2
191,T180,T180,Ángel Cabrera,2
192,T180,T180,John Cook,2
193,T180,T180,Chris Couch,2
194,T180,T180,Kris Cox,2
195,T180,T180,John Daly,2
196,T180,T180,Brendon de Jonge,2
197,T180,T180,Danny Ellis,2
198,T180,T180,Matt Every,2
199,T180,T180,Carlos Franco,2
200,T180,T180,Tadd Fujikawa,2
201,T180,T180,Brent Geiberger,2
202,T180,T180,Retief Goosen,2
