,Consecutive_GIR_RANK THIS WEEK,Consecutive_GIR_RANK LAST WEEK,Consecutive_GIR_PLAYER NAME,Consecutive_GIR_EVENTS,Consecutive_GIR_STREAK,Consecutive_GIR_CURRENT STREAK,Consecutive_GIR_ROUND,Consecutive_GIR_HOLE,Consecutive_GIR_YEAR/TOURN#
0,1,1,Dicky Pride,25,38,,3,7,2007465
1,2,2,Jeff Brehaut,21,35,,1,6,2007360
2,3,3,Tommy Armour III,24,28,3.0,1,4,2007465
3,T4,T4,Joe Durant,28,27,,2,17,2007465
4,T4,T4,Jim Furyk,23,27,,3,6,2007010
5,T4,T4,Kevin Sutherland,25,27,6.0,2,7,2007110
6,T4,T4,Bo Van Pelt,30,27,1.0,2,14,2007440
7,T8,T8,Lucas Glover,29,26,1.0,1,18,2007465
8,T8,T8,Justin Leonard,29,26,,4,14,2007380
9,T8,T8,Davis Love III,21,26,,3,11,2007010
10,T8,T8,Steve Marino,31,26,2.0,3,6,2007230
11,T8,T8,Pat Perez,27,26,1.0,1,3,2007450
12,T8,T8,Vijay Singh,27,26,1.0,4,3,2007260
13,T8,T8,Kevin Stadler,31,26,4.0,2,2,2007360
14,T15,T15,Tim Clark,19,25,1.0,1,5,2007300
15,T15,T15,Jeff Gove,30,25,,2,9,2007200
16,T15,T15,Will MacKenzie,30,25,,1,2,2007360
17,T15,T15,Adam Scott,19,25,,3,15,2007390
18,T15,T15,Steve Stricker,23,25,5.0,2,14,2007390
19,T20,T20,Robert Garrigus,28,24,4.0,1,18,2007465
20,T20,T20,Jason Gore,27,24,2.0,2,9,2007270
21,T20,T20,Trevor Immelman,21,24,6.0,2,16,2007010
22,T23,T23,Cameron Beckman,29,23,,2,3,2007465
23,T23,T23,Richard Johnson,32,23,,1,15,2007410
24,T23,T23,Steve Lowery,22,23,,4,7,2007440
25,T23,T23,Jeff Maggert,26,23,,2,1,2007410
26,T23,T23,Kyle Reifers,27,23,1.0,1,1,2007465
27,T28,T28,Woody Austin,27,22,1.0,3,7,2007270
28,T28,T28,D.J. Brigman,22,22,,2,12,2007440
29,T28,T28,Daniel Chopra,34,22,2.0,1,4,2007440
30,T28,T28,Steve Flesch,31,22,,2,16,2007410
31,T28,T28,Mathew Goggin,30,22,,2,14,2007410
32,T28,T28,Paul Goydos,19,22,4.0,2,13,2007370
33,T28,T28,Mark Hensby,25,22,,5,18,2007030
34,T28,T28,Craig Kanada,34,22,,1,7,2007280
35,T28,T28,John Mallinger,29,22,,1,4,2007460
36,T28,T28,Troy Matteson,26,22,2.0,3,15,2007050
37,T28,T28,Brett Quigley,25,22,4.0,1,13,2007370
