,Approach_175-200_yards_RTP_Score_RANK THIS WEEK,Approach_175-200_yards_RTP_Score_RANK LAST WEEK,Approach_175-200_yards_RTP_Score_PLAYER NAME,Approach_175-200_yards_RTP_Score_ROUNDS,Approach_175-200_yards_RTP_Score_AVG RTP
0,1,1,Ángel Cabrera,55,-.103
1,2,2,Rory Sabbatini,77,-.094
2,3,3,Retief Goosen,59,-.088
3,4,4,Phil Mickelson,80,-.079
4,5,5,Andres Romero,69,-.077
5,6,6,Ernie Els,51,-.073
6,T7,T7,Boo Weekley,86,-.072
7,T7,T7,Mike Weir,88,-.072
8,9,9,Adam Scott,51,-.056
9,T10,T10,George McNeill,97,-.049
10,T10,T10,Corey Pavin,69,-.049
11,12,12,Tom Lehman,51,-.046
12,13,13,Kevin Sutherland,98,-.043
13,T14,T14,Steve Marino,119,-.040
14,T14,T14,D.J. Trahan,94,-.040
15,T16,T16,K.J. Choi,74,-.039
16,T16,T16,Ryan Palmer,69,-.039
17,18,18,Nick O'Hern,82,-.036
18,19,19,Charlie Wi,97,-.034
19,20,20,Robert Allenby,108,-.032
20,21,21,Scott Sterling,89,-.031
21,T22,T22,Glen Day,64,-.029
22,T22,T22,Vijay Singh,82,-.029
23,24,24,Steve Allan,58,-.027
24,25,25,Bob Tway,70,-.026
25,26,26,Davis Love III,78,-.025
26,27,27,Chad Campbell,94,-.023
27,28,28,Ryuji Imada,80,-.021
28,29,29,Jim Furyk,95,-.019
29,30,30,James Driscoll,85,-.017
30,31,31,Justin Leonard,101,-.016
31,32,32,Steve Flesch,95,-.014
32,33,33,Camilo Villegas,79,-.013
33,34,34,Scott Verplank,82,-.011
34,35,35,J.B. Holmes,86,-.007
35,36,36,Chris Stroud,81,-.006
36,37,37,Brian Gay,102,-.004
37,T38,T38,Daniel Chopra,84,E
38,T38,T38,Padraig Harrington,52,E
39,T38,T38,Dudley Hart,74,E
40,T38,T38,Scott McCarron,63,E
41,T38,T38,Vaughn Taylor,103,E
42,43,43,Kevin Na,97,+.004
43,44,44,Matt Jones,95,+.005
44,45,45,Heath Slocum,104,+.007
45,46,46,Eric Axley,113,+.008
46,47,47,Ben Crane,86,+.010
47,T48,T48,Tim Clark,90,+.011
48,T48,T48,Ken Duke,116,+.011
49,T48,T48,Hunter Mahan,87,+.011
50,T51,T51,Stephen Ames,83,+.012
51,T51,T51,Mathew Goggin,91,+.012
52,T53,T53,Anthony Kim,81,+.014
53,T53,T53,Troy Matteson,94,+.014
54,55,55,Geoff Ogilvy,65,+.015
55,T56,T56,Zach Johnson,85,+.016
56,T56,T56,Brett Quigley,80,+.016
57,T58,T58,Jeff Gove,50,+.019
58,T58,T58,J.J. Henry,108,+.019
59,T58,T58,Martin Laird,98,+.019
60,61,61,Alejandro Cañizares,52,+.020
61,T62,T62,Briny Baird,113,+.022
62,T62,T62,Carl Pettersson,110,+.022
63,64,64,Bob Sowards,61,+.023
64,T65,T65,Sergio Garcia,72,+.025
65,T65,T65,John Merrick,98,+.025
66,T65,T65,Jeff Overton,103,+.025
67,68,68,Chez Reavie,102,+.026
68,69,69,Jeff Quinney,87,+.027
69,T70,T70,Bob Estes,90,+.028
70,T70,T70,Steve Stricker,75,+.028
71,72,72,Lee Janzen,89,+.029
72,T73,T73,Stuart Appleby,87,+.030
73,T73,T73,Shane Bertsch,96,+.030
74,T73,T73,John Riegger,73,+.030
75,76,76,Mark Wilson,107,+.031
76,T77,T77,Brian Davis,108,+.032
77,T77,T77,Tom Pernice Jr.,104,+.032
78,79,79,Bo Van Pelt,101,+.034
79,T80,T80,Chris Riley,51,+.035
80,T80,T80,Brandt Snedeker,85,+.035
81,T82,T82,Charles Howell III,101,+.036
82,T82,T82,Pat Perez,93,+.036
83,84,84,Tom Scherrer,56,+.037
84,T85,T85,Freddie Jacobson,78,+.038
85,T85,T85,Michael Letzig,88,+.038
86,87,87,Richard Johnson,60,+.039
87,T88,T88,Chad Collins,72,+.041
88,T88,T88,Jason Day,81,+.041
89,T90,T90,Rod Pampling,83,+.043
90,T90,T90,Jesper Parnevik,88,+.043
91,92,92,Kent Jones,68,+.044
92,93,93,Kenny Perry,97,+.045
93,T94,T94,Gavin Coles,54,+.046
94,T94,T94,Joe Durant,92,+.046
95,T94,T94,Jason Gore,94,+.046
96,97,97,Brenden Pappas,66,+.047
97,T98,T98,Bart Bryant,81,+.048
98,T98,T98,Marco Dawson,64,+.048
99,T98,T98,Richard Johnson,77,+.048
100,T98,T98,Marc Turnesa,87,+.048
101,T102,T102,Paul Claxton,63,+.050
